action_id,disruption_id,action_type,supplier_id,component_id,factory_id,route_id,source_location,destination_location,available_capacity,action_cost,time_saved_days,risk_score,implementation_time,success_probability,feasible
A010555,D007037,Switch_Supplier,S023,C023,F020,,S023,F020,10000,11913.7,2,0.2929,10,0.7071,True
A010556,D007037,Use_Backup_Inventory,,C352,F020,R0931,W028,W022,10000,143.06,11,0.05,1,0.95,True
A010557,D007038,Reallocate_Inventory,,C055,F020,R0857,W029,W030,10000,1771.62,2,0.05,4,0.95,True
A010558,D007039,Increase_Production,,,F020,,,,1152,19687.8,2,0.05,5,0.95,True
A010559,D007039,Reschedule_Production,,,F020,,,,1985,2625.04,2,0.05,5,0.95,True
A010560,D007040,Expedite_Shipment,,,F020,R0187,S094,F020,10000,286.96,6,0.05,7,0.95,True
A010561,D007041,Switch_Supplier,S013,C013,F001,,S013,F001,10000,10278.4,0,0.2748,15,0.7252,False
A010562,D007041,Use_Backup_Inventory,,C089,F001,R0810,W005,W006,10000,450.37,7,0.05,1,0.95,True
A010563,D007042,Reallocate_Inventory,,C162,F001,R0958,W012,W014,10000,2800.28,10,0.05,1,0.95,True
A010564,D007043,Increase_Production,,,F001,,,,564,29832.12,0,0.05,2,0.95,False
A010565,D007043,Reschedule_Production,,,F001,,,,973,3977.62,0,0.05,2,0.95,False
A010566,D007044,Expedite_Shipment,,,F001,R0052,S026,F001,10000,86.73,3,0.05,3,0.95,True
A010567,D007045,Switch_Supplier,S005,C005,F002,,S005,F002,10000,2214.8,4,0.219,3,0.781,True
A010568,D007045,Use_Backup_Inventory,,C459,F002,R0887,W015,W017,10000,209.14,4,0.05,3,0.95,True
A010569,D007046,Reallocate_Inventory,,C459,F002,R0827,W014,W015,10000,113.35,10,0.05,2,0.95,True
A010570,D007047,Increase_Production,,,F002,,,,2000,12578.78,5,0.05,9,0.95,True
A010571,D007047,Reschedule_Production,,,F002,,,,1953,1677.17,5,0.05,9,0.95,True
A010572,D007048,Expedite_Shipment,,,F002,R0001,S001,F002,10000,313.94,5,0.05,5,0.95,True
A010573,D007049,Switch_Supplier,S037,C037,F003,,S037,F003,10000,14792.0,0,0.1628,5,0.8372,False
A010574,D007049,Use_Backup_Inventory,,C175,F003,R0850,W025,W026,5904,262.22,3,0.05,1,0.95,True
A010575,D007050,Reallocate_Inventory,,C031,F003,R0814,W007,W008,10000,3817.94,3,0.05,1,0.95,True
A010576,D007051,Increase_Production,,,F003,,,,2822,439422.72,2,0.05,4,0.95,False
A010577,D007051,Reschedule_Production,,,F003,,,,5361,58589.7,2,0.05,4,0.95,False
A010578,D007052,Expedite_Shipment,,,F003,R0102,S051,F003,10000,1015.91,3,0.05,4,0.95,True
A010579,D007053,Switch_Supplier,S024,C024,F004,,S024,F004,10000,67157.95,1,0.1204,7,0.8796,True
A010580,D007053,Use_Backup_Inventory,,C169,F004,R0839,W020,W021,10000,481.19,7,0.05,1,0.95,True
A010581,D007054,Reallocate_Inventory,,C141,F004,R0932,W028,W022,6132,243.59,12,0.05,1,0.95,True
A010582,D007055,Increase_Production,,,F004,,,,1339,29157.48,4,0.05,6,0.95,False
A010583,D007055,Reschedule_Production,,,F004,,,,5504,3887.66,4,0.05,6,0.95,True
A010584,D007056,Expedite_Shipment,,,F004,R0088,S044,F004,10000,55.93,2,0.05,2,0.95,True
A010585,D007057,Switch_Supplier,S037,C037,F005,,S037,F005,10000,97506.8,3,0.1628,5,0.8372,True
A010586,D007057,Use_Backup_Inventory,,C457,F005,R0827,W014,W015,10000,667.93,6,0.05,2,0.95,True
A010587,D007058,Reallocate_Inventory,,C046,F005,R0836,W018,W019,3183,448.49,11,0.05,1,0.95,True
A010588,D007059,Increase_Production,,,F005,,,,1596,36099.84,4,0.05,7,0.95,True
A010589,D007059,Reschedule_Production,,,F005,,,,7252,4813.31,4,0.05,7,0.95,True
A010590,D007060,Expedite_Shipment,,,F005,R0168,S084,F005,10000,79.12,4,0.05,5,0.95,True
A010591,D007061,Switch_Supplier,S023,C023,F006,,S023,F006,10000,43959.7,0,0.2929,10,0.7071,False
A010592,D007061,Use_Backup_Inventory,,C293,F006,R0846,W023,W024,8068,3154.37,5,0.05,1,0.95,True
A010593,D007062,Reallocate_Inventory,,C107,F006,R0959,W025,W024,10000,103.84,12,0.05,2,0.95,True
A010594,D007063,Increase_Production,,,F006,,,,997,11234.18,3,0.05,5,0.95,True
A010595,D007063,Reschedule_Production,,,F006,,,,1550,1497.89,3,0.05,5,0.95,True
A010596,D007064,Expedite_Shipment,,,F006,R0107,S054,F006,10000,241.48,6,0.05,7,0.95,True
A010597,D007065,Switch_Supplier,S002,C002,F007,,S002,F007,10000,568.4,0,0.0535,18,0.9465,False
A010598,D007065,Use_Backup_Inventory,,C484,F007,R0822,W011,W012,6197,217.86,9,0.05,1,0.95,True
A010599,D007066,Reallocate_Inventory,,C308,F007,R0820,W010,W011,5827,552.68,6,0.05,1,0.95,True
A010600,D007067,Increase_Production,,,F007,,,,3108,14593.35,5,0.05,9,0.95,True
A010601,D007067,Reschedule_Production,,,F007,,,,3061,1945.78,5,0.05,9,0.95,True
A010602,D007068,Expedite_Shipment,,,F007,R0181,S091,F007,10000,564.65,1,0.05,1,0.95,True
A010603,D007069,Switch_Supplier,S018,C018,F008,,S018,F008,10000,45083.8,0,0.0862,16,0.9138,False
A010604,D007069,Use_Backup_Inventory,,C020,F008,R0932,W028,W022,5266,1217.71,8,0.05,1,0.95,True
A010605,D007070,Reallocate_Inventory,,C395,F008,R0813,W007,W008,6053,223.7,7,0.05,4,0.95,True
A010606,D007071,Increase_Production,,,F008,,,,1764,11755.26,1,0.05,3,0.95,True
A010607,D007071,Reschedule_Production,,,F008,,,,4153,1567.37,1,0.05,3,0.95,True
A010608,D007072,Expedite_Shipment,,,F008,R0191,S096,F008,10000,224.3,4,0.05,4,0.95,True
A010609,D007073,Switch_Supplier,S018,C018,F009,,S018,F009,10000,58534.55,0,0.0862,16,0.9138,False
A010610,D007073,Use_Backup_Inventory,,C263,F009,R0966,W025,W030,10000,2365.5,6,0.05,1,0.95,True
A010611,D007074,Reallocate_Inventory,,C465,F009,R0842,W021,W022,10000,879.18,1,0.05,1,0.95,True
A010612,D007075,Increase_Production,,,F009,,,,2040,15822.72,3,0.05,5,0.95,True
A010613,D007075,Reschedule_Production,,,F009,,,,1429,2109.7,3,0.05,5,0.95,True
A010614,D007076,Expedite_Shipment,,,F009,R0006,S003,F009,10000,60.25,3,0.05,4,0.95,True
A010615,D007077,Switch_Supplier,S017,C017,F010,,S017,F010,10000,9159.4,0,0.1408,12,0.8592,False
A010616,D007077,Use_Backup_Inventory,,C153,F010,R0909,W008,W011,2604,281.13,4,0.05,3,0.95,True
A010617,D007078,Reallocate_Inventory,,C145,F010,R0875,W027,W001,6891,579.97,0,0.05,4,0.95,False
A010618,D007079,Increase_Production,,,F010,,,,576,46731.15,0,0.05,2,0.95,False
A010619,D007079,Reschedule_Production,,,F010,,,,545,6230.82,0,0.05,2,0.95,False
A010620,D007080,Expedite_Shipment,,,F010,R0048,S024,F010,10000,112.34,1,0.05,1,0.95,True
A010621,D007081,Switch_Supplier,S002,C002,F011,,S002,F011,10000,1658.8,0,0.0535,18,0.9465,False
A010622,D007081,Use_Backup_Inventory,,C094,F011,R0811,W006,W007,10000,345.11,7,0.05,4,0.95,True
A010623,D007082,Reallocate_Inventory,,C345,F011,R0841,W021,W022,10000,330.06,5,0.05,2,0.95,True
A010624,D007083,Increase_Production,,,F011,,,,2070,167822.55,1,0.05,3,0.95,False
A010625,D007083,Reschedule_Production,,,F011,,,,1636,22376.34,1,0.05,3,0.95,False
A010626,D007084,Expedite_Shipment,,,F011,R0044,S022,F011,10000,54.38,3,0.05,3,0.95,True
A010627,D007085,Switch_Supplier,S030,C030,F012,,S030,F012,10000,7474.6,0,0.2118,26,0.7882,False
A010628,D007085,Use_Backup_Inventory,,C199,F012,R0874,W019,W023,10000,105.92,9,0.05,1,0.95,True
A010629,D007086,Reallocate_Inventory,,C199,F012,R0838,W019,W020,10000,1931.05,3,0.05,1,0.95,True
A010630,D007087,Increase_Production,,,F012,,,,4448,14007.9,2,0.05,4,0.95,True
A010631,D007087,Reschedule_Production,,,F012,,,,6649,1867.72,2,0.05,4,0.95,True
A010632,D007088,Expedite_Shipment,,,F012,R0184,S092,F012,10000,56.92,3,0.05,4,0.95,True
A010633,D007089,Switch_Supplier,S008,C008,F013,,S008,F013,10000,2564.7,0,0.1276,9,0.8724,False
A010634,D007089,Use_Backup_Inventory,,C173,F013,R0989,W024,W001,10000,78.03,3,0.05,1,0.95,True
A010635,D007090,Reallocate_Inventory,,C155,F013,R0933,W013,W006,10000,616.67,0,0.05,3,0.95,False
A010636,D007091,Increase_Production,,,F013,,,,740,84467.04,0,0.05,2,0.95,False
A010637,D007091,Reschedule_Production,,,F013,,,,663,11262.27,0,0.05,2,0.95,False
A010638,D007092,Expedite_Shipment,,,F013,R0096,S048,F013,10000,107.54,6,0.05,7,0.95,True
A010639,D007093,Switch_Supplier,S020,C020,F014,,S020,F014,10000,57624.7,0,0.0739,4,0.9261,False
A010640,D007093,Use_Backup_Inventory,,C346,F014,R0842,W021,W022,6597,2407.52,1,0.05,1,0.95,True
A010641,D007094,Reallocate_Inventory,,C127,F014,R0957,W012,W014,6226,181.83,8,0.05,3,0.95,True
A010642,D007095,Increase_Production,,,F014,,,,1291,3315.6,2,0.05,4,0.95,True
A010643,D007095,Reschedule_Production,,,F014,,,,1280,442.08,2,0.05,4,0.95,True
A010644,D007096,Expedite_Shipment,,,F014,R0046,S023,F014,10000,295.77,3,0.05,3,0.95,True
A010645,D007097,Switch_Supplier,S013,C013,F015,,S013,F015,10000,5446.4,0,0.2748,15,0.7252,False
A010646,D007097,Use_Backup_Inventory,,C073,F015,R0828,W014,W015,10000,264.15,11,0.05,1,0.95,True
A010647,D007098,Reallocate_Inventory,,C070,F015,R0940,W011,W013,7528,1136.64,7,0.05,1,0.95,True
A010648,D007099,Increase_Production,,,F015,,,,4725,28749.02,1,0.05,2,0.95,True
A010649,D007099,Reschedule_Production,,,F015,,,,3209,3833.2,1,0.05,2,0.95,True
A010650,D007100,Expedite_Shipment,,,F015,R0072,S036,F015,10000,252.43,6,0.05,7,0.95,True
A010651,D007101,Switch_Supplier,S014,C014,F016,,S014,F016,10000,21008.95,7,0.1577,4,0.8423,True
A010652,D007101,Use_Backup_Inventory,,C458,F016,R0825,W013,W014,10000,877.77,7,0.05,4,0.95,True
A010653,D007102,Reallocate_Inventory,,C312,F016,R0825,W013,W014,10000,399.9,6,0.05,4,0.95,True
A010654,D007103,Increase_Production,,,F016,,,,2440,73547.1,2,0.05,4,0.95,True
A010655,D007103,Reschedule_Production,,,F016,,,,6402,9806.28,2,0.05,4,0.95,True
A010656,D007104,Expedite_Shipment,,,F016,R0028,S014,F016,10000,374.34,7,0.05,7,0.95,True
A010657,D007105,Switch_Supplier,S076,C076,F017,,S076,F017,10000,32450.25,3,0.1525,5,0.8475,True
A010658,D007105,Use_Backup_Inventory,,C290,F017,R0844,W022,W023,3753,1431.91,7,0.05,1,0.95,True
A010659,D007106,Reallocate_Inventory,,C271,F017,R0803,W002,W003,4540,700.49,4,0.05,3,0.95,True
A010660,D007107,Increase_Production,,,F017,,,,1638,38262.08,2,0.05,5,0.95,False
A010661,D007107,Reschedule_Production,,,F017,,,,5279,5101.61,2,0.05,5,0.95,True
A010662,D007108,Expedite_Shipment,,,F017,R0036,S018,F017,10000,257.52,4,0.05,5,0.95,True
A010663,D007109,Switch_Supplier,S009,C009,F018,,S009,F018,10000,5184.2,0,0.1422,24,0.8578,False
A010664,D007109,Use_Backup_Inventory,,C079,F018,R0849,W025,W026,10000,157.96,3,0.05,2,0.95,True
A010665,D007110,Reallocate_Inventory,,C438,F018,R0844,W022,W023,9471,735.73,13,0.05,1,0.95,True
A010666,D007111,Increase_Production,,,F018,,,,373,142207.59,1,0.05,2,0.95,False
A010667,D007111,Reschedule_Production,,,F018,,,,1631,18961.01,1,0.05,2,0.95,False
A010668,D007112,Expedite_Shipment,,,F018,R0047,S024,F018,10000,334.99,7,0.05,7,0.95,True
A010669,D007113,Switch_Supplier,S037,C037,F019,,S037,F019,10000,117166.4,7,0.1628,5,0.8372,True
A010670,D007113,Use_Backup_Inventory,,C140,F019,R0849,W025,W026,10000,787.29,10,0.05,2,0.95,True
A010671,D007114,Reallocate_Inventory,,C029,F019,R0860,W030,W001,10000,236.49,1,0.05,1,0.95,True
A010672,D007115,Increase_Production,,,F019,,,,720,205201.43,3,0.05,5,0.95,False
A010673,D007115,Reschedule_Production,,,F019,,,,1833,27360.19,3,0.05,5,0.95,False
A010674,D007116,Expedite_Shipment,,,F019,R0173,S087,F019,10000,263.91,6,0.05,6,0.95,True
A010675,D007117,Switch_Supplier,S001,C001,F020,,S001,F020,10000,3149.0,0,0.2032,18,0.7968,False
A010676,D007117,Use_Backup_Inventory,,C352,F020,R0844,W022,W023,10000,1686.36,1,0.05,1,0.95,True
A010677,D007118,Reallocate_Inventory,,C455,F020,R0955,W006,W011,7470,819.38,3,0.05,2,0.95,True
A010678,D007119,Increase_Production,,,F020,,,,1152,184886.34,1,0.05,2,0.95,False
A010679,D007119,Reschedule_Production,,,F020,,,,1985,24651.51,1,0.05,2,0.95,False
A010680,D007120,Expedite_Shipment,,,F020,R0078,S039,F020,10000,637.69,4,0.05,4,0.95,True
A010681,D007121,Switch_Supplier,S023,C023,F001,,S023,F001,10000,18453.7,0,0.2929,10,0.7071,False
A010682,D007121,Use_Backup_Inventory,,C092,F001,R0804,W002,W003,4300,945.4,2,0.05,1,0.95,True
A010683,D007122,Reallocate_Inventory,,C180,F001,R0803,W002,W003,10000,1104.42,4,0.05,3,0.95,True
A010684,D007123,Increase_Production,,,F001,,,,564,13680.24,5,0.05,9,0.95,True
A010685,D007123,Reschedule_Production,,,F001,,,,973,1824.03,5,0.05,9,0.95,True
A010686,D007124,Expedite_Shipment,,,F001,R0159,S080,F001,10000,153.25,1,0.05,1,0.95,True
A010687,D007125,Switch_Supplier,S014,C014,F002,,S014,F002,10000,10398.3,0,0.1577,4,0.8423,False
A010688,D007125,Use_Backup_Inventory,,C232,F002,R0848,W024,W025,10000,435.01,2,0.05,1,0.95,True
A010689,D007126,Reallocate_Inventory,,C406,F002,R0844,W022,W023,10000,3409.49,1,0.05,1,0.95,True
A010690,D007127,Increase_Production,,,F002,,,,2000,36002.67,5,0.05,8,0.95,False
A010691,D007127,Reschedule_Production,,,F002,,,,1953,4800.36,5,0.05,8,0.95,False
A010692,D007128,Expedite_Shipment,,,F002,R0063,S032,F002,10000,78.84,6,0.05,7,0.95,True
A010693,D007129,Switch_Supplier,S037,C037,F003,,S037,F003,10000,37994.8,4,0.1628,5,0.8372,True
A010694,D007129,Use_Backup_Inventory,,C175,F003,R0859,W030,W001,5892,193.45,8,0.05,1,0.95,True
A010695,D007130,Reallocate_Inventory,,C005,F003,R0881,W005,W012,10000,82.93,6,0.05,2,0.95,True
A010696,D007131,Increase_Production,,,F003,,,,2822,93723.96,5,0.05,8,0.95,True
A010697,D007131,Reschedule_Production,,,F003,,,,5361,12496.53,5,0.05,8,0.95,True
A010698,D007132,Expedite_Shipment,,,F003,R0176,S088,F003,10000,131.0,7,0.05,7,0.95,True
A010699,D007133,Switch_Supplier,S010,C010,F004,,S010,F004,10000,8170.9,0,0.1074,17,0.8926,False
A010700,D007133,Use_Backup_Inventory,,C141,F004,R0842,W021,W022,6832,693.67,1,0.05,1,0.95,True
A010701,D007134,Reallocate_Inventory,,C167,F004,R0833,W017,W018,10000,593.66,4,0.05,4,0.95,True
A010702,D007135,Increase_Production,,,F004,,,,1339,4298.4,4,0.05,8,0.95,True
A010703,D007135,Reschedule_Production,,,F004,,,,5504,573.12,4,0.05,8,0.95,True
A010704,D007136,Expedite_Shipment,,,F004,R0094,S047,F004,10000,87.46,6,0.05,6,0.95,True
A010705,D007137,Switch_Supplier,S030,C030,F005,,S030,F005,10000,19164.2,0,0.2118,26,0.7882,False
A010706,D007137,Use_Backup_Inventory,,C284,F005,R0827,W014,W015,5040,186.2,11,0.05,2,0.95,True
A010707,D007138,Reallocate_Inventory,,C262,F005,R0857,W029,W030,6755,611.37,6,0.05,4,0.95,True
A010708,D007139,Increase_Production,,,F005,,,,1596,85130.4,2,0.05,3,0.95,False
A010709,D007139,Reschedule_Production,,,F005,,,,7252,11350.72,2,0.05,3,0.95,True
A010710,D007140,Expedite_Shipment,,,F005,R0043,S022,F005,10000,254.35,6,0.05,6,0.95,True
A010711,D007141,Switch_Supplier,S037,C037,F006,,S037,F006,10000,40798.4,6,0.1628,5,0.8372,True
A010712,D007141,Use_Backup_Inventory,,C142,F006,R0846,W023,W024,10000,1904.8,10,0.05,1,0.95,True
A010713,D007142,Reallocate_Inventory,,C142,F006,R0857,W029,W030,10000,486.16,9,0.05,4,0.95,True
A010714,D007143,Increase_Production,,,F006,,,,997,125918.37,1,0.05,2,0.95,False
A010715,D007143,Reschedule_Production,,,F006,,,,1550,16789.12,1,0.05,2,0.95,False
A010716,D007144,Expedite_Shipment,,,F006,R0104,S052,F006,10000,53.7,6,0.05,7,0.95,True
A010717,D007145,Switch_Supplier,S011,C011,F007,,S011,F007,10000,8448.0,0,0.1295,28,0.8705,False
A010718,D007145,Use_Backup_Inventory,,C064,F007,R0815,W008,W009,6659,210.96,12,0.05,2,0.95,True
A010719,D007146,Reallocate_Inventory,,C364,F007,R0810,W005,W006,10000,223.14,12,0.05,1,0.95,True
A010720,D007147,Increase_Production,,,F007,,,,3108,55446.6,3,0.05,6,0.95,True
A010721,D007147,Reschedule_Production,,,F007,,,,3061,7392.88,3,0.05,6,0.95,True
A010722,D007148,Expedite_Shipment,,,F007,R0170,S085,F007,10000,206.95,5,0.05,5,0.95,True
A010723,D007149,Switch_Supplier,S018,C018,F008,,S018,F008,10000,6660.5,0,0.0862,16,0.9138,False
A010724,D007149,Use_Backup_Inventory,,C020,F008,R0844,W022,W023,5566,475.68,6,0.05,1,0.95,True
A010725,D007150,Reallocate_Inventory,,C197,F008,R0874,W019,W023,10000,519.19,2,0.05,1,0.95,True
A010726,D007151,Increase_Production,,,F008,,,,1764,80476.04,2,0.05,4,0.95,False
A010727,D007151,Reschedule_Production,,,F008,,,,4153,10730.14,2,0.05,4,0.95,True
A010728,D007152,Expedite_Shipment,,,F008,R0194,S097,F008,10000,780.6,4,0.05,4,0.95,True
A010729,D007153,Switch_Supplier,S010,C010,F009,,S010,F009,10000,27997.2,0,0.1074,17,0.8926,False
A010730,D007153,Use_Backup_Inventory,,C388,F009,R0980,W005,W001,10000,1433.27,12,0.05,1,0.95,True
A010731,D007154,Reallocate_Inventory,,C002,F009,R0868,W003,W002,7342,228.36,13,0.05,1,0.95,True
A010732,D007155,Increase_Production,,,F009,,,,2040,7399.68,4,0.05,7,0.95,True
A010733,D007155,Reschedule_Production,,,F009,,,,1429,986.62,4,0.05,7,0.95,True
A010734,D007156,Expedite_Shipment,,,F009,R0006,S003,F009,10000,86.96,4,0.05,5,0.95,True
A010735,D007157,Switch_Supplier,S013,C013,F010,,S013,F010,10000,467.2,0,0.2748,15,0.7252,False
A010736,D007157,Use_Backup_Inventory,,C065,F010,R0940,W011,W013,10000,173.81,1,0.05,1,0.95,True
A010737,D007158,Reallocate_Inventory,,C009,F010,R0826,W013,W014,10000,2638.29,3,0.05,1,0.95,True
A010738,D007159,Increase_Production,,,F010,,,,576,2898.45,5,0.05,9,0.95,True
A010739,D007159,Reschedule_Production,,,F010,,,,545,386.46,5,0.05,9,0.95,True
A010740,D007160,Expedite_Shipment,,,F010,R0090,S045,F010,10000,194.84,2,0.05,3,0.95,True
A010741,D007161,Switch_Supplier,S005,C005,F011,,S005,F011,10000,6048.0,0,0.219,3,0.781,False
A010742,D007161,Use_Backup_Inventory,,C061,F011,R0808,W004,W005,10000,599.77,1,0.05,1,0.95,True
A010743,D007162,Reallocate_Inventory,,C445,F011,R0859,W030,W001,10000,204.63,12,0.05,1,0.95,True
A010744,D007163,Increase_Production,,,F011,,,,2070,112387.38,0,0.05,2,0.95,False
A010745,D007163,Reschedule_Production,,,F011,,,,1636,14984.98,0,0.05,2,0.95,False
A010746,D007164,Expedite_Shipment,,,F011,R0192,S096,F011,10000,148.91,5,0.05,5,0.95,True
A010747,D007165,Switch_Supplier,S005,C005,F012,,S005,F012,10000,7694.4,2,0.219,3,0.781,True
A010748,D007165,Use_Backup_Inventory,,C181,F012,R0806,W003,W004,10000,2187.66,4,0.05,1,0.95,True
A010749,D007166,Reallocate_Inventory,,C199,F012,R0846,W023,W024,10000,2938.46,12,0.05,1,0.95,True
A010750,D007167,Increase_Production,,,F012,,,,4448,75920.18,1,0.05,2,0.95,True
A010751,D007167,Reschedule_Production,,,F012,,,,6649,10122.69,1,0.05,2,0.95,True
A010752,D007168,Expedite_Shipment,,,F012,R0136,S068,F012,10000,152.6,3,0.05,4,0.95,True
A010753,D007169,Switch_Supplier,S006,C006,F013,,S006,F013,10000,2538.25,7,0.0352,3,0.9648,True
A010754,D007169,Use_Backup_Inventory,,C173,F013,R0987,W023,W030,10000,307.77,5,0.05,5,0.95,True
A010755,D007170,Reallocate_Inventory,,C248,F013,R0939,W011,W013,4763,572.77,1,0.05,4,0.95,True
A010756,D007171,Increase_Production,,,F013,,,,740,6000.57,0,0.05,2,0.95,False
A010757,D007171,Reschedule_Production,,,F013,,,,663,800.08,0,0.05,2,0.95,False
A010758,D007172,Expedite_Shipment,,,F013,R0074,S037,F013,10000,511.99,3,0.05,3,0.95,True
A010759,D007173,Switch_Supplier,S001,C001,F014,,S001,F014,10000,754.0,0,0.2032,18,0.7968,False
A010760,D007173,Use_Backup_Inventory,,C023,F014,R0852,W026,W027,3184,622.04,8,0.05,1,0.95,True
A010761,D007174,Reallocate_Inventory,,C423,F014,R0805,W003,W004,2758,495.58,7,0.05,4,0.95,True
A010762,D007175,Increase_Production,,,F014,,,,1291,91013.22,2,0.05,3,0.95,False
A010763,D007175,Reschedule_Production,,,F014,,,,1280,12135.1,2,0.05,3,0.95,False
A010764,D007176,Expedite_Shipment,,,F014,R0046,S023,F014,10000,650.85,5,0.05,6,0.95,True
A010765,D007177,Switch_Supplier,S002,C002,F015,,S002,F015,10000,1173.05,0,0.0535,18,0.9465,False
A010766,D007177,Use_Backup_Inventory,,C225,F015,R0841,W021,W022,4796,167.91,8,0.05,2,0.95,True
A010767,D007178,Reallocate_Inventory,,C290,F015,R0852,W026,W027,3491,1989.12,7,0.05,1,0.95,True
A010768,D007179,Increase_Production,,,F015,,,,4725,13016.66,1,0.05,3,0.95,True
A010769,D007179,Reschedule_Production,,,F015,,,,3209,1735.55,1,0.05,3,0.95,True
A010770,D007180,Expedite_Shipment,,,F015,R0145,S073,F015,10000,768.24,5,0.05,6,0.95,True
A010771,D007181,Switch_Supplier,S004,C004,F016,,S004,F016,10000,14805.0,0,0.0608,27,0.9392,False
A010772,D007181,Use_Backup_Inventory,,C075,F016,R0838,W019,W020,4779,4899.82,13,0.05,1,0.95,False
A010773,D007182,Reallocate_Inventory,,C266,F016,R0801,W001,W002,10000,319.46,1,0.05,2,0.95,True
A010774,D007183,Increase_Production,,,F016,,,,2440,6395.4,3,0.05,6,0.95,True
A010775,D007183,Reschedule_Production,,,F016,,,,6402,852.72,3,0.05,6,0.95,True
A010776,D007184,Expedite_Shipment,,,F016,R0171,S086,F016,10000,49.6,4,0.05,4,0.95,True
A010777,D007185,Switch_Supplier,S022,C022,F017,,S022,F017,10000,3239.5,0,0.2281,16,0.7719,False
A010778,D007185,Use_Backup_Inventory,,C411,F017,R0932,W028,W022,10000,111.33,2,0.05,1,0.95,True
A010779,D007186,Reallocate_Inventory,,C241,F017,R0980,W005,W001,5676,1576.25,12,0.05,1,0.95,False
A010780,D007187,Increase_Production,,,F017,,,,1638,10758.08,4,0.05,7,0.95,True
A010781,D007187,Reschedule_Production,,,F017,,,,5279,1434.41,4,0.05,7,0.95,True
A010782,D007188,Expedite_Shipment,,,F017,R0021,S011,F017,10000,174.64,7,0.05,7,0.95,True
A010783,D007189,Switch_Supplier,S023,C023,F018,,S023,F018,10000,20252.2,0,0.2929,10,0.7071,False
A010784,D007189,Use_Backup_Inventory,,C258,F018,R0843,W022,W023,2599,405.05,3,0.05,3,0.95,True
A010785,D007190,Reallocate_Inventory,,C309,F018,R0920,W013,W009,10000,189.03,6,0.05,1,0.95,True
A010786,D007191,Increase_Production,,,F018,,,,373,49118.9,5,0.05,9,0.95,False
A010787,D007191,Reschedule_Production,,,F018,,,,1631,6549.19,5,0.05,9,0.95,True
A010788,D007192,Expedite_Shipment,,,F018,R0169,S085,F018,10000,314.88,4,0.05,4,0.95,True
A010789,D007193,Switch_Supplier,S010,C010,F019,,S010,F019,10000,2262.4,0,0.1074,17,0.8926,False
A010790,D007193,Use_Backup_Inventory,,C204,F019,R0858,W029,W030,10000,461.08,5,0.05,1,0.95,True
A010791,D007194,Reallocate_Inventory,,C340,F019,R0821,W011,W012,10000,567.15,6,0.05,2,0.95,True
A010792,D007195,Increase_Production,,,F019,,,,720,80591.45,1,0.05,2,0.95,False
A010793,D007195,Reschedule_Production,,,F019,,,,1833,10745.53,1,0.05,2,0.95,True
A010794,D007196,Expedite_Shipment,,,F019,R0057,S029,F019,10000,139.49,6,0.05,6,0.95,True
A010795,D007197,Switch_Supplier,S005,C005,F020,,S005,F020,10000,5748.4,0,0.219,3,0.781,False
A010796,D007197,Use_Backup_Inventory,,C481,F020,R0808,W004,W005,10000,572.34,1,0.05,1,0.95,True
A010797,D007198,Reallocate_Inventory,,C397,F020,R0827,W014,W015,10000,511.38,0,0.05,2,0.95,False
A010798,D007199,Increase_Production,,,F020,,,,1152,49890.68,3,0.05,6,0.95,True
A010799,D007199,Reschedule_Production,,,F020,,,,1985,6652.09,3,0.05,6,0.95,True
A010800,D007200,Expedite_Shipment,,,F020,R0187,S094,F020,10000,162.9,4,0.05,4,0.95,True
A010801,D007201,Switch_Supplier,S023,C023,F001,,S023,F001,10000,5962.3,0,0.2929,10,0.7071,False
A010802,D007201,Use_Backup_Inventory,,C460,F001,R0834,W017,W018,10000,493.59,2,0.05,1,0.95,True
A010803,D007202,Reallocate_Inventory,,C130,F001,R0900,W012,W016,4679,97.65,11,0.05,1,0.95,True
A010804,D007203,Increase_Production,,,F001,,,,564,154046.4,2,0.05,5,0.95,False
A010805,D007203,Reschedule_Production,,,F001,,,,973,20539.52,2,0.05,5,0.95,False
A010806,D007204,Expedite_Shipment,,,F001,R0144,S072,F001,10000,234.97,5,0.05,5,0.95,True
A010807,D007205,Switch_Supplier,S004,C004,F002,,S004,F002,10000,12215.3,0,0.0608,27,0.9392,False
A010808,D007205,Use_Backup_Inventory,,C201,F002,R0959,W025,W024,10000,615.23,9,0.05,2,0.95,True
A010809,D007206,Reallocate_Inventory,,C201,F002,R0856,W028,W029,10000,472.45,13,0.05,1,0.95,True
A010810,D007207,Increase_Production,,,F002,,,,2000,33239.25,2,0.05,4,0.95,False
A010811,D007207,Reschedule_Production,,,F002,,,,1953,4431.9,2,0.05,4,0.95,False
A010812,D007208,Expedite_Shipment,,,F002,R0131,S066,F002,10000,67.18,5,0.05,5,0.95,True
A010813,D007209,Switch_Supplier,S014,C014,F003,,S014,F003,10000,47148.55,4,0.1577,4,0.8423,True
A010814,D007209,Use_Backup_Inventory,,C156,F003,R0818,W009,W010,10000,5342.03,7,0.05,1,0.95,True
A010815,D007210,Reallocate_Inventory,,C082,F003,R0854,W027,W028,10000,1769.83,3,0.05,1,0.95,True
A010816,D007211,Increase_Production,,,F003,,,,2822,171449.52,4,0.05,7,0.95,True
