inventory_id,warehouse_id,component_id,product_id,quantity_on_hand,reserved_quantity,available_quantity,safety_stock,reorder_point,maximum_stock,holding_cost_per_unit,stockout_cost_per_unit,inventory_age_days,last_updated_date
I002228,W012,C248,,6825,682,6143,1500,3000,13650,0.0044,1.11,9,2027-01-01
I002229,W013,C248,,6629,662,5967,1500,3000,13258,0.0044,1.11,111,2027-01-01
I002230,W014,C248,,6604,660,5944,1500,3000,13208,0.0044,1.11,80,2027-01-01
I002231,W015,C248,,6240,624,5616,1500,3000,12480,0.0044,1.11,61,2027-01-01
I002232,W016,C248,,6647,664,5983,1500,3000,13294,0.0044,1.11,101,2027-01-01
I002233,W009,C249,,24496,2449,22047,5900,11800,48992,0.0045,1.13,61,2027-01-01
I002234,W010,C249,,24088,2408,21680,5900,11800,48176,0.0045,1.13,89,2027-01-01
I002235,W011,C249,,24061,2406,21655,5900,11800,48122,0.0045,1.13,90,2027-01-01
I002236,W012,C249,,24449,2444,22005,5900,11800,48898,0.0045,1.13,44,2027-01-01
I002237,W013,C249,,24243,2424,21819,5900,11800,48486,0.0045,1.13,100,2027-01-01
I002238,W014,C249,,23721,2372,21349,5900,11800,47442,0.0045,1.13,45,2027-01-01
I002239,W015,C249,,24197,2419,21778,5900,11800,48394,0.0045,1.13,116,2027-01-01
I002240,W016,C249,,23887,2388,21499,5900,11800,47774,0.0045,1.13,38,2027-01-01
I002241,W017,C249,,23989,2398,21591,5900,11800,47978,0.0045,1.13,42,2027-01-01
I002242,W010,C250,,23734,2373,21361,5900,11800,47468,0.0046,1.15,120,2027-01-01
I002243,W011,C250,,23796,2379,21417,5900,11800,47592,0.0046,1.15,10,2027-01-01
I002244,W012,C250,,23797,2379,21418,5900,11800,47594,0.0046,1.15,100,2027-01-01
I002245,W013,C250,,23986,2398,21588,5900,11800,47972,0.0046,1.15,106,2027-01-01
I002246,W014,C250,,23926,2392,21534,5900,11800,47852,0.0046,1.15,120,2027-01-01
I002247,W015,C250,,24210,2421,21789,5900,11800,48420,0.0046,1.15,55,2027-01-01
I002248,W016,C250,,23710,2371,21339,5900,11800,47420,0.0046,1.15,61,2027-01-01
I002249,W017,C250,,24031,2403,21628,5900,11800,48062,0.0046,1.15,87,2027-01-01
I002250,W018,C250,,24159,2415,21744,5900,11800,48318,0.0046,1.15,44,2027-01-01
I002251,W011,C251,,20119,2011,18108,4900,9800,40238,0.0002,0.05,79,2027-01-01
I002252,W012,C251,,20442,2044,18398,4900,9800,40884,0.0002,0.05,50,2027-01-01
I002253,W013,C251,,20195,2019,18176,4900,9800,40390,0.0002,0.05,69,2027-01-01
I002254,W014,C251,,20120,2012,18108,4900,9800,40240,0.0002,0.05,12,2027-01-01
I002255,W015,C251,,20205,2020,18185,4900,9800,40410,0.0002,0.05,104,2027-01-01
I002256,W016,C251,,19804,1980,17824,4900,9800,39608,0.0002,0.05,15,2027-01-01
I002257,W017,C251,,19785,1978,17807,4900,9800,39570,0.0002,0.05,73,2027-01-01
I002258,W018,C251,,20319,2031,18288,4900,9800,40638,0.0002,0.05,83,2027-01-01
I002259,W019,C251,,20510,2051,18459,4900,9800,41020,0.0002,0.05,45,2027-01-01
I002260,W012,C252,,24945,2494,22451,6200,12400,49890,0.0003,0.07,29,2027-01-01
I002261,W013,C252,,24938,2493,22445,6200,12400,49876,0.0003,0.07,112,2027-01-01
I002262,W014,C252,,25007,2500,22507,6200,12400,50014,0.0003,0.07,106,2027-01-01
I002263,W015,C252,,25724,2572,23152,6200,12400,51448,0.0003,0.07,72,2027-01-01
I002264,W016,C252,,25555,2555,23000,6200,12400,51110,0.0003,0.07,21,2027-01-01
I002265,W017,C252,,25205,2520,22685,6200,12400,50410,0.0003,0.07,21,2027-01-01
I002266,W018,C252,,25465,2546,22919,6200,12400,50930,0.0003,0.07,35,2027-01-01
I002267,W019,C252,,25450,2545,22905,6200,12400,50900,0.0003,0.07,107,2027-01-01
I002268,W020,C252,,25017,2501,22516,6200,12400,50034,0.0003,0.07,46,2027-01-01
I002269,W013,C253,,10520,1052,9468,2400,4800,21040,0.0004,0.1,65,2027-01-01
I002270,W014,C253,,10079,1007,9072,2400,4800,20158,0.0004,0.1,43,2027-01-01
I002271,W015,C253,,10260,1026,9234,2400,4800,20520,0.0004,0.1,25,2027-01-01
I002272,W016,C253,,10107,1010,9097,2400,4800,20214,0.0004,0.1,114,2027-01-01
I002273,W017,C253,,9842,984,8858,2400,4800,19684,0.0004,0.1,92,2027-01-01
I002274,W018,C253,,10112,1011,9101,2400,4800,20224,0.0004,0.1,23,2027-01-01
I002275,W019,C253,,10243,1024,9219,2400,4800,20486,0.0004,0.1,107,2027-01-01
I002276,W020,C253,,9979,997,8982,2400,4800,19958,0.0004,0.1,34,2027-01-01
I002277,W021,C253,,10082,1008,9074,2400,4800,20164,0.0004,0.1,34,2027-01-01
I002278,W014,C254,,32381,3238,29143,7900,15800,64762,0.0005,0.12,53,2027-01-01
I002279,W015,C254,,32063,3206,28857,7900,15800,64126,0.0005,0.12,47,2027-01-01
I002280,W016,C254,,31897,3189,28708,7900,15800,63794,0.0005,0.12,3,2027-01-01
I002281,W017,C254,,32438,3243,29195,7900,15800,64876,0.0005,0.12,90,2027-01-01
I002282,W018,C254,,32008,3200,28808,7900,15800,64016,0.0005,0.12,67,2027-01-01
I002283,W019,C254,,31783,3178,28605,7900,15800,63566,0.0005,0.12,8,2027-01-01
I002284,W020,C254,,32142,3214,28928,7900,15800,64284,0.0005,0.12,102,2027-01-01
I002285,W021,C254,,31861,3186,28675,7900,15800,63722,0.0005,0.12,21,2027-01-01
I002286,W022,C254,,32353,3235,29118,7900,15800,64706,0.0005,0.12,5,2027-01-01
I002287,W015,C255,,10630,1063,9567,2600,5200,21260,0.0006,0.14,16,2027-01-01
I002288,W016,C255,,10929,1092,9837,2600,5200,21858,0.0006,0.14,42,2027-01-01
I002289,W017,C255,,11160,1116,10044,2600,5200,22320,0.0006,0.14,53,2027-01-01
I002290,W018,C255,,10962,1096,9866,2600,5200,21924,0.0006,0.14,22,2027-01-01
I002291,W019,C255,,11365,1136,10229,2600,5200,22730,0.0006,0.14,26,2027-01-01
I002292,W020,C255,,11251,1125,10126,2600,5200,22502,0.0006,0.14,104,2027-01-01
I002293,W021,C255,,11264,1126,10138,2600,5200,22528,0.0006,0.14,48,2027-01-01
I002294,W022,C255,,10940,1094,9846,2600,5200,21880,0.0006,0.14,23,2027-01-01
I002295,W023,C255,,11041,1104,9937,2600,5200,22082,0.0006,0.14,91,2027-01-01
I002296,W016,C256,,20626,2062,18564,5000,10000,41252,0.0007,0.16,73,2027-01-01
I002297,W017,C256,,20598,2059,18539,5000,10000,41196,0.0007,0.16,97,2027-01-01
I002298,W018,C256,,20991,2099,18892,5000,10000,41982,0.0007,0.16,112,2027-01-01
I002299,W019,C256,,20338,2033,18305,5000,10000,40676,0.0007,0.16,62,2027-01-01
I002300,W020,C256,,20270,2027,18243,5000,10000,40540,0.0007,0.16,7,2027-01-01
I002301,W021,C256,,20129,2012,18117,5000,10000,40258,0.0007,0.16,2,2027-01-01
I002302,W022,C256,,20494,2049,18445,5000,10000,40988,0.0007,0.16,46,2027-01-01
I002303,W023,C256,,20869,2086,18783,5000,10000,41738,0.0007,0.16,55,2027-01-01
I002304,W024,C256,,20674,2067,18607,5000,10000,41348,0.0007,0.16,39,2027-01-01
I002305,W017,C257,,10787,1078,9709,2600,5200,21574,0.0007,0.19,18,2027-01-01
I002306,W018,C257,,11268,1126,10142,2600,5200,22536,0.0007,0.19,49,2027-01-01
I002307,W019,C257,,10592,1059,9533,2600,5200,21184,0.0007,0.19,8,2027-01-01
I002308,W020,C257,,10544,1054,9490,2600,5200,21088,0.0007,0.19,119,2027-01-01
I002309,W021,C257,,11033,1103,9930,2600,5200,22066,0.0007,0.19,73,2027-01-01
I002310,W022,C257,,10855,1085,9770,2600,5200,21710,0.0007,0.19,91,2027-01-01
I002311,W023,C257,,10586,1058,9528,2600,5200,21172,0.0007,0.19,91,2027-01-01
I002312,W024,C257,,11225,1122,10103,2600,5200,22450,0.0007,0.19,24,2027-01-01
I002313,W025,C257,,10876,1087,9789,2600,5200,21752,0.0007,0.19,114,2027-01-01
I002314,W018,C258,,3819,381,3438,900,1800,7638,0.0008,0.21,60,2027-01-01
I002315,W019,C258,,3885,388,3497,900,1800,7770,0.0008,0.21,100,2027-01-01
I002316,W020,C258,,3722,372,3350,900,1800,7444,0.0008,0.21,25,2027-01-01
I002317,W021,C258,,4510,451,4059,900,1800,9020,0.0008,0.21,99,2027-01-01
I002318,W022,C258,,3887,388,3499,900,1800,7774,0.0008,0.21,72,2027-01-01
I002319,W023,C258,,4414,441,3973,900,1800,8828,0.0008,0.21,25,2027-01-01
I002320,W024,C258,,4124,412,3712,900,1800,8248,0.0008,0.21,7,2027-01-01
I002321,W025,C258,,4065,406,3659,900,1800,8130,0.0008,0.21,95,2027-01-01
I002322,W026,C258,,3833,383,3450,900,1800,7666,0.0008,0.21,100,2027-01-01
I002323,W019,C259,,4344,434,3910,900,1800,8688,0.0009,0.23,59,2027-01-01
I002324,W020,C259,,4482,448,4034,900,1800,8964,0.0009,0.23,31,2027-01-01
I002325,W021,C259,,4592,459,4133,900,1800,9184,0.0009,0.23,16,2027-01-01
I002326,W022,C259,,3841,384,3457,900,1800,7682,0.0009,0.23,55,2027-01-01
I002327,W023,C259,,4020,402,3618,900,1800,8040,0.0009,0.23,14,2027-01-01
I002328,W024,C259,,4180,418,3762,900,1800,8360,0.0009,0.23,65,2027-01-01
I002329,W025,C259,,3933,393,3540,900,1800,7866,0.0009,0.23,64,2027-01-01
I002330,W026,C259,,4033,403,3630,900,1800,8066,0.0009,0.23,70,2027-01-01
I002331,W027,C259,,4376,437,3939,900,1800,8752,0.0009,0.23,112,2027-01-01
I002332,W020,C260,,5523,552,4971,1200,2400,11046,0.001,0.25,109,2027-01-01
I002333,W021,C260,,5295,529,4766,1200,2400,10590,0.001,0.25,14,2027-01-01
I002334,W022,C260,,4951,495,4456,1200,2400,9902,0.001,0.25,28,2027-01-01
I002335,W023,C260,,5183,518,4665,1200,2400,10366,0.001,0.25,29,2027-01-01
I002336,W024,C260,,5440,544,4896,1200,2400,10880,0.001,0.25,62,2027-01-01
I002337,W025,C260,,5306,530,4776,1200,2400,10612,0.001,0.25,19,2027-01-01
I002338,W026,C260,,5687,568,5119,1200,2400,11374,0.001,0.25,74,2027-01-01
I002339,W027,C260,,5518,551,4967,1200,2400,11036,0.001,0.25,66,2027-01-01
I002340,W028,C260,,5136,513,4623,1200,2400,10272,0.001,0.25,39,2027-01-01
I002341,W021,C261,,30152,3015,27137,7500,15000,60304,0.0011,0.28,13,2027-01-01
I002342,W022,C261,,30286,3028,27258,7500,15000,60572,0.0011,0.28,80,2027-01-01
I002343,W023,C261,,30538,3053,27485,7500,15000,61076,0.0011,0.28,25,2027-01-01
I002344,W024,C261,,30430,3043,27387,7500,15000,60860,0.0011,0.28,72,2027-01-01
I002345,W025,C261,,30226,3022,27204,7500,15000,60452,0.0011,0.28,4,2027-01-01
I002346,W026,C261,,30182,3018,27164,7500,15000,60364,0.0011,0.28,116,2027-01-01
I002347,W027,C261,,30806,3080,27726,7500,15000,61612,0.0011,0.28,90,2027-01-01
I002348,W028,C261,,30961,3096,27865,7500,15000,61922,0.0011,0.28,10,2027-01-01
I002349,W029,C261,,30269,3026,27243,7500,15000,60538,0.0011,0.28,85,2027-01-01
I002350,W022,C262,,10422,1042,9380,2400,4800,20844,0.0012,0.3,88,2027-01-01
I002351,W023,C262,,10352,1035,9317,2400,4800,20704,0.0012,0.3,109,2027-01-01
I002352,W024,C262,,10232,1023,9209,2400,4800,20464,0.0012,0.3,93,2027-01-01
I002353,W025,C262,,9938,993,8945,2400,4800,19876,0.0012,0.3,8,2027-01-01
I002354,W026,C262,,10443,1044,9399,2400,4800,20886,0.0012,0.3,74,2027-01-01
I002355,W027,C262,,10330,1033,9297,2400,4800,20660,0.0012,0.3,83,2027-01-01
I002356,W028,C262,,10157,1015,9142,2400,4800,20314,0.0012,0.3,21,2027-01-01
I002357,W029,C262,,10172,1017,9155,2400,4800,20344,0.0012,0.3,98,2027-01-01
I002358,W030,C262,,10337,1033,9304,2400,4800,20674,0.0012,0.3,17,2027-01-01
I002359,W023,C263,,15485,1548,13937,3700,7400,30970,0.0013,0.32,14,2027-01-01
I002360,W024,C263,,15221,1522,13699,3700,7400,30442,0.0013,0.32,25,2027-01-01
I002361,W025,C263,,15777,1577,14200,3700,7400,31554,0.0013,0.32,4,2027-01-01
I002362,W026,C263,,15796,1579,14217,3700,7400,31592,0.0013,0.32,73,2027-01-01
I002363,W027,C263,,15777,1577,14200,3700,7400,31554,0.0013,0.32,58,2027-01-01
I002364,W028,C263,,15745,1574,14171,3700,7400,31490,0.0013,0.32,49,2027-01-01
I002365,W029,C263,,15481,1548,13933,3700,7400,30962,0.0013,0.32,33,2027-01-01
I002366,W030,C263,,15649,1564,14085,3700,7400,31298,0.0013,0.32,118,2027-01-01
I002367,W001,C263,,15110,1511,13599,3700,7400,30220,0.0013,0.32,78,2027-01-01
I002368,W024,C264,,30477,3047,27430,7400,14800,60954,0.0014,0.34,96,2027-01-01
I002369,W025,C264,,30135,3013,27122,7400,14800,60270,0.0014,0.34,30,2027-01-01
I002370,W026,C264,,30030,3003,27027,7400,14800,60060,0.0014,0.34,44,2027-01-01
I002371,W027,C264,,29888,2988,26900,7400,14800,59776,0.0014,0.34,19,2027-01-01
I002372,W028,C264,,29876,2987,26889,7400,14800,59752,0.0014,0.34,114,2027-01-01
I002373,W029,C264,,30140,3014,27126,7400,14800,60280,0.0014,0.34,61,2027-01-01
I002374,W030,C264,,30085,3008,27077,7400,14800,60170,0.0014,0.34,93,2027-01-01
I002375,W001,C264,,30381,3038,27343,7400,14800,60762,0.0014,0.34,112,2027-01-01
I002376,W002,C264,,29706,2970,26736,7400,14800,59412,0.0014,0.34,65,2027-01-01
I002377,W025,C265,,18860,1886,16974,4600,9200,37720,0.0015,0.37,14,2027-01-01
I002378,W026,C265,,18509,1850,16659,4600,9200,37018,0.0015,0.37,119,2027-01-01
I002379,W027,C265,,19013,1901,17112,4600,9200,38026,0.0015,0.37,48,2027-01-01
I002380,W028,C265,,18836,1883,16953,4600,9200,37672,0.0015,0.37,110,2027-01-01
I002381,W029,C265,,18860,1886,16974,4600,9200,37720,0.0015,0.37,45,2027-01-01
I002382,W030,C265,,19049,1904,17145,4600,9200,38098,0.0015,0.37,44,2027-01-01
I002383,W001,C265,,18704,1870,16834,4600,9200,37408,0.0015,0.37,58,2027-01-01
I002384,W002,C265,,19307,1930,17377,4600,9200,38614,0.0015,0.37,29,2027-01-01
I002385,W003,C265,,18786,1878,16908,4600,9200,37572,0.0015,0.37,69,2027-01-01
I002386,W026,C266,,17079,1707,15372,4200,8400,34158,0.0016,0.39,12,2027-01-01
I002387,W027,C266,,17362,1736,15626,4200,8400,34724,0.0016,0.39,57,2027-01-01
I002388,W028,C266,,16995,1699,15296,4200,8400,33990,0.0016,0.39,87,2027-01-01
I002389,W029,C266,,17604,1760,15844,4200,8400,35208,0.0016,0.39,91,2027-01-01
I002390,W030,C266,,16952,1695,15257,4200,8400,33904,0.0016,0.39,18,2027-01-01
I002391,W001,C266,,17343,1734,15609,4200,8400,34686,0.0016,0.39,99,2027-01-01
I002392,W002,C266,,17205,1720,15485,4200,8400,34410,0.0016,0.39,55,2027-01-01
I002393,W003,C266,,17438,1743,15695,4200,8400,34876,0.0016,0.39,40,2027-01-01
I002394,W004,C266,,17585,1758,15827,4200,8400,35170,0.0016,0.39,25,2027-01-01
I002395,W027,C267,,12113,1211,10902,3000,6000,24226,0.0016,0.41,2,2027-01-01
I002396,W028,C267,,12234,1223,11011,3000,6000,24468,0.0016,0.41,30,2027-01-01
I002397,W029,C267,,12338,1233,11105,3000,6000,24676,0.0016,0.41,104,2027-01-01
I002398,W030,C267,,12958,1295,11663,3000,6000,25916,0.0016,0.41,35,2027-01-01
I002399,W001,C267,,12469,1246,11223,3000,6000,24938,0.0016,0.41,81,2027-01-01
I002400,W002,C267,,12376,1237,11139,3000,6000,24752,0.0016,0.41,110,2027-01-01
I002401,W003,C267,,12405,1240,11165,3000,6000,24810,0.0016,0.41,98,2027-01-01
I002402,W004,C267,,12608,1260,11348,3000,6000,25216,0.0016,0.41,69,2027-01-01
I002403,W005,C267,,12932,1293,11639,3000,6000,25864,0.0016,0.41,25,2027-01-01
I002404,W028,C268,,24070,2407,21663,5900,11800,48140,0.0017,0.43,106,2027-01-01
I002405,W029,C268,,24508,2450,22058,5900,11800,49016,0.0017,0.43,18,2027-01-01
I002406,W030,C268,,24514,2451,22063,5900,11800,49028,0.0017,0.43,10,2027-01-01
I002407,W001,C268,,24484,2448,22036,5900,11800,48968,0.0017,0.43,115,2027-01-01
I002408,W002,C268,,24311,2431,21880,5900,11800,48622,0.0017,0.43,96,2027-01-01
I002409,W003,C268,,24165,2416,21749,5900,11800,48330,0.0017,0.43,22,2027-01-01
I002410,W004,C268,,24172,2417,21755,5900,11800,48344,0.0017,0.43,73,2027-01-01
I002411,W005,C268,,24472,2447,22025,5900,11800,48944,0.0017,0.43,27,2027-01-01
I002412,W006,C268,,23793,2379,21414,5900,11800,47586,0.0017,0.43,108,2027-01-01
I002413,W029,C269,,13252,1325,11927,3200,6400,26504,0.0018,0.46,8,2027-01-01
I002414,W030,C269,,13360,1336,12024,3200,6400,26720,0.0018,0.46,65,2027-01-01
I002415,W001,C269,,13715,1371,12344,3200,6400,27430,0.0018,0.46,112,2027-01-01
I002416,W002,C269,,13722,1372,12350,3200,6400,27444,0.0018,0.46,112,2027-01-01
I002417,W003,C269,,13798,1379,12419,3200,6400,27596,0.0018,0.46,115,2027-01-01
I002418,W004,C269,,13649,1364,12285,3200,6400,27298,0.0018,0.46,40,2027-01-01
I002419,W005,C269,,13393,1339,12054,3200,6400,26786,0.0018,0.46,68,2027-01-01
I002420,W006,C269,,13582,1358,12224,3200,6400,27164,0.0018,0.46,41,2027-01-01
I002421,W007,C269,,13443,1344,12099,3200,6400,26886,0.0018,0.46,71,2027-01-01
I002422,W030,C270,,11120,1112,10008,2600,5200,22240,0.0019,0.48,12,2027-01-01
I002423,W001,C270,,11124,1112,10012,2600,5200,22248,0.0019,0.48,18,2027-01-01
I002424,W002,C270,,10862,1086,9776,2600,5200,21724,0.0019,0.48,113,2027-01-01
I002425,W003,C270,,11312,1131,10181,2600,5200,22624,0.0019,0.48,82,2027-01-01
I002426,W004,C270,,11084,1108,9976,2600,5200,22168,0.0019,0.48,9,2027-01-01
I002427,W005,C270,,10647,1064,9583,2600,5200,21294,0.0019,0.48,33,2027-01-01
I002428,W006,C270,,11283,1128,10155,2600,5200,22566,0.0019,0.48,94,2027-01-01
I002429,W007,C270,,10862,1086,9776,2600,5200,21724,0.0019,0.48,44,2027-01-01
I002430,W008,C270,,11142,1114,10028,2600,5200,22284,0.0019,0.48,46,2027-01-01
I002431,W001,C271,,7304,730,6574,1600,3200,14608,0.002,0.5,10,2027-01-01
I002432,W002,C271,,6822,682,6140,1600,3200,13644,0.002,0.5,12,2027-01-01
I002433,W003,C271,,7004,700,6304,1600,3200,14008,0.002,0.5,106,2027-01-01
I002434,W004,C271,,6879,687,6192,1600,3200,13758,0.002,0.5,113,2027-01-01
I002435,W005,C271,,6517,651,5866,1600,3200,13034,0.002,0.5,33,2027-01-01
I002436,W006,C271,,7281,728,6553,1600,3200,14562,0.002,0.5,47,2027-01-01
I002437,W007,C271,,6726,672,6054,1600,3200,13452,0.002,0.5,65,2027-01-01
I002438,W008,C271,,6883,688,6195,1600,3200,13766,0.002,0.5,105,2027-01-01
I002439,W009,C271,,7336,733,6603,1600,3200,14672,0.002,0.5,65,2027-01-01
I002440,W002,C272,,24952,2495,22457,6200,12400,49904,0.0021,0.52,58,2027-01-01
I002441,W003,C272,,25076,2507,22569,6200,12400,50152,0.0021,0.52,107,2027-01-01
I002442,W004,C272,,25189,2518,22671,6200,12400,50378,0.0021,0.52,78,2027-01-01
I002443,W005,C272,,25431,2543,22888,6200,12400,50862,0.0021,0.52,71,2027-01-01
I002444,W006,C272,,25609,2560,23049,6200,12400,51218,0.0021,0.52,113,2027-01-01
I002445,W007,C272,,25370,2537,22833,6200,12400,50740,0.0021,0.52,39,2027-01-01
I002446,W008,C272,,25732,2573,23159,6200,12400,51464,0.0021,0.52,102,2027-01-01
I002447,W009,C272,,25182,2518,22664,6200,12400,50364,0.0021,0.52,36,2027-01-01
I002448,W010,C272,,25667,2566,23101,6200,12400,51334,0.0021,0.52,114,2027-01-01
I002449,W003,C273,,26620,2662,23958,6500,13000,53240,0.0022,0.55,45,2027-01-01
I002450,W004,C273,,26126,2612,23514,6500,13000,52252,0.0022,0.55,51,2027-01-01
I002451,W005,C273,,26240,2624,23616,6500,13000,52480,0.0022,0.55,12,2027-01-01
I002452,W006,C273,,26303,2630,23673,6500,13000,52606,0.0022,0.55,98,2027-01-01
I002453,W007,C273,,26490,2649,23841,6500,13000,52980,0.0022,0.55,79,2027-01-01
I002454,W008,C273,,26789,2678,24111,6500,13000,53578,0.0022,0.55,27,2027-01-01
I002455,W009,C273,,27000,2700,24300,6500,13000,54000,0.0022,0.55,108,2027-01-01
I002456,W010,C273,,26168,2616,23552,6500,13000,52336,0.0022,0.55,32,2027-01-01
I002457,W011,C273,,26267,2626,23641,6500,13000,52534,0.0022,0.55,90,2027-01-01
I002458,W004,C274,,31618,3161,28457,7700,15400,63236,0.0023,0.57,49,2027-01-01
I002459,W005,C274,,31720,3172,28548,7700,15400,63440,0.0023,0.57,52,2027-01-01
I002460,W006,C274,,31234,3123,28111,7700,15400,62468,0.0023,0.57,59,2027-01-01
I002461,W007,C274,,31536,3153,28383,7700,15400,63072,0.0023,0.57,24,2027-01-01
I002462,W008,C274,,31798,3179,28619,7700,15400,63596,0.0023,0.57,113,2027-01-01
I002463,W009,C274,,31176,3117,28059,7700,15400,62352,0.0023,0.57,37,2027-01-01
I002464,W010,C274,,31194,3119,28075,7700,15400,62388,0.0023,0.57,52,2027-01-01
I002465,W011,C274,,31419,3141,28278,7700,15400,62838,0.0023,0.57,70,2027-01-01
I002466,W012,C274,,31452,3145,28307,7700,15400,62904,0.0023,0.57,82,2027-01-01
I002467,W005,C275,,31524,3152,28372,7800,15600,63048,0.0024,0.59,28,2027-01-01
I002468,W006,C275,,31671,3167,28504,7800,15600,63342,0.0024,0.59,54,2027-01-01
I002469,W007,C275,,31852,3185,28667,7800,15600,63704,0.0024,0.59,63,2027-01-01
I002470,W008,C275,,31719,3171,28548,7800,15600,63438,0.0024,0.59,33,2027-01-01
I002471,W009,C275,,32050,3205,28845,7800,15600,64100,0.0024,0.59,58,2027-01-01
I002472,W010,C275,,31648,3164,28484,7800,15600,63296,0.0024,0.59,64,2027-01-01
I002473,W011,C275,,31521,3152,28369,7800,15600,63042,0.0024,0.59,44,2027-01-01
I002474,W012,C275,,31431,3143,28288,7800,15600,62862,0.0024,0.59,26,2027-01-01
I002475,W013,C275,,32114,3211,28903,7800,15600,64228,0.0024,0.59,114,2027-01-01
I002476,W006,C276,,29375,2937,26438,7100,14200,58750,0.0024,0.61,32,2027-01-01
I002477,W007,C276,,29328,2932,26396,7100,14200,58656,0.0024,0.61,59,2027-01-01
I002478,W008,C276,,29279,2927,26352,7100,14200,58558,0.0024,0.61,10,2027-01-01
I002479,W009,C276,,29016,2901,26115,7100,14200,58032,0.0024,0.61,27,2027-01-01
I002480,W010,C276,,28674,2867,25807,7100,14200,57348,0.0024,0.61,35,2027-01-01
I002481,W011,C276,,29126,2912,26214,7100,14200,58252,0.0024,0.61,63,2027-01-01
I002482,W012,C276,,28751,2875,25876,7100,14200,57502,0.0024,0.61,69,2027-01-01
I002483,W013,C276,,29235,2923,26312,7100,14200,58470,0.0024,0.61,36,2027-01-01
I002484,W014,C276,,28999,2899,26100,7100,14200,57998,0.0024,0.61,11,2027-01-01
I002485,W007,C277,,23216,2321,20895,5600,11200,46432,0.0025,0.64,37,2027-01-01
I002486,W008,C277,,23309,2330,20979,5600,11200,46618,0.0025,0.64,78,2027-01-01
I002487,W009,C277,,22672,2267,20405,5600,11200,45344,0.0025,0.64,43,2027-01-01
I002488,W010,C277,,23163,2316,20847,5600,11200,46326,0.0025,0.64,79,2027-01-01
I002489,W011,C277,,23341,2334,21007,5600,11200,46682,0.0025,0.64,61,2027-01-01
I002490,W012,C277,,23312,2331,20981,5600,11200,46624,0.0025,0.64,109,2027-01-01
I002491,W013,C277,,22659,2265,20394,5600,11200,45318,0.0025,0.64,68,2027-01-01
I002492,W014,C277,,22620,2262,20358,5600,11200,45240,0.0025,0.64,72,2027-01-01
I002493,W015,C277,,22983,2298,20685,5600,11200,45966,0.0025,0.64,109,2027-01-01
I002494,W008,C278,,12508,1250,11258,2900,5800,25016,0.0026,0.66,85,2027-01-01
I002495,W009,C278,,12465,1246,11219,2900,5800,24930,0.0026,0.66,80,2027-01-01
I002496,W010,C278,,11837,1183,10654,2900,5800,23674,0.0026,0.66,81,2027-01-01
I002497,W011,C278,,12064,1206,10858,2900,5800,24128,0.0026,0.66,40,2027-01-01
I002498,W012,C278,,12538,1253,11285,2900,5800,25076,0.0026,0.66,59,2027-01-01
I002499,W013,C278,,11970,1197,10773,2900,5800,23940,0.0026,0.66,13,2027-01-01
I002500,W014,C278,,12541,1254,11287,2900,5800,25082,0.0026,0.66,15,2027-01-01
I002501,W015,C278,,11726,1172,10554,2900,5800,23452,0.0026,0.66,68,2027-01-01
I002502,W016,C278,,12169,1216,10953,2900,5800,24338,0.0026,0.66,61,2027-01-01
I002503,W009,C279,,13624,1362,12262,3200,6400,27248,0.0027,0.68,76,2027-01-01
I002504,W010,C279,,13699,1369,12330,3200,6400,27398,0.0027,0.68,115,2027-01-01
I002505,W011,C279,,13705,1370,12335,3200,6400,27410,0.0027,0.68,61,2027-01-01
I002506,W012,C279,,13052,1305,11747,3200,6400,26104,0.0027,0.68,1,2027-01-01
I002507,W013,C279,,13170,1317,11853,3200,6400,26340,0.0027,0.68,24,2027-01-01
I002508,W014,C279,,13359,1335,12024,3200,6400,26718,0.0027,0.68,53,2027-01-01
I002509,W015,C279,,13045,1304,11741,3200,6400,26090,0.0027,0.68,16,2027-01-01
I002510,W016,C279,,13569,1356,12213,3200,6400,27138,0.0027,0.68,39,2027-01-01
I002511,W017,C279,,13065,1306,11759,3200,6400,26130,0.0027,0.68,107,2027-01-01
I002512,W010,C280,,16122,1612,14510,3800,7600,32244,0.0028,0.7,6,2027-01-01
I002513,W011,C280,,15960,1596,14364,3800,7600,31920,0.0028,0.7,79,2027-01-01
I002514,W012,C280,,15328,1532,13796,3800,7600,30656,0.0028,0.7,119,2027-01-01
I002515,W013,C280,,16144,1614,14530,3800,7600,32288,0.0028,0.7,38,2027-01-01
I002516,W014,C280,,16132,1613,14519,3800,7600,32264,0.0028,0.7,47,2027-01-01
I002517,W015,C280,,16120,1612,14508,3800,7600,32240,0.0028,0.7,16,2027-01-01
I002518,W016,C280,,15568,1556,14012,3800,7600,31136,0.0028,0.7,104,2027-01-01
I002519,W017,C280,,15561,1556,14005,3800,7600,31122,0.0028,0.7,63,2027-01-01
I002520,W018,C280,,15340,1534,13806,3800,7600,30680,0.0028,0.7,49,2027-01-01
I002521,W011,C281,,7497,749,6748,1800,3600,14994,0.0029,0.73,41,2027-01-01
I002522,W012,C281,,7309,730,6579,1800,3600,14618,0.0029,0.73,55,2027-01-01
I002523,W013,C281,,7985,798,7187,1800,3600,15970,0.0029,0.73,52,2027-01-01
I002524,W014,C281,,7335,733,6602,1800,3600,14670,0.0029,0.73,81,2027-01-01
