disruption_id,scenario_id,entity_id,entity_type,disruption_type,start_time,duration_days,severity,probability,capacity_loss_percent,delay_days,affected_quantity,recovery_time_days,root_cause
D009815,SC02454,F014,Factory,Factory_Breakdown,2027-01-05,6,0.6925,1.0,69.25,6,5887,6,Equipment failure
D009816,SC02454,R0091,Route,Transportation_Disruption,2027-01-07,7,0.2458,1.0,24.58,7,2397,7,Road closure
D009817,SC02455,S080,Supplier,Supplier_Failure,2027-01-01,11,0.5623,1.0,56.23,11,169,11,Supplier outage
D009818,SC02455,C280,Component,Material_Shortage,2027-01-03,9,0.3103,1.0,31.03,9,1459,9,Component shortage
D009819,SC02455,F015,Factory,Factory_Breakdown,2027-01-05,12,0.8733,1.0,87.33,12,1092,12,Equipment failure
D009820,SC02455,R0198,Route,Transportation_Disruption,2027-01-07,9,0.5975,1.0,59.75,9,3406,9,Road closure
D009821,SC02456,S042,Supplier,Supplier_Failure,2027-01-01,10,0.3406,1.0,34.06,10,307,10,Supplier outage
D009822,SC02456,C242,Component,Material_Shortage,2027-01-03,3,0.4847,1.0,48.47,3,4726,3,Component shortage
D009823,SC02456,F016,Factory,Factory_Breakdown,2027-01-05,14,0.4688,1.0,46.88,14,1876,14,Equipment failure
D009824,SC02456,R0058,Route,Transportation_Disruption,2027-01-07,2,0.2871,1.0,28.71,2,2297,2,Road closure
D009825,SC02457,S090,Supplier,Supplier_Failure,2027-01-01,10,0.7875,1.0,78.75,10,6300,10,Supplier outage
D009826,SC02457,C251,Component,Material_Shortage,2027-01-03,2,0.5702,1.0,57.02,2,5275,2,Component shortage
D009827,SC02457,F017,Factory,Factory_Breakdown,2027-01-05,10,0.4257,1.0,42.57,10,2129,10,Equipment failure
D009828,SC02457,R0101,Route,Transportation_Disruption,2027-01-07,2,0.7098,1.0,70.98,2,7098,2,Road closure
D009829,SC02458,S033,Supplier,Supplier_Failure,2027-01-01,7,0.1933,1.0,19.33,7,870,7,Supplier outage
D009830,SC02458,C493,Component,Material_Shortage,2027-01-03,12,0.5303,1.0,53.03,12,1591,12,Component shortage
D009831,SC02458,F018,Factory,Factory_Breakdown,2027-01-05,9,0.3972,1.0,39.72,9,1192,9,Equipment failure
D009832,SC02458,R0157,Route,Transportation_Disruption,2027-01-07,12,0.2499,1.0,24.99,12,813,12,Road closure
D009833,SC02459,S087,Supplier,Supplier_Failure,2027-01-01,5,0.8644,1.0,86.44,5,6483,5,Supplier outage
D009834,SC02459,C057,Component,Material_Shortage,2027-01-03,9,0.5294,1.0,52.94,9,1059,9,Component shortage
D009835,SC02459,F019,Factory,Factory_Breakdown,2027-01-05,10,0.3097,1.0,30.97,10,2633,10,Equipment failure
D009836,SC02459,R0153,Route,Transportation_Disruption,2027-01-07,9,0.7865,1.0,78.65,9,6686,9,Road closure
D009837,SC02460,S077,Supplier,Supplier_Failure,2027-01-01,8,0.3884,1.0,38.84,8,3690,8,Supplier outage
D009838,SC02460,C177,Component,Material_Shortage,2027-01-03,8,0.4417,1.0,44.17,8,1105,8,Component shortage
D009839,SC02460,F020,Factory,Factory_Breakdown,2027-01-05,9,0.7806,1.0,78.06,9,2928,9,Equipment failure
D009840,SC02460,R0103,Route,Transportation_Disruption,2027-01-07,2,0.3859,1.0,38.59,2,2933,2,Road closure
D009841,SC02461,S062,Supplier,Supplier_Failure,2027-01-01,10,0.8994,1.0,89.94,10,1350,10,Supplier outage
D009842,SC02461,C326,Component,Material_Shortage,2027-01-03,3,0.2398,1.0,23.98,3,2135,3,Component shortage
D009843,SC02461,F001,Factory,Factory_Breakdown,2027-01-05,6,0.7273,1.0,72.73,6,3128,6,Equipment failure
D009844,SC02461,R0052,Route,Transportation_Disruption,2027-01-07,7,0.4462,1.0,44.62,7,2588,7,Road closure
D009845,SC02462,S066,Supplier,Supplier_Failure,2027-01-01,8,0.8003,1.0,80.03,8,1401,8,Supplier outage
D009846,SC02462,C389,Component,Material_Shortage,2027-01-03,6,0.4407,1.0,44.07,6,1565,6,Component shortage
D009847,SC02462,F002,Factory,Factory_Breakdown,2027-01-05,2,0.5574,1.0,55.74,2,5184,2,Equipment failure
D009848,SC02462,R0117,Route,Transportation_Disruption,2027-01-07,8,0.5165,1.0,51.65,8,3358,8,Road closure
D009849,SC02463,S087,Supplier,Supplier_Failure,2027-01-01,12,0.2491,1.0,24.91,12,748,12,Supplier outage
D009850,SC02463,C311,Component,Material_Shortage,2027-01-03,5,0.687,1.0,68.7,5,5290,5,Component shortage
D009851,SC02463,F003,Factory,Factory_Breakdown,2027-01-05,8,0.8596,1.0,85.96,8,1548,8,Equipment failure
D009852,SC02463,R0176,Route,Transportation_Disruption,2027-01-07,12,0.6819,1.0,68.19,12,4910,12,Road closure
D009853,SC02464,S020,Supplier,Supplier_Failure,2027-01-01,6,0.8441,1.0,84.41,6,4221,6,Supplier outage
D009854,SC02464,C015,Component,Material_Shortage,2027-01-03,2,0.3273,1.0,32.73,2,2292,2,Component shortage
D009855,SC02464,F004,Factory,Factory_Breakdown,2027-01-05,9,0.2637,1.0,26.37,9,1253,9,Equipment failure
D009856,SC02464,R0100,Route,Transportation_Disruption,2027-01-07,4,0.4678,1.0,46.78,4,702,4,Road closure
D009857,SC02465,S084,Supplier,Supplier_Failure,2027-01-01,5,0.8441,1.0,84.41,5,212,5,Supplier outage
D009858,SC02465,C210,Component,Material_Shortage,2027-01-03,11,0.6312,1.0,63.12,11,5050,11,Component shortage
D009859,SC02465,F005,Factory,Factory_Breakdown,2027-01-05,14,0.5829,1.0,58.29,14,4139,14,Equipment failure
D009860,SC02465,R0168,Route,Transportation_Disruption,2027-01-07,4,0.8376,1.0,83.76,4,3560,4,Road closure
D009861,SC02466,S072,Supplier,Supplier_Failure,2027-01-01,5,0.317,1.0,31.7,5,3012,5,Supplier outage
D009862,SC02466,C052,Component,Material_Shortage,2027-01-03,9,0.7644,1.0,76.44,9,2829,9,Component shortage
D009863,SC02466,F006,Factory,Factory_Breakdown,2027-01-05,14,0.4002,1.0,40.02,14,2602,14,Equipment failure
D009864,SC02466,R0185,Route,Transportation_Disruption,2027-01-07,6,0.3295,1.0,32.95,6,890,6,Road closure
D009865,SC02467,S010,Supplier,Supplier_Failure,2027-01-01,6,0.7016,1.0,70.16,6,4912,6,Supplier outage
D009866,SC02467,C310,Component,Material_Shortage,2027-01-03,13,0.7438,1.0,74.38,13,5951,13,Component shortage
D009867,SC02467,F007,Factory,Factory_Breakdown,2027-01-05,8,0.4239,1.0,42.39,8,2417,8,Equipment failure
D009868,SC02467,R0167,Route,Transportation_Disruption,2027-01-07,7,0.7872,1.0,78.72,7,7872,7,Road closure
D009869,SC02468,S100,Supplier,Supplier_Failure,2027-01-01,7,0.838,1.0,83.8,7,1844,7,Supplier outage
D009870,SC02468,C095,Component,Material_Shortage,2027-01-03,11,0.5796,1.0,57.96,11,348,11,Component shortage
D009871,SC02468,F008,Factory,Factory_Breakdown,2027-01-05,6,0.1741,1.0,17.41,6,1689,6,Equipment failure
D009872,SC02468,R0155,Route,Transportation_Disruption,2027-01-07,6,0.5057,1.0,50.57,6,4046,6,Road closure
D009873,SC02469,S037,Supplier,Supplier_Failure,2027-01-01,11,0.7634,1.0,76.34,11,5497,11,Supplier outage
D009874,SC02469,C383,Component,Material_Shortage,2027-01-03,9,0.8236,1.0,82.36,9,7413,9,Component shortage
D009875,SC02469,F009,Factory,Factory_Breakdown,2027-01-05,4,0.6423,1.0,64.23,4,4497,4,Equipment failure
D009876,SC02469,R0175,Route,Transportation_Disruption,2027-01-07,13,0.1787,1.0,17.87,13,1073,13,Road closure
D009877,SC02470,S076,Supplier,Supplier_Failure,2027-01-01,8,0.2483,1.0,24.83,8,2235,8,Supplier outage
D009878,SC02470,C043,Component,Material_Shortage,2027-01-03,4,0.7213,1.0,72.13,4,7033,4,Component shortage
D009879,SC02470,F010,Factory,Factory_Breakdown,2027-01-05,8,0.3618,1.0,36.18,8,73,8,Equipment failure
D009880,SC02470,R0031,Route,Transportation_Disruption,2027-01-07,4,0.6478,1.0,64.78,4,4859,4,Road closure
D009881,SC02471,S003,Supplier,Supplier_Failure,2027-01-01,10,0.417,1.0,41.7,10,3378,10,Supplier outage
D009882,SC02471,C161,Component,Material_Shortage,2027-01-03,2,0.8393,1.0,83.93,2,840,2,Component shortage
D009883,SC02471,F011,Factory,Factory_Breakdown,2027-01-05,12,0.2978,1.0,29.78,12,894,12,Equipment failure
D009884,SC02471,R0192,Route,Transportation_Disruption,2027-01-07,4,0.6132,1.0,61.32,4,2637,4,Road closure
D009885,SC02472,S081,Supplier,Supplier_Failure,2027-01-01,4,0.5545,1.0,55.45,4,2690,4,Supplier outage
D009886,SC02472,C450,Component,Material_Shortage,2027-01-03,12,0.8185,1.0,81.85,12,8185,12,Component shortage
D009887,SC02472,F012,Factory,Factory_Breakdown,2027-01-05,2,0.885,1.0,88.5,2,3894,2,Equipment failure
D009888,SC02472,R0184,Route,Transportation_Disruption,2027-01-07,8,0.604,1.0,60.4,8,4228,8,Road closure
D009889,SC02473,S076,Supplier,Supplier_Failure,2027-01-01,9,0.5881,1.0,58.81,9,5293,9,Supplier outage
D009890,SC02473,C248,Component,Material_Shortage,2027-01-03,9,0.2741,1.0,27.41,9,1371,9,Component shortage
D009891,SC02473,F013,Factory,Factory_Breakdown,2027-01-05,11,0.4562,1.0,45.62,11,2281,11,Equipment failure
D009892,SC02473,R0151,Route,Transportation_Disruption,2027-01-07,7,0.8981,1.0,89.81,7,2695,7,Road closure
D009893,SC02474,S046,Supplier,Supplier_Failure,2027-01-01,4,0.8599,1.0,85.99,4,2795,4,Supplier outage
D009894,SC02474,C227,Component,Material_Shortage,2027-01-03,14,0.2169,1.0,21.69,14,543,14,Component shortage
D009895,SC02474,F014,Factory,Factory_Breakdown,2027-01-05,6,0.1945,1.0,19.45,6,389,6,Equipment failure
D009896,SC02474,R0091,Route,Transportation_Disruption,2027-01-07,9,0.5812,1.0,58.12,9,1686,9,Road closure
D009897,SC02475,S080,Supplier,Supplier_Failure,2027-01-01,4,0.1684,1.0,16.84,4,1263,4,Supplier outage
D009898,SC02475,C126,Component,Material_Shortage,2027-01-03,7,0.2238,1.0,22.38,7,1231,7,Component shortage
D009899,SC02475,F015,Factory,Factory_Breakdown,2027-01-05,7,0.4468,1.0,44.68,7,3351,7,Equipment failure
D009900,SC02475,R0121,Route,Transportation_Disruption,2027-01-07,12,0.3667,1.0,36.67,12,3044,12,Road closure
D009901,SC02476,S012,Supplier,Supplier_Failure,2027-01-01,4,0.4143,1.0,41.43,4,2693,4,Supplier outage
D009902,SC02476,C042,Component,Material_Shortage,2027-01-03,7,0.6583,1.0,65.83,7,659,7,Component shortage
D009903,SC02476,F016,Factory,Factory_Breakdown,2027-01-05,3,0.3735,1.0,37.35,3,598,3,Equipment failure
D009904,SC02476,R0149,Route,Transportation_Disruption,2027-01-07,14,0.2582,1.0,25.82,14,388,14,Road closure
D009905,SC02477,S090,Supplier,Supplier_Failure,2027-01-01,11,0.6911,1.0,69.11,11,4838,11,Supplier outage
D009906,SC02477,C213,Component,Material_Shortage,2027-01-03,3,0.7013,1.0,70.13,3,2175,3,Component shortage
D009907,SC02477,F017,Factory,Factory_Breakdown,2027-01-05,12,0.7629,1.0,76.29,12,763,12,Equipment failure
D009908,SC02477,R0036,Route,Transportation_Disruption,2027-01-07,8,0.602,1.0,60.2,8,3131,8,Road closure
D009909,SC02478,S048,Supplier,Supplier_Failure,2027-01-01,9,0.5135,1.0,51.35,9,2054,9,Supplier outage
D009910,SC02478,C258,Component,Material_Shortage,2027-01-03,11,0.3806,1.0,38.06,11,2132,11,Component shortage
D009911,SC02478,F018,Factory,Factory_Breakdown,2027-01-05,6,0.3887,1.0,38.87,6,778,6,Equipment failure
D009912,SC02478,R0157,Route,Transportation_Disruption,2027-01-07,9,0.5858,1.0,58.58,9,4248,9,Road closure
D009913,SC02479,S064,Supplier,Supplier_Failure,2027-01-01,13,0.7053,1.0,70.53,13,5643,13,Supplier outage
D009914,SC02479,C319,Component,Material_Shortage,2027-01-03,14,0.3139,1.0,31.39,14,895,14,Component shortage
D009915,SC02479,F019,Factory,Factory_Breakdown,2027-01-05,4,0.7007,1.0,70.07,4,2733,4,Equipment failure
D009916,SC02479,R0113,Route,Transportation_Disruption,2027-01-07,3,0.8046,1.0,80.46,3,1046,3,Road closure
D009917,SC02480,S094,Supplier,Supplier_Failure,2027-01-01,3,0.8315,1.0,83.15,3,1663,3,Supplier outage
D009918,SC02480,C055,Component,Material_Shortage,2027-01-03,5,0.8426,1.0,84.26,5,2528,5,Component shortage
D009919,SC02480,F020,Factory,Factory_Breakdown,2027-01-05,14,0.4516,1.0,45.16,14,3162,14,Equipment failure
D009920,SC02480,R0162,Route,Transportation_Disruption,2027-01-07,6,0.8443,1.0,84.43,6,7599,6,Road closure
D009921,SC02481,S026,Supplier,Supplier_Failure,2027-01-01,9,0.2113,1.0,21.13,9,1775,9,Supplier outage
D009922,SC02481,C412,Component,Material_Shortage,2027-01-03,8,0.2926,1.0,29.26,8,717,8,Component shortage
D009923,SC02481,F001,Factory,Factory_Breakdown,2027-01-05,11,0.4552,1.0,45.52,11,3506,11,Equipment failure
D009924,SC02481,R0178,Route,Transportation_Disruption,2027-01-07,3,0.7409,1.0,74.09,3,4150,3,Road closure
D009925,SC02482,S049,Supplier,Supplier_Failure,2027-01-01,11,0.2205,1.0,22.05,11,1037,11,Supplier outage
D009926,SC02482,C279,Component,Material_Shortage,2027-01-03,14,0.7089,1.0,70.89,14,3261,14,Component shortage
D009927,SC02482,F002,Factory,Factory_Breakdown,2027-01-05,5,0.5132,1.0,51.32,5,693,5,Equipment failure
D009928,SC02482,R0177,Route,Transportation_Disruption,2027-01-07,5,0.3828,1.0,38.28,5,1914,5,Road closure
D009929,SC02483,S088,Supplier,Supplier_Failure,2027-01-01,10,0.2897,1.0,28.97,10,667,10,Supplier outage
D009930,SC02483,C215,Component,Material_Shortage,2027-01-03,4,0.231,1.0,23.1,4,439,4,Component shortage
D009931,SC02483,F003,Factory,Factory_Breakdown,2027-01-05,12,0.8042,1.0,80.42,12,5831,12,Equipment failure
D009932,SC02483,R0174,Route,Transportation_Disruption,2027-01-07,7,0.7572,1.0,75.72,7,3408,7,Road closure
D009933,SC02484,S015,Supplier,Supplier_Failure,2027-01-01,7,0.3345,1.0,33.45,7,1673,7,Supplier outage
D009934,SC02484,C267,Component,Material_Shortage,2027-01-03,12,0.3241,1.0,32.41,12,325,12,Component shortage
D009935,SC02484,F004,Factory,Factory_Breakdown,2027-01-05,8,0.6389,1.0,63.89,8,2109,8,Equipment failure
D009936,SC02484,R0081,Route,Transportation_Disruption,2027-01-07,5,0.1684,1.0,16.84,5,1684,5,Road closure
D009937,SC02485,S062,Supplier,Supplier_Failure,2027-01-01,13,0.786,1.0,78.6,13,5660,13,Supplier outage
D009938,SC02485,C046,Component,Material_Shortage,2027-01-03,14,0.2575,1.0,25.75,14,1159,14,Component shortage
D009939,SC02485,F005,Factory,Factory_Breakdown,2027-01-05,3,0.8837,1.0,88.37,3,5745,3,Equipment failure
D009940,SC02485,R0020,Route,Transportation_Disruption,2027-01-07,3,0.1754,1.0,17.54,3,965,3,Road closure
D009941,SC02486,S007,Supplier,Supplier_Failure,2027-01-01,14,0.802,1.0,80.2,14,4812,14,Supplier outage
D009942,SC02486,C291,Component,Material_Shortage,2027-01-03,8,0.3326,1.0,33.26,8,1663,8,Component shortage
D009943,SC02486,F006,Factory,Factory_Breakdown,2027-01-05,10,0.5817,1.0,58.17,10,3200,10,Equipment failure
D009944,SC02486,R0003,Route,Transportation_Disruption,2027-01-07,14,0.6978,1.0,69.78,14,559,14,Road closure
D009945,SC02487,S085,Supplier,Supplier_Failure,2027-01-01,7,0.3641,1.0,36.41,7,3387,7,Supplier outage
D009946,SC02487,C310,Component,Material_Shortage,2027-01-03,12,0.167,1.0,16.7,12,502,12,Component shortage
D009947,SC02487,F007,Factory,Factory_Breakdown,2027-01-05,6,0.7647,1.0,76.47,6,689,6,Equipment failure
D009948,SC02487,R0016,Route,Transportation_Disruption,2027-01-07,4,0.7419,1.0,74.19,4,4081,4,Road closure
D009949,SC02488,S096,Supplier,Supplier_Failure,2027-01-01,2,0.6992,1.0,69.92,2,6014,2,Supplier outage
D009950,SC02488,C296,Component,Material_Shortage,2027-01-03,12,0.691,1.0,69.1,12,2695,12,Component shortage
D009951,SC02488,F008,Factory,Factory_Breakdown,2027-01-05,4,0.5322,1.0,53.22,4,932,4,Equipment failure
D009952,SC02488,R0200,Route,Transportation_Disruption,2027-01-07,2,0.186,1.0,18.6,2,763,2,Road closure
D009953,SC02489,S031,Supplier,Supplier_Failure,2027-01-01,6,0.7404,1.0,74.04,6,926,6,Supplier outage
D009954,SC02489,C102,Component,Material_Shortage,2027-01-03,13,0.5358,1.0,53.58,13,3081,13,Component shortage
D009955,SC02489,F009,Factory,Factory_Breakdown,2027-01-05,8,0.3944,1.0,39.44,8,1815,8,Equipment failure
D009956,SC02489,R0175,Route,Transportation_Disruption,2027-01-07,9,0.6938,1.0,69.38,9,3469,9,Road closure
D009957,SC02490,S045,Supplier,Supplier_Failure,2027-01-01,9,0.6897,1.0,68.97,9,5656,9,Supplier outage
D009958,SC02490,C444,Component,Material_Shortage,2027-01-03,8,0.4139,1.0,41.39,8,3312,8,Component shortage
D009959,SC02490,F010,Factory,Factory_Breakdown,2027-01-05,14,0.7251,1.0,72.51,14,3844,14,Equipment failure
D009960,SC02490,R0130,Route,Transportation_Disruption,2027-01-07,3,0.876,1.0,87.6,3,1139,3,Road closure
D009961,SC02491,S094,Supplier,Supplier_Failure,2027-01-01,5,0.2419,1.0,24.19,5,242,5,Supplier outage
D009962,SC02491,C321,Component,Material_Shortage,2027-01-03,8,0.2784,1.0,27.84,8,1560,8,Component shortage
D009963,SC02491,F011,Factory,Factory_Breakdown,2027-01-05,5,0.1513,1.0,15.13,5,908,5,Equipment failure
D009964,SC02491,R0188,Route,Transportation_Disruption,2027-01-07,9,0.2766,1.0,27.66,9,2490,9,Road closure
D009965,SC02492,S014,Supplier,Supplier_Failure,2027-01-01,7,0.7825,1.0,78.25,7,353,7,Supplier outage
D009966,SC02492,C199,Component,Material_Shortage,2027-01-03,4,0.6551,1.0,65.51,4,4586,4,Component shortage
D009967,SC02492,F012,Factory,Factory_Breakdown,2027-01-05,6,0.7538,1.0,75.38,6,566,6,Equipment failure
D009968,SC02492,R0197,Route,Transportation_Disruption,2027-01-07,7,0.8816,1.0,88.16,7,5290,7,Road closure
D009969,SC02493,S073,Supplier,Supplier_Failure,2027-01-01,4,0.2096,1.0,20.96,4,420,4,Supplier outage
D009970,SC02493,C248,Component,Material_Shortage,2027-01-03,3,0.8676,1.0,86.76,3,868,3,Component shortage
D009971,SC02493,F013,Factory,Factory_Breakdown,2027-01-05,6,0.6322,1.0,63.22,6,5058,6,Equipment failure
D009972,SC02493,R0137,Route,Transportation_Disruption,2027-01-07,6,0.5003,1.0,50.03,6,2852,6,Road closure
D009973,SC02494,S027,Supplier,Supplier_Failure,2027-01-01,3,0.5868,1.0,58.68,3,5575,3,Supplier outage
D009974,SC02494,C246,Component,Material_Shortage,2027-01-03,7,0.2473,1.0,24.73,7,62,7,Component shortage
D009975,SC02494,F014,Factory,Factory_Breakdown,2027-01-05,5,0.2562,1.0,25.62,5,449,5,Equipment failure
D009976,SC02494,R0046,Route,Transportation_Disruption,2027-01-07,11,0.2754,1.0,27.54,11,744,11,Road closure
D009977,SC02495,S098,Supplier,Supplier_Failure,2027-01-01,6,0.1591,1.0,15.91,6,677,6,Supplier outage
D009978,SC02495,C399,Component,Material_Shortage,2027-01-03,8,0.5691,1.0,56.91,8,570,8,Component shortage
D009979,SC02495,F015,Factory,Factory_Breakdown,2027-01-05,12,0.6253,1.0,62.53,12,438,12,Equipment failure
D009980,SC02495,R0196,Route,Transportation_Disruption,2027-01-07,12,0.8309,1.0,83.09,12,7479,12,Road closure
D009981,SC02496,S021,Supplier,Supplier_Failure,2027-01-01,5,0.1982,1.0,19.82,5,1764,5,Supplier outage
D009982,SC02496,C242,Component,Material_Shortage,2027-01-03,4,0.6238,1.0,62.38,4,3431,4,Component shortage
D009983,SC02496,F016,Factory,Factory_Breakdown,2027-01-05,4,0.3163,1.0,31.63,4,2215,4,Equipment failure
D009984,SC02496,R0050,Route,Transportation_Disruption,2027-01-07,9,0.3071,1.0,30.71,9,1229,9,Road closure
D009985,SC02497,S011,Supplier,Supplier_Failure,2027-01-01,8,0.5132,1.0,51.32,8,5132,8,Supplier outage
D009986,SC02497,C359,Component,Material_Shortage,2027-01-03,14,0.8445,1.0,84.45,14,5912,14,Component shortage
D009987,SC02497,F017,Factory,Factory_Breakdown,2027-01-05,11,0.3429,1.0,34.29,11,3258,11,Equipment failure
D009988,SC02497,R0118,Route,Transportation_Disruption,2027-01-07,10,0.8396,1.0,83.96,10,3359,10,Road closure
D009989,SC02498,S060,Supplier,Supplier_Failure,2027-01-01,9,0.8332,1.0,83.32,9,2917,9,Supplier outage
D009990,SC02498,C124,Component,Material_Shortage,2027-01-03,2,0.2673,1.0,26.73,2,134,2,Component shortage
D009991,SC02498,F018,Factory,Factory_Breakdown,2027-01-05,5,0.4655,1.0,46.55,5,1746,5,Equipment failure
D009992,SC02498,R0157,Route,Transportation_Disruption,2027-01-07,4,0.4048,1.0,40.48,4,2632,4,Road closure
D009993,SC02499,S029,Supplier,Supplier_Failure,2027-01-01,5,0.7886,1.0,78.86,5,5915,5,Supplier outage
D009994,SC02499,C374,Component,Material_Shortage,2027-01-03,14,0.7579,1.0,75.79,14,4927,14,Component shortage
D009995,SC02499,F019,Factory,Factory_Breakdown,2027-01-05,5,0.3057,1.0,30.57,5,1988,5,Equipment failure
D009996,SC02499,R0057,Route,Transportation_Disruption,2027-01-07,8,0.715,1.0,71.5,8,3218,8,Road closure
D009997,SC02500,S094,Supplier,Supplier_Failure,2027-01-01,5,0.2896,1.0,28.96,5,1593,5,Supplier outage
D009998,SC02500,C439,Component,Material_Shortage,2027-01-03,7,0.4047,1.0,40.47,7,810,7,Component shortage
D009999,SC02500,F020,Factory,Factory_Breakdown,2027-01-05,3,0.4436,1.0,44.36,3,3327,3,Equipment failure
D010000,SC02500,R0103,Route,Transportation_Disruption,2027-01-07,2,0.3905,1.0,39.05,2,391,2,Road closure
D010001,SC02501,S043,Supplier,Supplier_Failure,2027-01-01,5,0.8155,1.0,81.55,5,6117,5,Supplier outage
D010002,SC02501,C392,Component,Material_Shortage,2027-01-03,13,0.7775,1.0,77.75,13,6143,13,Component shortage
D010003,SC02501,F001,Factory,Factory_Breakdown,2027-01-05,8,0.2203,1.0,22.03,8,2038,8,Equipment failure
D010004,SC02501,R0183,Route,Transportation_Disruption,2027-01-07,6,0.1715,1.0,17.15,6,841,6,Road closure
D010005,SC02502,S036,Supplier,Supplier_Failure,2027-01-01,12,0.8564,1.0,85.64,12,6167,12,Supplier outage
D010006,SC02502,C066,Component,Material_Shortage,2027-01-03,8,0.2373,1.0,23.73,8,1424,8,Component shortage
D010007,SC02502,F002,Factory,Factory_Breakdown,2027-01-05,13,0.4182,1.0,41.82,13,3179,13,Equipment failure
D010008,SC02502,R0117,Route,Transportation_Disruption,2027-01-07,7,0.3224,1.0,32.24,7,484,7,Road closure
D010009,SC02503,S075,Supplier,Supplier_Failure,2027-01-01,7,0.8824,1.0,88.24,7,4148,7,Supplier outage
D010010,SC02503,C311,Component,Material_Shortage,2027-01-03,11,0.7656,1.0,76.56,11,2374,11,Component shortage
D010011,SC02503,F003,Factory,Factory_Breakdown,2027-01-05,9,0.1901,1.0,19.01,9,1236,9,Equipment failure
D010012,SC02503,R0150,Route,Transportation_Disruption,2027-01-07,12,0.7264,1.0,72.64,12,1090,12,Road closure
D010013,SC02504,S015,Supplier,Supplier_Failure,2027-01-01,5,0.5667,1.0,56.67,5,5667,5,Supplier outage
D010014,SC02504,C418,Component,Material_Shortage,2027-01-03,9,0.5746,1.0,57.46,9,1150,9,Component shortage
D010015,SC02504,F004,Factory,Factory_Breakdown,2027-01-05,6,0.7272,1.0,72.72,6,5818,6,Equipment failure
D010016,SC02504,R0040,Route,Transportation_Disruption,2027-01-07,11,0.4408,1.0,44.08,11,618,11,Road closure
D010017,SC02505,S068,Supplier,Supplier_Failure,2027-01-01,2,0.6984,1.0,69.84,2,5797,2,Supplier outage
D010018,SC02505,C154,Component,Material_Shortage,2027-01-03,14,0.5263,1.0,52.63,14,2632,14,Component shortage
D010019,SC02505,F005,Factory,Factory_Breakdown,2027-01-05,13,0.4341,1.0,43.41,13,1737,13,Equipment failure
D010020,SC02505,R0092,Route,Transportation_Disruption,2027-01-07,3,0.2292,1.0,22.92,3,2178,3,Road closure
D010021,SC02506,S093,Supplier,Supplier_Failure,2027-01-01,3,0.6389,1.0,63.89,3,4601,3,Supplier outage
D010022,SC02506,C293,Component,Material_Shortage,2027-01-03,14,0.1828,1.0,18.28,14,1445,14,Component shortage
D010023,SC02506,F006,Factory,Factory_Breakdown,2027-01-05,7,0.7101,1.0,71.01,7,3018,7,Equipment failure
D010024,SC02506,R0185,Route,Transportation_Disruption,2027-01-07,6,0.6737,1.0,67.37,6,1887,6,Road closure
D010025,SC02507,S027,Supplier,Supplier_Failure,2027-01-01,5,0.7419,1.0,74.19,5,2226,5,Supplier outage
D010026,SC02507,C364,Component,Material_Shortage,2027-01-03,13,0.8605,1.0,86.05,13,6884,13,Component shortage
D010027,SC02507,F007,Factory,Factory_Breakdown,2027-01-05,10,0.8833,1.0,88.33,10,1325,10,Equipment failure
D010028,SC02507,R0190,Route,Transportation_Disruption,2027-01-07,3,0.6833,1.0,68.33,3,2802,3,Road closure
D010029,SC02508,S020,Supplier,Supplier_Failure,2027-01-01,13,0.4427,1.0,44.27,13,886,13,Supplier outage
D010030,SC02508,C020,Component,Material_Shortage,2027-01-03,7,0.406,1.0,40.6,7,2031,7,Component shortage
D010031,SC02508,F008,Factory,Factory_Breakdown,2027-01-05,5,0.5753,1.0,57.53,5,576,5,Equipment failure
D010032,SC02508,R0039,Route,Transportation_Disruption,2027-01-07,13,0.6078,1.0,60.78,13,4863,13,Road closure
D010033,SC02509,S063,Supplier,Supplier_Failure,2027-01-01,8,0.8701,1.0,87.01,8,3916,8,Supplier outage
D010034,SC02509,C437,Component,Material_Shortage,2027-01-03,10,0.3263,1.0,32.63,10,2872,10,Component shortage
D010035,SC02509,F009,Factory,Factory_Breakdown,2027-01-05,10,0.6826,1.0,68.26,10,6144,10,Equipment failure
D010036,SC02509,R0125,Route,Transportation_Disruption,2027-01-07,11,0.4336,1.0,43.36,11,911,11,Road closure
D010037,SC02510,S016,Supplier,Supplier_Failure,2027-01-01,6,0.8514,1.0,85.14,6,4470,6,Supplier outage
D010038,SC02510,C424,Component,Material_Shortage,2027-01-03,2,0.5,1.0,50.0,2,4950,2,Component shortage
D010039,SC02510,F010,Factory,Factory_Breakdown,2027-01-05,14,0.5654,1.0,56.54,14,4411,14,Equipment failure
D010040,SC02510,R0199,Route,Transportation_Disruption,2027-01-07,14,0.7241,1.0,72.41,14,7241,14,Road closure
D010041,SC02511,S022,Supplier,Supplier_Failure,2027-01-01,7,0.1814,1.0,18.14,7,1180,7,Supplier outage
D010042,SC02511,C245,Component,Material_Shortage,2027-01-03,6,0.3444,1.0,34.44,6,2583,6,Component shortage
D010043,SC02511,F011,Factory,Factory_Breakdown,2027-01-05,11,0.4751,1.0,47.51,11,1212,11,Equipment failure
D010044,SC02511,R0188,Route,Transportation_Disruption,2027-01-07,11,0.7851,1.0,78.51,11,4907,11,Road closure
D010045,SC02512,S099,Supplier,Supplier_Failure,2027-01-01,8,0.6555,1.0,65.55,8,6555,8,Supplier outage
