financial_impact_id,disruption_id,scenario_id,production_loss_cost,lost_revenue,expedite_cost,alternative_supplier_cost,additional_transport_cost,inventory_holding_cost,stockout_cost,penalty_cost,recovery_cost,total_cost,revenue_at_risk,recoverable_value,net_financial_impact
FI007231,D007231,SC01808,595335.36,1883367.96,0.0,0.0,0.0,0.0,0.0,39589.2,0.0,634924.56,6282168.03,0.0,634924.56
FI007232,D007232,SC01808,250438.05,714314.5,0.0,0.0,0.0,0.0,0.0,13622.84,0.0,264060.89,1952754.5,0.0,264060.89
FI007233,D007233,SC01809,153980.54,346335.16,0.0,0.0,0.0,0.0,0.0,9014.47,0.0,162995.01,2599952.68,0.0,162995.01
FI007234,D007234,SC01809,8376.84,22615.56,0.0,0.0,0.0,0.0,0.0,663.39,0.0,9040.23,354310.44,0.0,9040.23
FI007235,D007235,SC01809,62044.5,300600.9,0.0,0.0,0.0,0.0,0.0,8120.97,0.0,70165.47,3007591.11,0.0,70165.47
FI007236,D007236,SC01809,181311.51,503782.89,0.0,0.0,0.0,0.0,0.0,14141.33,0.0,195452.84,7574448.18,0.0,195452.84
FI007237,D007237,SC01810,81517.13,341647.39,0.0,0.0,0.0,0.0,0.0,7555.03,0.0,89072.16,1286026.42,0.0,89072.16
FI007238,D007238,SC01810,38444.76,161126.28,0.0,0.0,0.0,0.0,0.0,3383.65,0.0,41828.41,537087.6,0.0,41828.41
FI007239,D007239,SC01810,1710626.58,4369423.76,0.0,0.0,0.0,0.0,0.0,69950.91,0.0,1780577.49,9365917.52,0.0,1780577.49
FI007240,D007240,SC01810,46881.45,120517.65,0.0,0.0,0.0,0.0,0.0,2338.04,0.0,49219.49,333066.96,0.0,49219.49
FI007241,D007241,SC01811,95141.48,215447.67,0.0,0.0,0.0,0.0,0.0,6050.3,0.0,101191.78,3240599.49,0.0,101191.78
FI007242,D007242,SC01811,309274.8,777074.76,0.0,0.0,0.0,0.0,0.0,14011.38,0.0,323286.18,1944689.67,0.0,323286.18
FI007243,D007243,SC01811,565793.48,1457105.3,0.0,0.0,0.0,0.0,0.0,36454.09,0.0,602247.57,8747923.95,0.0,602247.57
FI007244,D007244,SC01811,233867.6,828727.2,0.0,0.0,0.0,0.0,0.0,14917.09,0.0,248784.69,2071818.0,0.0,248784.69
FI007245,D007245,SC01812,1432.2,7557.72,0.0,0.0,0.0,0.0,0.0,224.21,0.0,1656.41,119663.9,0.0,1656.41
FI007246,D007246,SC01812,51980.52,223959.56,0.0,0.0,0.0,0.0,0.0,5606.87,0.0,57587.39,1345334.54,0.0,57587.39
FI007247,D007247,SC01812,555679.08,2394159.24,0.0,0.0,0.0,0.0,0.0,40740.14,0.0,596419.22,5528015.9,0.0,596419.22
FI007248,D007248,SC01812,241564.4,1274735.44,0.0,0.0,0.0,0.0,0.0,31887.28,0.0,273451.68,7652191.5,0.0,273451.68
FI007249,D007249,SC01813,1708372.84,3871225.68,0.0,0.0,0.0,0.0,0.0,61979.47,0.0,1770352.31,8298331.02,0.0,1770352.31
FI007250,D007250,SC01813,34040.46,98467.74,0.0,0.0,0.0,0.0,0.0,2780.27,0.0,36820.73,1488600.54,0.0,36820.73
FI007251,D007251,SC01813,536731.26,1340157.18,0.0,0.0,0.0,0.0,0.0,26844.13,0.0,563575.39,4024569.88,0.0,563575.39
FI007252,D007252,SC01813,370408.07,839356.14,0.0,0.0,0.0,0.0,0.0,16831.42,0.0,387239.49,2522497.74,0.0,387239.49
FI007253,D007253,SC01814,40359.2,122226.16,0.0,0.0,0.0,0.0,0.0,2841.76,0.0,43200.96,528191.62,0.0,43200.96
FI007254,D007254,SC01814,75147.8,170480.31,0.0,0.0,0.0,0.0,0.0,2946.87,0.0,78094.67,397162.92,0.0,78094.67
FI007255,D007255,SC01814,584666.4,1326374.28,0.0,0.0,0.0,0.0,0.0,23874.74,0.0,608541.14,3315935.7,0.0,608541.14
FI007256,D007256,SC01814,39638.5,120043.55,0.0,0.0,0.0,0.0,0.0,3142.96,0.0,42781.46,905783.15,0.0,42781.46
FI007257,D007257,SC01815,33179.75,74695.6,0.0,0.0,0.0,0.0,0.0,1443.44,0.0,34623.19,205917.6,0.0,34623.19
FI007258,D007258,SC01815,170382.5,383572.0,0.0,0.0,0.0,0.0,0.0,6561.1,0.0,176943.6,888272.0,0.0,176943.6
FI007259,D007259,SC01815,618757.5,1392972.0,0.0,0.0,0.0,0.0,0.0,22299.66,0.0,641057.16,2985805.2,0.0,641057.16
FI007260,D007260,SC01815,727842.08,1667070.58,0.0,0.0,0.0,0.0,0.0,28375.83,0.0,756217.91,3849826.66,0.0,756217.91
FI007261,D007261,SC01816,245719.88,724834.66,0.0,0.0,0.0,0.0,0.0,14496.69,0.0,260216.57,2174503.98,0.0,260216.57
FI007262,D007262,SC01816,864369.78,2308060.14,0.0,0.0,0.0,0.0,0.0,36943.66,0.0,901313.44,4946893.23,0.0,901313.44
FI007263,D007263,SC01816,180788.72,533298.04,0.0,0.0,0.0,0.0,0.0,14449.75,0.0,195238.47,5349880.69,0.0,195238.47
FI007264,D007264,SC01816,354575.06,1045940.17,0.0,0.0,0.0,0.0,0.0,24081.04,0.0,378656.1,4486088.09,0.0,378656.1
FI007265,D007265,SC01817,17791.4,67366.2,0.0,0.0,0.0,0.0,0.0,1279.96,0.0,19071.36,183726.0,0.0,19071.36
FI007266,D007266,SC01817,129666.6,679593.6,0.0,0.0,0.0,0.0,0.0,14989.89,0.0,144656.49,2553330.24,0.0,144656.49
FI007267,D007267,SC01817,189560.22,993501.12,0.0,0.0,0.0,0.0,0.0,18884.61,0.0,208444.83,2710284.0,0.0,208444.83
FI007268,D007268,SC01817,71316.63,373776.48,0.0,0.0,0.0,0.0,0.0,8630.84,0.0,79947.47,1606753.44,0.0,79947.47
FI007269,D007269,SC01818,25608.31,134852.9,0.0,0.0,0.0,0.0,0.0,3672.15,0.0,29280.46,1358902.3,0.0,29280.46
FI007270,D007270,SC01818,214755.33,1142932.47,0.0,0.0,0.0,0.0,0.0,22858.65,0.0,237613.98,3428797.41,0.0,237613.98
FI007271,D007271,SC01818,56844.82,299343.8,0.0,0.0,0.0,0.0,0.0,4813.21,0.0,61658.03,643144.6,0.0,61658.03
FI007272,D007272,SC01818,49876.99,265446.41,0.0,0.0,0.0,0.0,0.0,6113.52,0.0,55990.51,1138806.36,0.0,55990.51
FI007273,D007273,SC01819,273312.0,947688.0,0.0,0.0,0.0,0.0,0.0,19929.88,0.0,293241.88,3162118.96,0.0,293241.88
FI007274,D007274,SC01819,351205.92,1217779.08,0.0,0.0,0.0,0.0,0.0,19525.53,0.0,370731.45,2612459.92,0.0,370731.45
FI007275,D007275,SC01819,122079.36,423300.64,0.0,0.0,0.0,0.0,0.0,11429.12,0.0,133508.48,4233006.4,0.0,133508.48
FI007276,D007276,SC01819,161709.6,560715.4,0.0,0.0,0.0,0.0,0.0,14017.89,0.0,175727.49,3364292.4,0.0,175727.49
FI007277,D007277,SC01820,382103.68,1469630.26,0.0,0.0,0.0,0.0,0.0,23514.08,0.0,405617.76,3149207.7,0.0,405617.76
FI007278,D007278,SC01820,66534.33,206500.62,0.0,0.0,0.0,0.0,0.0,5589.92,0.0,72124.25,2069808.54,0.0,72124.25
FI007279,D007279,SC01820,378030.08,1453962.56,0.0,0.0,0.0,0.0,0.0,33450.54,0.0,411480.62,6232611.06,0.0,411480.62
FI007280,D007280,SC01820,719397.76,2766915.82,0.0,0.0,0.0,0.0,0.0,58109.93,0.0,777507.69,9223574.99,0.0,777507.69
FI007281,D007281,SC01821,803077.4,3838777.14,0.0,0.0,0.0,0.0,0.0,72966.03,0.0,876043.43,10472052.36,0.0,876043.43
FI007282,D007282,SC01821,64215.18,184367.34,0.0,0.0,0.0,0.0,0.0,4798.1,0.0,69013.28,1383893.12,0.0,69013.28
FI007283,D007283,SC01821,334211.6,1016762.76,0.0,0.0,0.0,0.0,0.0,20353.54,0.0,354565.14,3052116.99,0.0,354565.14
FI007284,D007284,SC01821,79383.0,178308.75,0.0,0.0,0.0,0.0,0.0,3787.28,0.0,83170.28,599117.4,0.0,83170.28
FI007285,D007285,SC01822,94623.01,234563.96,0.0,0.0,0.0,0.0,0.0,5404.08,0.0,100027.09,1006575.44,0.0,100027.09
FI007286,D007286,SC01822,117162.0,386929.0,0.0,0.0,0.0,0.0,0.0,8532.63,0.0,125694.63,1453507.2,0.0,125694.63
FI007287,D007287,SC01822,250872.96,900800.16,0.0,0.0,0.0,0.0,0.0,15332.37,0.0,266205.33,2080213.19,0.0,266205.33
FI007288,D007288,SC01822,112068.0,370106.0,0.0,0.0,0.0,0.0,0.0,9622.76,0.0,121690.76,2775795.0,0.0,121690.76
FI007289,D007289,SC01823,117456.48,586112.16,0.0,0.0,0.0,0.0,0.0,14091.57,0.0,131548.05,2934707.82,0.0,131548.05
FI007290,D007290,SC01823,239704.88,597468.96,0.0,0.0,0.0,0.0,0.0,14395.71,0.0,254100.59,2996753.76,0.0,254100.59
FI007291,D007291,SC01823,23156.04,97746.6,0.0,0.0,0.0,0.0,0.0,2458.04,0.0,25614.08,589354.5,0.0,25614.08
FI007292,D007292,SC01823,148947.37,379775.24,0.0,0.0,0.0,0.0,0.0,6456.18,0.0,155403.55,876404.4,0.0,155403.55
FI007293,D007293,SC01824,152691.84,822698.24,0.0,0.0,0.0,0.0,0.0,14833.75,0.0,167525.59,2058844.32,0.0,167525.59
FI007294,D007294,SC01824,110241.0,451806.0,0.0,0.0,0.0,0.0,0.0,11295.15,0.0,121536.15,2710836.0,0.0,121536.15
FI007295,D007295,SC01824,11007.45,54981.45,0.0,0.0,0.0,0.0,0.0,1566.36,0.0,12573.81,838161.66,0.0,12573.81
FI007296,D007296,SC01824,8764.2,47221.2,0.0,0.0,0.0,0.0,0.0,923.44,0.0,9687.64,131170.0,0.0,9687.64
FI007297,D007297,SC01825,16809.1,70302.1,0.0,0.0,0.0,0.0,0.0,1830.41,0.0,18639.51,527904.86,0.0,18639.51
FI007298,D007298,SC01825,418393.78,1749883.18,0.0,0.0,0.0,0.0,0.0,38499.99,0.0,456893.77,6562381.48,0.0,456893.77
FI007299,D007299,SC01825,15016.4,78456.0,0.0,0.0,0.0,0.0,0.0,2230.39,0.0,17246.79,1193652.0,0.0,17246.79
FI007300,D007300,SC01825,70903.84,296547.04,0.0,0.0,0.0,0.0,0.0,6258.17,0.0,77162.01,991898.72,0.0,77162.01
FI007301,D007301,SC01826,836486.0,3446574.95,0.0,0.0,0.0,0.0,0.0,75855.59,0.0,912341.59,12928523.79,0.0,912341.59
FI007302,D007302,SC01826,234572.05,551155.84,0.0,0.0,0.0,0.0,0.0,12711.72,0.0,247283.77,2367115.52,0.0,247283.77
FI007303,D007303,SC01826,37965.2,156428.09,0.0,0.0,0.0,0.0,0.0,3764.59,0.0,41729.79,783859.44,0.0,41729.79
FI007304,D007304,SC01826,524282.55,1231866.24,0.0,0.0,0.0,0.0,0.0,28374.64,0.0,552657.19,5285386.88,0.0,552657.19
FI007305,D007305,SC01827,22303.6,65368.27,0.0,0.0,0.0,0.0,0.0,1872.71,0.0,24176.31,1001724.57,0.0,24176.31
FI007306,D007306,SC01827,375459.15,1228600.92,0.0,0.0,0.0,0.0,0.0,27066.4,0.0,402525.55,4611900.84,0.0,402525.55
FI007307,D007307,SC01827,210377.2,616581.79,0.0,0.0,0.0,0.0,0.0,14197.28,0.0,224574.48,2644764.87,0.0,224574.48
FI007308,D007308,SC01827,82115.55,268703.64,0.0,0.0,0.0,0.0,0.0,7554.12,0.0,89669.67,4045764.24,0.0,89669.67
FI007309,D007309,SC01828,300060.45,855850.5,0.0,0.0,0.0,0.0,0.0,16274.43,0.0,316334.88,2335344.0,0.0,316334.88
FI007310,D007310,SC01828,111650.4,318456.0,0.0,0.0,0.0,0.0,0.0,6369.12,0.0,118019.52,955368.0,0.0,118019.52
FI007311,D007311,SC01828,138012.3,393647.0,0.0,0.0,0.0,0.0,0.0,8299.76,0.0,146312.06,1315842.5,0.0,146312.06
FI007312,D007312,SC01828,204692.4,583836.0,0.0,0.0,0.0,0.0,0.0,14051.87,0.0,218744.27,2925814.5,0.0,218744.27
FI007313,D007313,SC01829,868558.59,2407327.93,0.0,0.0,0.0,0.0,0.0,48171.65,0.0,916730.24,7224492.73,0.0,916730.24
FI007314,D007314,SC01829,90749.1,245001.9,0.0,0.0,0.0,0.0,0.0,5902.66,0.0,96651.76,1228778.76,0.0,96651.76
FI007315,D007315,SC01829,157055.67,435301.09,0.0,0.0,0.0,0.0,0.0,10462.28,0.0,167517.95,2179014.39,0.0,167517.95
FI007316,D007316,SC01829,790709.67,2191559.09,0.0,0.0,0.0,0.0,0.0,43856.27,0.0,834565.94,6577186.21,0.0,834565.94
FI007317,D007317,SC01830,2220279.39,5671221.08,0.0,0.0,0.0,0.0,0.0,90774.65,0.0,2311054.04,12155124.88,0.0,2311054.04
FI007318,D007318,SC01830,477.8,1681.79,0.0,0.0,0.0,0.0,0.0,75.68,0.0,553.48,26908.64,0.0,553.48
FI007319,D007319,SC01830,212245.11,545616.27,0.0,0.0,0.0,0.0,0.0,15321.08,0.0,227566.19,8206156.35,0.0,227566.19
FI007320,D007320,SC01830,190321.76,620745.68,0.0,0.0,0.0,0.0,0.0,17419.28,0.0,207741.04,9330383.52,0.0,207741.04
FI007321,D007321,SC01831,38266.48,133331.92,0.0,0.0,0.0,0.0,0.0,2550.7,0.0,40817.18,365213.52,0.0,40817.18
FI007322,D007322,SC01831,71922.9,185225.25,0.0,0.0,0.0,0.0,0.0,5022.25,0.0,76945.15,1859308.7,0.0,76945.15
FI007323,D007323,SC01831,123981.38,319293.05,0.0,0.0,0.0,0.0,0.0,7042.09,0.0,131023.47,1199554.0,0.0,131023.47
FI007324,D007324,SC01831,267769.32,606363.03,0.0,0.0,0.0,0.0,0.0,13961.9,0.0,281731.22,2600919.81,0.0,281731.22
FI007325,D007325,SC01832,368909.76,1587384.24,0.0,0.0,0.0,0.0,0.0,27028.22,0.0,395937.98,3666478.14,0.0,395937.98
FI007326,D007326,SC01832,120067.68,517315.04,0.0,0.0,0.0,0.0,0.0,12453.41,0.0,132521.09,2592883.92,0.0,132521.09
FI007327,D007327,SC01832,185958.48,801207.44,0.0,0.0,0.0,0.0,0.0,18459.31,0.0,204417.79,3438252.4,0.0,204417.79
FI007328,D007328,SC01832,26722.38,115134.14,0.0,0.0,0.0,0.0,0.0,2081.88,0.0,28804.26,288623.94,0.0,28804.26
FI007329,D007329,SC01833,594179.56,1483599.08,0.0,0.0,0.0,0.0,0.0,31204.76,0.0,625384.32,4950794.72,0.0,625384.32
FI007330,D007330,SC01833,235536.53,533733.06,0.0,0.0,0.0,0.0,0.0,12340.09,0.0,247876.62,2296602.42,0.0,247876.62
FI007331,D007331,SC01833,389007.06,971306.58,0.0,0.0,0.0,0.0,0.0,16542.95,0.0,405550.01,2243841.15,0.0,405550.01
FI007332,D007332,SC01833,618908.29,2144521.61,0.0,0.0,0.0,0.0,0.0,38611.22,0.0,657519.51,5362123.17,0.0,657519.51
FI007333,D007333,SC01834,376205.4,1139322.42,0.0,0.0,0.0,0.0,0.0,22808.27,0.0,399013.67,3420149.87,0.0,399013.67
FI007334,D007334,SC01834,227741.2,689704.76,0.0,0.0,0.0,0.0,0.0,16605.3,0.0,244346.5,3457254.24,0.0,244346.5
FI007335,D007335,SC01834,26425.6,59949.12,0.0,0.0,0.0,0.0,0.0,1611.13,0.0,28036.73,462732.27,0.0,28036.73
FI007336,D007336,SC01834,15855.4,48017.42,0.0,0.0,0.0,0.0,0.0,960.35,0.0,16815.75,135321.82,0.0,16815.75
FI007337,D007337,SC01835,272266.47,748602.12,0.0,0.0,0.0,0.0,0.0,15720.64,0.0,287987.11,2495340.4,0.0,287987.11
FI007338,D007338,SC01835,92141.07,253343.72,0.0,0.0,0.0,0.0,0.0,6590.75,0.0,98731.82,1901030.32,0.0,98731.82
FI007339,D007339,SC01835,14548.59,40001.64,0.0,0.0,0.0,0.0,0.0,640.03,0.0,15188.62,85717.8,0.0,15188.62
FI007340,D007340,SC01835,64429.47,177150.12,0.0,0.0,0.0,0.0,0.0,3394.42,0.0,67823.89,485734.2,0.0,67823.89
FI007341,D007341,SC01836,6719.52,35952.24,0.0,0.0,0.0,0.0,0.0,1048.61,0.0,7768.13,560255.74,0.0,7768.13
FI007342,D007342,SC01836,190982.15,513808.7,0.0,0.0,0.0,0.0,0.0,13389.64,0.0,204371.79,3861217.72,0.0,204371.79
FI007343,D007343,SC01836,59643.35,159261.05,0.0,0.0,0.0,0.0,0.0,4030.53,0.0,63673.88,965366.98,0.0,63673.88
FI007344,D007344,SC01836,204105.42,1092049.29,0.0,0.0,0.0,0.0,0.0,20762.42,0.0,224867.84,2979541.89,0.0,224867.84
FI007345,D007345,SC01837,216111.0,1132656.0,0.0,0.0,0.0,0.0,0.0,30596.27,0.0,246707.27,11331414.24,0.0,246707.27
FI007346,D007346,SC01837,1585188.8,3700247.2,0.0,0.0,0.0,0.0,0.0,81455.67,0.0,1666644.47,13882205.7,0.0,1666644.47
FI007347,D007347,SC01837,267051.45,1399639.2,0.0,0.0,0.0,0.0,0.0,33591.34,0.0,300642.79,6998196.0,0.0,300642.79
FI007348,D007348,SC01837,548613.21,2875328.16,0.0,0.0,0.0,0.0,0.0,46008.49,0.0,594621.7,6161648.64,0.0,594621.7
FI007349,D007349,SC01838,177006.89,932115.1,0.0,0.0,0.0,0.0,0.0,17735.38,0.0,194742.27,2544422.3,0.0,194742.27
FI007350,D007350,SC01838,150406.26,800465.34,0.0,0.0,0.0,0.0,0.0,20011.63,0.0,170417.89,4802792.04,0.0,170417.89
FI007351,D007351,SC01838,573193.97,2254009.84,0.0,0.0,0.0,0.0,0.0,54133.47,0.0,627327.44,11276254.32,0.0,627327.44
FI007352,D007352,SC01838,108023.74,574904.66,0.0,0.0,0.0,0.0,0.0,10953.45,0.0,118977.19,1570672.54,0.0,118977.19
FI007353,D007353,SC01839,239603.52,830806.48,0.0,0.0,0.0,0.0,0.0,21638.88,0.0,261242.4,6240525.48,0.0,261242.4
FI007354,D007354,SC01839,178657.92,753200.64,0.0,0.0,0.0,0.0,0.0,14326.5,0.0,192984.42,2055610.08,0.0,192984.42
FI007355,D007355,SC01839,62861.76,217968.24,0.0,0.0,0.0,0.0,0.0,3515.92,0.0,66377.68,469105.56,0.0,66377.68
FI007356,D007356,SC01839,384197.24,1619730.08,0.0,0.0,0.0,0.0,0.0,38904.91,0.0,423102.15,8103880.96,0.0,423102.15
FI007357,D007357,SC01840,158044.6,382211.76,0.0,0.0,0.0,0.0,0.0,10331.42,0.0,168376.02,3826017.72,0.0,168376.02
FI007358,D007358,SC01840,24190.5,58501.8,0.0,0.0,0.0,0.0,0.0,1575.65,0.0,25766.15,452413.92,0.0,25766.15
FI007359,D007359,SC01840,83206.5,282822.2,0.0,0.0,0.0,0.0,0.0,7661.15,0.0,90867.65,2836540.3,0.0,90867.65
FI007360,D007360,SC01840,315205.8,1071397.04,0.0,0.0,0.0,0.0,0.0,27889.6,0.0,343095.4,8043796.1,0.0,343095.4
FI007361,D007361,SC01841,127834.26,407634.18,0.0,0.0,0.0,0.0,0.0,11017.14,0.0,138851.4,4080014.18,0.0,138851.4
FI007362,D007362,SC01841,2242704.1,6822917.01,0.0,0.0,0.0,0.0,0.0,109217.88,0.0,2351921.98,14624193.87,0.0,2351921.98
FI007363,D007363,SC01841,110559.36,352548.48,0.0,0.0,0.0,0.0,0.0,6039.23,0.0,116598.59,817104.55,0.0,116598.59
FI007364,D007364,SC01841,114953.1,330040.3,0.0,0.0,0.0,0.0,0.0,9250.23,0.0,124203.33,4955156.78,0.0,124203.33
FI007365,D007365,SC01842,268160.68,962874.53,0.0,0.0,0.0,0.0,0.0,18309.05,0.0,286469.73,2627333.8,0.0,286469.73
FI007366,D007366,SC01842,262739.62,651313.52,0.0,0.0,0.0,0.0,0.0,11131.54,0.0,273871.16,1507585.84,0.0,273871.16
FI007367,D007367,SC01842,17829.0,58880.5,0.0,0.0,0.0,0.0,0.0,1443.41,0.0,19272.41,299449.4,0.0,19272.41
FI007368,D007368,SC01842,948502.8,3132442.6,0.0,0.0,0.0,0.0,0.0,56404.15,0.0,1004906.95,7832788.8,0.0,1004906.95
FI007369,D007369,SC01843,64268.64,320702.88,0.0,0.0,0.0,0.0,0.0,9007.33,0.0,73275.97,4824366.6,0.0,73275.97
FI007370,D007370,SC01843,276509.96,689206.32,0.0,0.0,0.0,0.0,0.0,15856.45,0.0,292366.41,2954413.44,0.0,292366.41
FI007371,D007371,SC01843,51760.56,218492.4,0.0,0.0,0.0,0.0,0.0,6143.66,0.0,57904.22,3290323.05,0.0,57904.22
FI007372,D007372,SC01843,63229.24,157600.08,0.0,0.0,0.0,0.0,0.0,3655.38,0.0,66884.62,679797.36,0.0,66884.62
FI007373,D007373,SC01844,626605.98,1430938.08,0.0,0.0,0.0,0.0,0.0,28618.76,0.0,655224.74,4292814.24,0.0,655224.74
FI007374,D007374,SC01844,99067.05,494833.05,0.0,0.0,0.0,0.0,0.0,8928.99,0.0,107996.04,1238915.34,0.0,107996.04
FI007375,D007375,SC01844,128664.86,642672.06,0.0,0.0,0.0,0.0,0.0,15438.79,0.0,144103.65,3215803.92,0.0,144103.65
FI007376,D007376,SC01844,126932.11,285497.21,0.0,0.0,0.0,0.0,0.0,7714.1,0.0,134646.21,2856862.81,0.0,134646.21
FI007377,D007377,SC01845,390146.92,1498255.92,0.0,0.0,0.0,0.0,0.0,35958.14,0.0,426105.06,7491279.6,0.0,426105.06
FI007378,D007378,SC01845,66074.49,176057.39,0.0,0.0,0.0,0.0,0.0,4753.55,0.0,70828.04,1760573.9,0.0,70828.04
FI007379,D007379,SC01845,47314.04,181697.04,0.0,0.0,0.0,0.0,0.0,4741.99,0.0,52056.03,1367195.76,0.0,52056.03
FI007380,D007380,SC01845,514249.32,1974838.32,0.0,0.0,0.0,0.0,0.0,43452.4,0.0,557701.72,7406388.36,0.0,557701.72
FI007381,D007381,SC01846,485056.0,1481534.08,0.0,0.0,0.0,0.0,0.0,38534.13,0.0,523590.13,11115066.98,0.0,523590.13
FI007382,D007382,SC01846,65418.5,153708.8,0.0,0.0,0.0,0.0,0.0,4031.56,0.0,69450.06,1161599.36,0.0,69450.06
FI007383,D007383,SC01846,4799.88,10675.92,0.0,0.0,0.0,0.0,0.0,249.1,0.0,5048.98,46262.32,0.0,5048.98
FI007384,D007384,SC01846,111353.0,340111.79,0.0,0.0,0.0,0.0,0.0,9523.13,0.0,120876.13,5101676.85,0.0,120876.13
FI007385,D007385,SC01847,190117.48,455262.52,0.0,0.0,0.0,0.0,0.0,7786.11,0.0,197903.59,1054193.95,0.0,197903.59
FI007386,D007386,SC01847,197718.4,579480.88,0.0,0.0,0.0,0.0,0.0,14504.69,0.0,212223.09,3480418.7,0.0,212223.09
FI007387,D007387,SC01847,107901.2,316241.09,0.0,0.0,0.0,0.0,0.0,6662.26,0.0,114563.46,1056492.58,0.0,114563.46
FI007388,D007388,SC01847,92831.2,272073.34,0.0,0.0,0.0,0.0,0.0,6270.05,0.0,99101.25,1167795.31,0.0,99101.25
FI007389,D007389,SC01848,266384.16,884111.76,0.0,0.0,0.0,0.0,0.0,23021.99,0.0,289406.15,6639609.15,0.0,289406.15
FI007390,D007390,SC01848,1089366.75,3107157.5,0.0,0.0,0.0,0.0,0.0,68397.27,0.0,1157764.02,11656816.5,0.0,1157764.02
FI007391,D007391,SC01848,1304914.05,3721954.5,0.0,0.0,0.0,0.0,0.0,78200.85,0.0,1383114.9,12410938.0,0.0,1383114.9
FI007392,D007392,SC01848,1090142.1,3109369.0,0.0,0.0,0.0,0.0,0.0,49754.33,0.0,1139896.43,6663249.5,0.0,1139896.43
FI007393,D007393,SC01849,331121.7,1604259.54,0.0,0.0,0.0,0.0,0.0,32101.01,0.0,363222.71,4814360.73,0.0,363222.71
FI007394,D007394,SC01849,469905.45,2276656.29,0.0,0.0,0.0,0.0,0.0,47828.77,0.0,517734.22,7590963.78,0.0,517734.22
FI007395,D007395,SC01849,174939.54,486078.06,0.0,0.0,0.0,0.0,0.0,12644.47,0.0,187584.01,3647194.98,0.0,187584.01
FI007396,D007396,SC01849,305511.75,846767.25,0.0,0.0,0.0,0.0,0.0,22885.3,0.0,328397.05,8475199.32,0.0,328397.05
FI007397,D007397,SC01850,664864.2,1709159.4,0.0,0.0,0.0,0.0,0.0,35931.79,0.0,700795.99,5701580.46,0.0,700795.99
FI007398,D007398,SC01850,88293.6,287974.8,0.0,0.0,0.0,0.0,0.0,6641.02,0.0,94934.62,1236691.78,0.0,94934.62
FI007399,D007399,SC01850,51014.08,166385.44,0.0,0.0,0.0,0.0,0.0,4326.02,0.0,55340.1,1247890.8,0.0,55340.1
FI007400,D007400,SC01850,173644.08,566350.44,0.0,0.0,0.0,0.0,0.0,14750.71,0.0,188394.79,4254027.74,0.0,188394.79
FI007401,D007401,SC01851,128525.46,447821.34,0.0,0.0,0.0,0.0,0.0,12539.0,0.0,141064.46,6717320.1,0.0,141064.46
FI007402,D007402,SC01851,223359.78,778252.62,0.0,0.0,0.0,0.0,0.0,16382.44,0.0,239742.22,2598523.18,0.0,239742.22
FI007403,D007403,SC01851,1261048.18,3247616.05,0.0,0.0,0.0,0.0,0.0,61706.47,0.0,1322754.65,8857295.05,0.0,1322754.65
FI007404,D007404,SC01851,72607.88,186989.3,0.0,0.0,0.0,0.0,0.0,4875.83,0.0,77483.71,1405947.85,0.0,77483.71
FI007405,D007405,SC01852,256242.0,1104026.0,0.0,0.0,0.0,0.0,0.0,23194.01,0.0,279436.01,3681138.12,0.0,279436.01
FI007406,D007406,SC01852,172329.36,741517.14,0.0,0.0,0.0,0.0,0.0,11908.54,0.0,184237.9,1592127.42,0.0,184237.9
FI007407,D007407,SC01852,77050.46,219455.22,0.0,0.0,0.0,0.0,0.0,5311.56,0.0,82362.02,1104715.26,0.0,82362.02
FI007408,D007408,SC01852,496257.2,1413440.4,0.0,0.0,0.0,0.0,0.0,26860.95,0.0,523118.15,3855344.67,0.0,523118.15
FI007409,D007409,SC01853,391909.33,888078.66,0.0,0.0,0.0,0.0,0.0,17783.72,0.0,409693.05,2666450.64,0.0,409693.05
FI007410,D007410,SC01853,135413.85,338113.05,0.0,0.0,0.0,0.0,0.0,7803.24,0.0,143217.09,1452861.53,0.0,143217.09
FI007411,D007411,SC01853,70921.5,245743.5,0.0,0.0,0.0,0.0,0.0,6880.82,0.0,77802.32,3686152.5,0.0,77802.32
FI007412,D007412,SC01853,164065.07,568486.63,0.0,0.0,0.0,0.0,0.0,14803.59,0.0,178868.66,4269383.74,0.0,178868.66
FI007413,D007413,SC01854,182552.0,774841.28,0.0,0.0,0.0,0.0,0.0,13977.73,0.0,196529.73,1939652.02,0.0,196529.73
FI007414,D007414,SC01854,293159.0,665060.55,0.0,0.0,0.0,0.0,0.0,15961.45,0.0,309120.45,3325302.75,0.0,309120.45
FI007415,D007415,SC01854,167637.4,380302.23,0.0,0.0,0.0,0.0,0.0,10674.69,0.0,178312.09,5717647.32,0.0,178312.09
FI007416,D007416,SC01854,46244.8,104910.96,0.0,0.0,0.0,0.0,0.0,2982.47,0.0,49227.27,1596145.32,0.0,49227.27
FI007417,D007417,SC01855,6235.11,17143.56,0.0,0.0,0.0,0.0,0.0,394.3,0.0,6629.41,60954.88,0.0,6629.41
FI007418,D007418,SC01855,158831.68,363792.68,0.0,0.0,0.0,0.0,0.0,9503.61,0.0,168335.29,2739696.42,0.0,168335.29
FI007419,D007419,SC01855,45734.25,102958.8,0.0,0.0,0.0,0.0,0.0,2689.04,0.0,48423.29,775219.2,0.0,48423.29
