route_id,origin_id,destination_id,transport_mode,distance_km,normal_transit_days,route_capacity,cost_per_unit,weather_risk,congestion_risk,geopolitical_risk,alternative_route_available,estimated_transit_cost
R0610,F014,W020,Road,511.95,1,10000,0.1012,0.12,0.18,0.03,False,30.36
R0611,F014,W021,Road,348.02,1,10000,0.0848,0.12,0.18,0.03,False,25.44
R0612,F014,W022,Road,1239.91,3,10000,0.174,0.12,0.18,0.03,False,52.2
R0613,F014,W023,Road,2107.3,4,10000,0.2607,0.12,0.18,0.03,False,78.22
R0614,F014,W024,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0615,F014,W025,Road,619.43,2,10000,0.1119,0.12,0.18,0.03,False,33.58
R0616,F014,W026,Road,1097.0,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0617,F014,W027,Road,1630.69,3,10000,0.2131,0.12,0.18,0.03,False,63.92
R0618,F014,W028,Road,1646.39,3,10000,0.2146,0.12,0.18,0.03,False,64.39
R0619,F014,W029,Road,1928.89,4,10000,0.2429,0.12,0.18,0.03,False,72.87
R0620,F014,W030,Road,511.04,1,10000,0.1011,0.12,0.18,0.03,False,30.33
R0621,F015,W001,Road,601.83,2,10000,0.1102,0.12,0.18,0.03,False,33.05
R0622,F015,W002,Road,746.21,2,10000,0.1246,0.12,0.18,0.03,False,37.39
R0623,F015,W003,Road,1504.72,3,10000,0.2005,0.12,0.18,0.03,False,60.14
R0624,F015,W004,Road,619.43,2,10000,0.1119,0.12,0.18,0.03,False,33.58
R0625,F015,W005,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0626,F015,W006,Road,607.16,2,10000,0.1107,0.12,0.18,0.03,False,33.21
R0627,F015,W007,Road,1416.08,3,10000,0.1916,0.12,0.18,0.03,False,57.48
R0628,F015,W008,Road,1055.05,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0629,F015,W009,Road,1312.75,3,10000,0.1813,0.12,0.18,0.03,False,54.38
R0630,F015,W010,Road,873.48,2,10000,0.1373,0.12,0.18,0.03,False,41.2
R0631,F015,W011,Road,601.05,2,10000,0.1101,0.12,0.18,0.03,False,33.03
R0632,F015,W012,Road,745.8,2,10000,0.1246,0.12,0.18,0.03,False,37.37
R0633,F015,W013,Road,1505.32,3,10000,0.2005,0.12,0.18,0.03,False,60.16
R0634,F015,W014,Road,619.05,2,10000,0.1119,0.12,0.18,0.03,False,33.57
R0635,F015,W015,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0636,F015,W016,Road,606.7,2,10000,0.1107,0.12,0.18,0.03,False,33.2
R0637,F015,W017,Road,1416.94,3,10000,0.1917,0.12,0.18,0.03,False,57.51
R0638,F015,W018,Road,1055.08,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0639,F015,W019,Road,1313.24,3,10000,0.1813,0.12,0.18,0.03,False,54.4
R0640,F015,W020,Road,872.68,2,10000,0.1373,0.12,0.18,0.03,False,41.18
R0641,F015,W021,Road,600.27,2,10000,0.11,0.12,0.18,0.03,False,33.01
R0642,F015,W022,Road,745.39,2,10000,0.1245,0.12,0.18,0.03,False,37.36
R0643,F015,W023,Road,1505.92,3,10000,0.2006,0.12,0.18,0.03,False,60.18
R0644,F015,W024,Road,618.67,2,10000,0.1119,0.12,0.18,0.03,False,33.56
R0645,F015,W025,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0646,F015,W026,Road,606.25,2,10000,0.1106,0.12,0.18,0.03,False,33.19
R0647,F015,W027,Road,1417.79,3,10000,0.1918,0.12,0.18,0.03,False,57.53
R0648,F015,W028,Road,1055.1,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0649,F015,W029,Road,1313.72,3,10000,0.1814,0.12,0.18,0.03,False,54.41
R0650,F015,W030,Road,871.89,2,10000,0.1372,0.12,0.18,0.03,False,41.16
R0651,F016,W001,Road,882.07,2,10000,0.1382,0.12,0.18,0.03,False,41.46
R0652,F016,W002,Road,144.79,1,10000,0.0645,0.12,0.18,0.03,False,19.34
R0653,F016,W003,Road,1406.25,3,10000,0.1906,0.12,0.18,0.03,False,57.19
R0654,F016,W004,Road,1097.01,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0655,F016,W005,Road,606.26,2,10000,0.1106,0.12,0.18,0.03,False,33.19
R0656,F016,W006,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0657,F016,W007,Road,1888.71,4,10000,0.2389,0.12,0.18,0.03,False,71.66
R0658,F016,W008,Road,621.15,2,10000,0.1121,0.12,0.18,0.03,False,33.63
R0659,F016,W009,Road,1143.59,3,10000,0.1644,0.12,0.18,0.03,False,49.31
R0660,F016,W010,Road,1077.97,2,10000,0.1578,0.12,0.18,0.03,False,47.34
R0661,F016,W011,Road,881.85,2,10000,0.1382,0.12,0.18,0.03,False,41.46
R0662,F016,W012,Road,144.59,1,10000,0.0645,0.12,0.18,0.03,False,19.34
R0663,F016,W013,Road,1407.06,3,10000,0.1907,0.12,0.18,0.03,False,57.21
R0664,F016,W014,Road,1097.04,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0665,F016,W015,Road,606.7,2,10000,0.1107,0.12,0.18,0.03,False,33.2
R0666,F016,W016,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0667,F016,W017,Road,1889.47,4,10000,0.2389,0.12,0.18,0.03,False,71.68
R0668,F016,W018,Road,621.63,2,10000,0.1122,0.12,0.18,0.03,False,33.65
R0669,F016,W019,Road,1144.37,3,10000,0.1644,0.12,0.18,0.03,False,49.33
R0670,F016,W020,Road,1077.59,2,10000,0.1578,0.12,0.18,0.03,False,47.33
R0671,F016,W021,Road,881.64,2,10000,0.1382,0.12,0.18,0.03,False,41.45
R0672,F016,W022,Road,144.39,1,10000,0.0644,0.12,0.18,0.03,False,19.33
R0673,F016,W023,Road,1407.88,3,10000,0.1908,0.12,0.18,0.03,False,57.24
R0674,F016,W024,Road,1097.08,2,10000,0.1597,0.12,0.18,0.03,False,47.91
R0675,F016,W025,Road,607.14,2,10000,0.1107,0.12,0.18,0.03,False,33.21
R0676,F016,W026,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0677,F016,W027,Road,1890.23,4,10000,0.239,0.12,0.18,0.03,False,71.71
R0678,F016,W028,Road,622.11,2,10000,0.1122,0.12,0.18,0.03,False,33.66
R0679,F016,W029,Road,1145.15,3,10000,0.1645,0.12,0.18,0.03,False,49.35
R0680,F016,W030,Road,1077.21,2,10000,0.1577,0.12,0.18,0.03,False,47.32
R0681,F017,W001,Road,1873.72,4,10000,0.2374,0.12,0.18,0.03,False,71.21
R0682,F017,W002,Road,1985.57,4,10000,0.2486,0.12,0.18,0.03,False,74.57
R0683,F017,W003,Road,1564.19,3,10000,0.2064,0.12,0.18,0.03,False,61.93
R0684,F017,W004,Road,1630.7,3,10000,0.2131,0.12,0.18,0.03,False,63.92
R0685,F017,W005,Road,1417.82,3,10000,0.1918,0.12,0.18,0.03,False,57.53
R0686,F017,W006,Road,1890.28,4,10000,0.239,0.12,0.18,0.03,False,71.71
R0687,F017,W007,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0688,F017,W008,Road,1942.91,4,10000,0.2443,0.12,0.18,0.03,False,73.29
R0689,F017,W009,Road,1628.92,3,10000,0.2129,0.12,0.18,0.03,False,63.87
R0690,F017,W010,Road,2118.96,4,10000,0.2619,0.12,0.18,0.03,False,78.57
R0691,F017,W011,Road,1872.79,4,10000,0.2373,0.12,0.18,0.03,False,71.18
R0692,F017,W012,Road,1984.78,4,10000,0.2485,0.12,0.18,0.03,False,74.54
R0693,F017,W013,Road,1563.99,3,10000,0.2064,0.12,0.18,0.03,False,61.92
R0694,F017,W014,Road,1629.78,3,10000,0.213,0.12,0.18,0.03,False,63.89
R0695,F017,W015,Road,1416.94,3,10000,0.1917,0.12,0.18,0.03,False,57.51
R0696,F017,W016,Road,1889.47,4,10000,0.2389,0.12,0.18,0.03,False,71.68
R0697,F017,W017,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0698,F017,W018,Road,1942.29,4,10000,0.2442,0.12,0.18,0.03,False,73.27
R0699,F017,W019,Road,1628.56,3,10000,0.2129,0.12,0.18,0.03,False,63.86
R0700,F017,W020,Road,2118.02,4,10000,0.2618,0.12,0.18,0.03,False,78.54
R0701,F017,W021,Road,1871.86,4,10000,0.2372,0.12,0.18,0.03,False,71.16
R0702,F017,W022,Road,1983.99,4,10000,0.2484,0.12,0.18,0.03,False,74.52
R0703,F017,W023,Road,1563.79,3,10000,0.2064,0.12,0.18,0.03,False,61.91
R0704,F017,W024,Road,1628.85,3,10000,0.2129,0.12,0.18,0.03,False,63.87
R0705,F017,W025,Road,1416.05,3,10000,0.1916,0.12,0.18,0.03,False,57.48
R0706,F017,W026,Road,1888.65,4,10000,0.2389,0.12,0.18,0.03,False,71.66
R0707,F017,W027,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0708,F017,W028,Road,1941.66,4,10000,0.2442,0.12,0.18,0.03,False,73.25
R0709,F017,W029,Road,1628.21,3,10000,0.2128,0.12,0.18,0.03,False,63.85
R0710,F017,W030,Road,2117.09,4,10000,0.2617,0.12,0.18,0.03,False,78.51
R0711,F018,W001,Road,1484.5,3,10000,0.1985,0.12,0.18,0.03,False,59.54
R0712,F018,W002,Road,527.76,1,10000,0.1028,0.12,0.18,0.03,False,30.83
R0713,F018,W003,Road,929.98,2,10000,0.143,0.12,0.18,0.03,False,42.9
R0714,F018,W004,Road,1646.41,3,10000,0.2146,0.12,0.18,0.03,False,64.39
R0715,F018,W005,Road,1055.12,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0716,F018,W006,Road,622.12,2,10000,0.1122,0.12,0.18,0.03,False,33.66
R0717,F018,W007,Road,1941.73,4,10000,0.2442,0.12,0.18,0.03,False,73.25
R0718,F018,W008,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0719,F018,W009,Road,647.97,2,10000,0.1148,0.12,0.18,0.03,False,34.44
R0720,F018,W010,Road,1696.33,4,10000,0.2196,0.12,0.18,0.03,False,65.89
R0721,F018,W011,Road,1484.17,3,10000,0.1984,0.12,0.18,0.03,False,59.53
R0722,F018,W012,Road,527.14,1,10000,0.1027,0.12,0.18,0.03,False,30.81
R0723,F018,W013,Road,930.87,2,10000,0.1431,0.12,0.18,0.03,False,42.93
R0724,F018,W014,Road,1646.24,3,10000,0.2146,0.12,0.18,0.03,False,64.39
R0725,F018,W015,Road,1055.08,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0726,F018,W016,Road,621.63,2,10000,0.1122,0.12,0.18,0.03,False,33.65
R0727,F018,W017,Road,1942.29,4,10000,0.2442,0.12,0.18,0.03,False,73.27
R0728,F018,W018,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0729,F018,W019,Road,648.86,2,10000,0.1149,0.12,0.18,0.03,False,34.47
R0730,F018,W020,Road,1695.91,4,10000,0.2196,0.12,0.18,0.03,False,65.88
R0731,F018,W021,Road,1483.83,3,10000,0.1984,0.12,0.18,0.03,False,59.51
R0732,F018,W022,Road,526.52,1,10000,0.1027,0.12,0.18,0.03,False,30.8
R0733,F018,W023,Road,931.76,2,10000,0.1432,0.12,0.18,0.03,False,42.95
R0734,F018,W024,Road,1646.07,3,10000,0.2146,0.12,0.18,0.03,False,64.38
R0735,F018,W025,Road,1055.03,2,10000,0.1555,0.12,0.18,0.03,False,46.65
R0736,F018,W026,Road,621.15,2,10000,0.1121,0.12,0.18,0.03,False,33.63
R0737,F018,W027,Road,1942.84,4,10000,0.2443,0.12,0.18,0.03,False,73.29
R0738,F018,W028,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0739,F018,W029,Road,649.76,2,10000,0.115,0.12,0.18,0.03,False,34.49
R0740,F018,W030,Road,1695.48,4,10000,0.2195,0.12,0.18,0.03,False,65.86
R0741,F019,W001,Road,1874.21,4,10000,0.2374,0.12,0.18,0.03,False,71.23
R0742,F019,W002,Road,1104.93,3,10000,0.1605,0.12,0.18,0.03,False,48.15
R0743,F019,W003,Road,281.18,1,10000,0.0781,0.12,0.18,0.03,False,23.44
R0744,F019,W004,Road,1928.89,4,10000,0.2429,0.12,0.18,0.03,False,72.87
R0745,F019,W005,Road,1313.73,3,10000,0.1814,0.12,0.18,0.03,False,54.41
R0746,F019,W006,Road,1145.15,3,10000,0.1645,0.12,0.18,0.03,False,49.35
R0747,F019,W007,Road,1628.26,3,10000,0.2128,0.12,0.18,0.03,False,63.85
R0748,F019,W008,Road,649.77,2,10000,0.115,0.12,0.18,0.03,False,34.49
R0749,F019,W009,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0750,F019,W010,Road,2125.98,4,10000,0.2626,0.12,0.18,0.03,False,78.78
R0751,F019,W011,Road,1873.63,4,10000,0.2374,0.12,0.18,0.03,False,71.21
R0752,F019,W012,Road,1104.09,3,10000,0.1604,0.12,0.18,0.03,False,48.12
R0753,F019,W013,Road,282.07,1,10000,0.0782,0.12,0.18,0.03,False,23.46
R0754,F019,W014,Road,1928.43,4,10000,0.2428,0.12,0.18,0.03,False,72.85
R0755,F019,W015,Road,1313.24,3,10000,0.1813,0.12,0.18,0.03,False,54.4
R0756,F019,W016,Road,1144.37,3,10000,0.1644,0.12,0.18,0.03,False,49.33
R0757,F019,W017,Road,1628.56,3,10000,0.2129,0.12,0.18,0.03,False,63.86
R0758,F019,W018,Road,648.86,2,10000,0.1149,0.12,0.18,0.03,False,34.47
R0759,F019,W019,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0760,F019,W020,Road,2125.35,4,10000,0.2625,0.12,0.18,0.03,False,78.76
R0761,F019,W021,Road,1873.04,4,10000,0.2373,0.12,0.18,0.03,False,71.19
R0762,F019,W022,Road,1103.26,3,10000,0.1603,0.12,0.18,0.03,False,48.1
R0763,F019,W023,Road,282.95,1,10000,0.0783,0.12,0.18,0.03,False,23.49
R0764,F019,W024,Road,1927.97,4,10000,0.2428,0.12,0.18,0.03,False,72.84
R0765,F019,W025,Road,1312.75,3,10000,0.1813,0.12,0.18,0.03,False,54.38
R0766,F019,W026,Road,1143.59,3,10000,0.1644,0.12,0.18,0.03,False,49.31
R0767,F019,W027,Road,1628.86,3,10000,0.2129,0.12,0.18,0.03,False,63.87
R0768,F019,W028,Road,647.96,2,10000,0.1148,0.12,0.18,0.03,False,34.44
R0769,F019,W029,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0770,F019,W030,Road,2124.73,4,10000,0.2625,0.12,0.18,0.03,False,78.74
R0771,F020,W001,Road,272.05,1,10000,0.0772,0.12,0.18,0.03,False,23.16
R0772,F020,W002,Road,1196.55,3,10000,0.1697,0.12,0.18,0.03,False,50.9
R0773,F020,W003,Road,2346.63,5,10000,0.2847,0.12,0.18,0.03,False,85.4
R0774,F020,W004,Road,511.04,1,10000,0.1011,0.12,0.18,0.03,False,30.33
R0775,F020,W005,Road,871.89,2,10000,0.1372,0.12,0.18,0.03,False,41.16
R0776,F020,W006,Road,1077.21,2,10000,0.1577,0.12,0.18,0.03,False,47.32
R0777,F020,W007,Road,2117.11,4,10000,0.2617,0.12,0.18,0.03,False,78.51
R0778,F020,W008,Road,1695.49,4,10000,0.2195,0.12,0.18,0.03,False,65.86
R0779,F020,W009,Road,2124.73,4,10000,0.2625,0.12,0.18,0.03,False,78.74
R0780,F020,W010,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0781,F020,W011,Road,272.88,1,10000,0.0773,0.12,0.18,0.03,False,23.19
R0782,F020,W012,Road,1196.86,3,10000,0.1697,0.12,0.18,0.03,False,50.91
R0783,F020,W013,Road,2347.31,5,10000,0.2847,0.12,0.18,0.03,False,85.42
R0784,F020,W014,Road,511.95,1,10000,0.1012,0.12,0.18,0.03,False,30.36
R0785,F020,W015,Road,872.68,2,10000,0.1373,0.12,0.18,0.03,False,41.18
R0786,F020,W016,Road,1077.59,2,10000,0.1578,0.12,0.18,0.03,False,47.33
R0787,F020,W017,Road,2118.02,4,10000,0.2618,0.12,0.18,0.03,False,78.54
R0788,F020,W018,Road,1695.91,4,10000,0.2196,0.12,0.18,0.03,False,65.88
R0789,F020,W019,Road,2125.35,4,10000,0.2625,0.12,0.18,0.03,False,78.76
R0790,F020,W020,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0791,F020,W021,Road,273.71,1,10000,0.0774,0.12,0.18,0.03,False,23.21
R0792,F020,W022,Road,1197.17,3,10000,0.1697,0.12,0.18,0.03,False,50.92
R0793,F020,W023,Road,2347.99,5,10000,0.2848,0.12,0.18,0.03,False,85.44
R0794,F020,W024,Road,512.85,1,10000,0.1013,0.12,0.18,0.03,False,30.39
R0795,F020,W025,Road,873.48,2,10000,0.1373,0.12,0.18,0.03,False,41.2
R0796,F020,W026,Road,1077.97,2,10000,0.1578,0.12,0.18,0.03,False,47.34
R0797,F020,W027,Road,2118.93,4,10000,0.2619,0.12,0.18,0.03,False,78.57
R0798,F020,W028,Road,1696.32,4,10000,0.2196,0.12,0.18,0.03,False,65.89
R0799,F020,W029,Road,2125.98,4,10000,0.2626,0.12,0.18,0.03,False,78.78
R0800,F020,W030,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,False,15.04
R0801,W001,W002,Road,1014.45,2,10000,0.1514,0.12,0.18,0.03,True,45.43
R0802,W001,W002,Air,845.38,1,10000,0.3882,0.12,0.18,0.03,True,65.72
R0803,W002,W003,Road,1376.68,3,10000,0.1877,0.12,0.18,0.03,True,56.3
R0804,W002,W003,Air,1147.23,1,10000,0.5089,0.12,0.18,0.03,True,83.83
R0805,W003,W004,Road,2106.76,4,10000,0.2607,0.12,0.18,0.03,True,78.2
R0806,W003,W004,Air,1755.64,1,10000,0.7523,0.12,0.18,0.03,True,120.34
R0807,W004,W005,Road,619.05,2,10000,0.1119,0.12,0.18,0.03,True,33.57
R0808,W004,W005,Air,515.88,1,10000,0.2564,0.12,0.18,0.03,True,45.95
R0809,W005,W006,Road,606.72,2,10000,0.1107,0.12,0.18,0.03,True,33.2
R0810,W005,W006,Air,505.6,1,10000,0.2522,0.12,0.18,0.03,True,45.34
R0811,W006,W007,Road,1889.52,4,10000,0.239,0.12,0.18,0.03,True,71.69
R0812,W006,W007,Air,1574.6,1,10000,0.6798,0.12,0.18,0.03,True,109.48
R0813,W007,W008,Road,1942.36,4,10000,0.2442,0.12,0.18,0.03,True,73.27
R0814,W007,W008,Air,1618.63,1,10000,0.6975,0.12,0.18,0.03,True,112.12
R0815,W008,W009,Road,648.87,2,10000,0.1149,0.12,0.18,0.03,True,34.47
R0816,W008,W009,Air,540.73,1,10000,0.2663,0.12,0.18,0.03,True,47.44
R0817,W009,W010,Road,2125.35,4,10000,0.2625,0.12,0.18,0.03,True,78.76
R0818,W009,W010,Air,1771.13,1,10000,0.7585,0.12,0.18,0.03,True,121.27
R0819,W010,W011,Road,273.71,1,10000,0.0774,0.12,0.18,0.03,True,23.21
R0820,W010,W011,Air,228.09,1,10000,0.1412,0.12,0.18,0.03,True,28.69
R0821,W011,W012,Road,1014.44,2,10000,0.1514,0.12,0.18,0.03,True,45.43
R0822,W011,W012,Air,845.37,1,10000,0.3881,0.12,0.18,0.03,True,65.72
R0823,W012,W013,Road,1376.67,3,10000,0.1877,0.12,0.18,0.03,True,56.3
R0824,W012,W013,Air,1147.23,1,10000,0.5089,0.12,0.18,0.03,True,83.83
R0825,W013,W014,Road,2106.76,4,10000,0.2607,0.12,0.18,0.03,True,78.2
R0826,W013,W014,Air,1755.63,1,10000,0.7523,0.12,0.18,0.03,True,120.34
R0827,W014,W015,Road,619.05,2,10000,0.1119,0.12,0.18,0.03,True,33.57
R0828,W014,W015,Air,515.88,1,10000,0.2564,0.12,0.18,0.03,True,45.95
R0829,W015,W016,Road,606.7,2,10000,0.1107,0.12,0.18,0.03,True,33.2
R0830,W015,W016,Air,505.59,1,10000,0.2522,0.12,0.18,0.03,True,45.34
R0831,W016,W017,Road,1889.47,4,10000,0.2389,0.12,0.18,0.03,True,71.68
R0832,W016,W017,Air,1574.56,1,10000,0.6798,0.12,0.18,0.03,True,109.47
R0833,W017,W018,Road,1942.29,4,10000,0.2442,0.12,0.18,0.03,True,73.27
R0834,W017,W018,Air,1618.57,1,10000,0.6974,0.12,0.18,0.03,True,112.11
R0835,W018,W019,Road,648.86,2,10000,0.1149,0.12,0.18,0.03,True,34.47
R0836,W018,W019,Air,540.72,1,10000,0.2663,0.12,0.18,0.03,True,47.44
R0837,W019,W020,Road,2125.35,4,10000,0.2625,0.12,0.18,0.03,True,78.76
R0838,W019,W020,Air,1771.13,1,10000,0.7585,0.12,0.18,0.03,True,121.27
R0839,W020,W021,Road,273.71,1,10000,0.0774,0.12,0.18,0.03,True,23.21
R0840,W020,W021,Air,228.09,1,10000,0.1412,0.12,0.18,0.03,True,28.69
R0841,W021,W022,Road,1014.44,2,10000,0.1514,0.12,0.18,0.03,True,45.43
R0842,W021,W022,Air,845.36,1,10000,0.3881,0.12,0.18,0.03,True,65.72
R0843,W022,W023,Road,1376.66,3,10000,0.1877,0.12,0.18,0.03,True,56.3
R0844,W022,W023,Air,1147.22,1,10000,0.5089,0.12,0.18,0.03,True,83.83
R0845,W023,W024,Road,2106.76,4,10000,0.2607,0.12,0.18,0.03,True,78.2
R0846,W023,W024,Air,1755.63,1,10000,0.7523,0.12,0.18,0.03,True,120.34
R0847,W024,W025,Road,619.05,2,10000,0.1119,0.12,0.18,0.03,True,33.57
R0848,W024,W025,Air,515.87,1,10000,0.2563,0.12,0.18,0.03,True,45.95
R0849,W025,W026,Road,606.69,2,10000,0.1107,0.12,0.18,0.03,True,33.2
R0850,W025,W026,Air,505.57,1,10000,0.2522,0.12,0.18,0.03,True,45.33
R0851,W026,W027,Road,1889.41,4,10000,0.2389,0.12,0.18,0.03,True,71.68
R0852,W026,W027,Air,1574.51,1,10000,0.6798,0.12,0.18,0.03,True,109.47
R0853,W027,W028,Road,1942.21,4,10000,0.2442,0.12,0.18,0.03,True,73.27
R0854,W027,W028,Air,1618.51,1,10000,0.6974,0.12,0.18,0.03,True,112.11
R0855,W028,W029,Road,648.86,2,10000,0.1149,0.12,0.18,0.03,True,34.47
R0856,W028,W029,Air,540.71,1,10000,0.2663,0.12,0.18,0.03,True,47.44
R0857,W029,W030,Road,2125.35,4,10000,0.2625,0.12,0.18,0.03,True,78.76
R0858,W029,W030,Air,1771.13,1,10000,0.7585,0.12,0.18,0.03,True,121.27
R0859,W030,W001,Road,271.21,1,10000,0.0771,0.12,0.18,0.03,True,23.14
R0860,W030,W001,Air,226.01,1,10000,0.1404,0.12,0.18,0.03,True,28.56
R0861,W024,W012,Road,1240.03,3,10000,0.174,0.12,0.18,0.03,True,52.2
R0862,W024,W012,Air,1033.36,1,10000,0.4633,0.12,0.18,0.03,True,77.0
R0863,W014,W026,Road,1097.0,2,10000,0.1597,0.12,0.18,0.03,True,47.91
R0864,W014,W026,Air,914.16,1,10000,0.4157,0.12,0.18,0.03,True,69.85
R0865,W014,W024,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,True,15.04
R0866,W014,W024,Air,1,1,10000,0.0504,0.12,0.18,0.03,True,15.06
R0867,W003,W002,Road,1376.68,3,10000,0.1877,0.12,0.18,0.03,True,56.3
R0868,W003,W002,Air,1147.23,1,10000,0.5089,0.12,0.18,0.03,True,83.83
R0869,W021,W002,Road,1014.14,2,10000,0.1514,0.12,0.18,0.03,True,45.42
R0870,W021,W002,Air,845.11,1,10000,0.388,0.12,0.18,0.03,True,65.71
R0871,W009,W024,Road,1927.52,4,10000,0.2428,0.12,0.18,0.03,True,72.83
R0872,W009,W024,Air,1606.27,1,10000,0.6925,0.12,0.18,0.03,True,111.38
R0873,W019,W023,Road,282.95,1,10000,0.0783,0.12,0.18,0.03,True,23.49
R0874,W019,W023,Air,235.79,1,10000,0.1443,0.12,0.18,0.03,True,29.15
R0875,W027,W001,Road,1874.63,4,10000,0.2375,0.12,0.18,0.03,True,71.24
R0876,W027,W001,Air,1562.19,1,10000,0.6749,0.12,0.18,0.03,True,108.73
R0877,W030,W020,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,True,15.04
R0878,W030,W020,Air,1,1,10000,0.0504,0.12,0.18,0.03,True,15.06
R0879,W028,W008,Road,1.81,1,10000,0.0502,0.12,0.18,0.03,True,15.05
R0880,W028,W008,Air,1.51,1,10000,0.0506,0.12,0.18,0.03,True,15.09
R0881,W005,W012,Road,745.41,2,10000,0.1245,0.12,0.18,0.03,True,37.36
R0882,W005,W012,Air,621.17,1,10000,0.2985,0.12,0.18,0.03,True,52.27
R0883,W029,W008,Road,650.66,2,10000,0.1151,0.12,0.18,0.03,True,34.52
R0884,W029,W008,Air,542.21,1,10000,0.2669,0.12,0.18,0.03,True,47.53
R0885,W015,W005,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,True,15.04
R0886,W015,W005,Air,1,1,10000,0.0504,0.12,0.18,0.03,True,15.06
R0887,W015,W017,Road,1416.94,3,10000,0.1917,0.12,0.18,0.03,True,57.51
R0888,W015,W017,Air,1180.78,1,10000,0.5223,0.12,0.18,0.03,True,85.85
R0889,W011,W027,Road,1873.7,4,10000,0.2374,0.12,0.18,0.03,True,71.21
R0890,W011,W027,Air,1561.41,1,10000,0.6746,0.12,0.18,0.03,True,108.68
R0891,W010,W027,Road,2119.86,4,10000,0.262,0.12,0.18,0.03,True,78.6
R0892,W010,W027,Air,1766.55,1,10000,0.7566,0.12,0.18,0.03,True,120.99
R0893,W017,W003,Road,1564.19,3,10000,0.2064,0.12,0.18,0.03,True,61.93
R0894,W017,W003,Air,1303.49,1,10000,0.5714,0.12,0.18,0.03,True,93.21
R0895,W006,W013,Road,1407.88,3,10000,0.1908,0.12,0.18,0.03,True,57.24
R0896,W006,W013,Air,1173.23,1,10000,0.5193,0.12,0.18,0.03,True,85.39
R0897,W016,W028,Road,622.11,2,10000,0.1122,0.12,0.18,0.03,True,33.66
R0898,W016,W028,Air,518.43,1,10000,0.2574,0.12,0.18,0.03,True,46.11
R0899,W012,W016,Road,144.59,1,10000,0.0645,0.12,0.18,0.03,True,19.34
R0900,W012,W016,Air,120.49,1,10000,0.0982,0.12,0.18,0.03,True,22.23
R0901,W030,W008,Road,1695.07,4,10000,0.2195,0.12,0.18,0.03,True,65.85
R0902,W030,W008,Air,1412.56,1,10000,0.615,0.12,0.18,0.03,True,99.75
R0903,W007,W026,Road,1887.89,4,10000,0.2388,0.12,0.18,0.03,True,71.64
R0904,W007,W026,Air,1573.24,1,10000,0.6793,0.12,0.18,0.03,True,109.39
R0905,W026,W014,Road,1097.0,2,10000,0.1597,0.12,0.18,0.03,True,47.91
R0906,W026,W014,Air,914.16,1,10000,0.4157,0.12,0.18,0.03,True,69.85
R0907,W003,W013,Road,1.2,1,10000,0.0501,0.12,0.18,0.03,True,15.04
R0908,W003,W013,Air,1,1,10000,0.0504,0.12,0.18,0.03,True,15.06
R0909,W008,W011,Road,1483.84,3,10000,0.1984,0.12,0.18,0.03,True,59.52
R0910,W008,W011,Air,1236.53,1,10000,0.5446,0.12,0.18,0.03,True,89.19
R0911,W014,W020,Road,511.95,1,10000,0.1012,0.12,0.18,0.03,True,30.36
R0912,W014,W020,Air,426.62,1,10000,0.2206,0.12,0.18,0.03,True,40.6
R0913,W019,W008,Road,649.77,2,10000,0.115,0.12,0.18,0.03,True,34.49
R0914,W019,W008,Air,541.47,1,10000,0.2666,0.12,0.18,0.03,True,47.49
