order_id,customer_id,product_id,warehouse_id,order_date,required_date,quantity,unit_price,priority,order_status,region
O049111,CU11601,P095,W026,2026-11-14,2026-11-19,8,2018.8,High,Delivered,West
O049112,CU03145,P033,W004,2026-06-20,2026-06-27,2,1930.74,Medium,Delivered,South
O049113,CU14609,P065,W009,2026-07-21,2026-07-27,6,1558.03,Critical,Delivered,North
O049114,CU04744,P023,W001,2026-08-19,2026-08-26,11,1437.45,Critical,Delivered,South
O049115,CU12659,P065,W011,2026-07-31,2026-08-05,15,1558.03,Critical,Delivered,South
O049116,CU10220,P084,W017,2026-05-08,2026-05-14,5,1221.81,Low,Delivered,East
O049117,CU11908,P040,W012,2026-11-07,2026-11-13,15,1600.78,Critical,Delivered,West
O049118,CU08984,P064,W007,2026-05-08,2026-05-14,13,1049.36,Medium,Delivered,East
O049119,CU03388,P008,W027,2026-06-17,2026-06-24,2,1754.19,Critical,Delivered,East
O049120,CU12188,P048,W025,2026-05-09,2026-05-14,9,2211.5,Low,Delivered,South
O049121,CU19422,P018,W016,2026-06-02,2026-06-07,3,1375.37,Medium,Delivered,West
O049122,CU12524,P062,W026,2026-06-06,2026-06-10,10,1682.3,Low,Delivered,West
O049123,CU16074,P032,W008,2026-08-12,2026-08-16,7,1577.18,Critical,Delivered,West
O049124,CU01304,P067,W001,2026-03-01,2026-03-08,12,1766.71,High,Delivered,South
O049125,CU15214,P035,W023,2026-06-10,2026-06-16,10,1875.22,Medium,Delivered,North
O049126,CU07481,P036,W011,2026-12-02,2026-12-07,10,1498.01,High,Delivered,South
O049127,CU17927,P039,W023,2026-01-24,2026-01-28,4,1579.48,Medium,Delivered,North
O049128,CU15798,P046,W004,2026-05-30,2026-06-04,10,1718.99,Critical,Delivered,South
O049129,CU04362,P050,W012,2026-05-08,2026-05-14,3,1681.79,Low,Delivered,West
O049130,CU03842,P087,W006,2026-09-15,2026-09-22,14,1689.96,High,Delivered,West
O049131,CU14006,P042,W024,2026-06-11,2026-06-17,3,1908.24,High,Delivered,South
O049132,CU12288,P005,W028,2026-09-15,2026-09-20,8,1489.32,Low,Delivered,West
O049133,CU03552,P009,W002,2026-02-08,2026-02-14,14,2438.98,High,Delivered,West
O049134,CU06648,P096,W010,2026-10-01,2026-10-06,9,2186.42,Medium,Delivered,South
O049135,CU11551,P004,W019,2026-07-21,2026-07-28,12,1506.02,High,Delivered,North
O049136,CU04340,P006,W022,2026-06-04,2026-06-08,4,1779.32,Medium,Delivered,West
O049137,CU03036,P017,W018,2026-03-18,2026-03-25,10,1531.05,Critical,Delivered,West
O049138,CU13401,P082,W011,2026-03-16,2026-03-21,14,1477.02,High,Delivered,South
O049139,CU14251,P026,W020,2026-01-30,2026-02-04,12,2151.64,Critical,Delivered,South
O049140,CU02644,P063,W011,2026-11-25,2026-12-02,8,2106.53,High,Delivered,South
O049141,CU08786,P049,W029,2026-10-01,2026-10-05,4,1254.47,Critical,Delivered,North
O049142,CU05253,P064,W009,2026-10-11,2026-10-18,5,1049.36,Critical,Delivered,North
O049143,CU18716,P060,W025,2026-04-10,2026-04-15,11,1950.06,Critical,Delivered,South
O049144,CU09270,P090,W007,2026-04-04,2026-04-11,15,2191.23,Medium,Delivered,East
O049145,CU14900,P077,W004,2026-07-26,2026-08-01,4,1618.08,High,Delivered,South
O049146,CU19319,P008,W003,2026-08-21,2026-08-26,14,1754.19,Low,Delivered,North
O049147,CU15452,P049,W009,2026-10-09,2026-10-13,3,1254.47,Low,Delivered,North
O049148,CU04590,P010,W019,2026-08-11,2026-08-18,7,1599.86,Medium,Delivered,North
O049149,CU05953,P086,W020,2026-03-07,2026-03-12,10,1780.69,High,Delivered,South
O049150,CU11971,P008,W010,2026-09-03,2026-09-10,1,1754.19,Low,Delivered,South
O049151,CU03238,P027,W024,2026-05-27,2026-06-02,5,1865.83,High,Delivered,South
O049152,CU09484,P085,W016,2026-12-21,2026-12-26,12,1638.45,Medium,Delivered,West
O049153,CU19770,P018,W011,2026-03-09,2026-03-15,7,1375.37,Medium,Delivered,South
O049154,CU10451,P053,W018,2026-03-12,2026-03-17,5,1638.29,Medium,Delivered,West
O049155,CU15023,P034,W010,2026-05-11,2026-05-15,4,1274.41,Low,Delivered,South
O049156,CU01687,P014,W002,2026-12-16,2026-12-22,11,2468.18,Low,Delivered,West
O049157,CU10942,P041,W015,2026-07-10,2026-07-15,9,1836.19,Low,Delivered,South
O049158,CU19284,P057,W010,2026-11-27,2026-12-04,7,1566.39,Medium,Delivered,South
O049159,CU04034,P093,W003,2026-05-14,2026-05-18,2,2141.57,Critical,Delivered,North
O049160,CU15098,P011,W002,2026-09-26,2026-10-01,4,1428.84,Medium,Delivered,West
O049161,CU01828,P030,W010,2026-02-18,2026-02-22,11,2508.28,Critical,Delivered,South
O049162,CU06785,P039,W009,2026-09-05,2026-09-09,1,1579.48,Medium,Delivered,North
O049163,CU03060,P057,W026,2026-04-28,2026-05-05,9,1566.39,Low,Delivered,West
O049164,CU18394,P022,W027,2026-11-06,2026-11-13,15,1443.59,Medium,Delivered,East
O049165,CU06551,P079,W022,2026-02-23,2026-03-01,12,1743.52,Critical,Delivered,West
O049166,CU10235,P039,W010,2026-10-31,2026-11-07,4,1579.48,Critical,Delivered,South
O049167,CU04931,P078,W023,2026-12-10,2026-12-15,15,1303.45,Critical,Delivered,North
O049168,CU17930,P016,W018,2026-08-18,2026-08-23,5,1877.81,Critical,Delivered,West
O049169,CU17081,P011,W005,2026-01-26,2026-01-31,7,1428.84,High,Delivered,South
O049170,CU13978,P023,W006,2026-08-22,2026-08-28,14,1437.45,High,Delivered,West
O049171,CU01458,P059,W008,2026-08-22,2026-08-27,1,1457.23,Low,Delivered,West
O049172,CU00362,P029,W005,2026-07-29,2026-08-04,10,1884.63,Medium,Delivered,South
O049173,CU02545,P050,W015,2026-03-01,2026-03-06,2,1681.79,Low,Delivered,South
O049174,CU04319,P008,W002,2026-04-29,2026-05-03,3,1754.19,High,Delivered,West
O049175,CU02701,P094,W012,2026-02-10,2026-02-16,14,1755.47,Critical,Delivered,West
O049176,CU09514,P040,W019,2026-07-04,2026-07-11,7,1600.78,Critical,Delivered,North
O049177,CU11066,P062,W025,2026-07-22,2026-07-27,9,1682.3,Medium,Delivered,South
O049178,CU07987,P097,W016,2026-10-01,2026-10-08,4,2092.9,Medium,Delivered,West
O049179,CU16614,P058,W001,2026-11-30,2026-12-06,6,1481.9,Low,Delivered,South
O049180,CU02002,P091,W021,2026-04-02,2026-04-06,15,1764.05,Medium,Delivered,South
O049181,CU18963,P075,W017,2026-07-29,2026-08-04,1,1797.15,Low,Delivered,East
O049182,CU07517,P023,W009,2026-08-28,2026-09-01,13,1437.45,High,Delivered,North
O049183,CU12420,P089,W027,2026-06-29,2026-07-05,6,1582.11,High,Delivered,East
O049184,CU13811,P006,W014,2026-04-17,2026-04-22,15,1779.32,Low,Delivered,South
O049185,CU07642,P055,W012,2026-10-17,2026-10-22,8,1521.29,Low,Delivered,West
O049186,CU08970,P069,W028,2026-02-11,2026-02-16,4,1609.53,Medium,Delivered,West
O049187,CU05290,P063,W020,2026-03-28,2026-04-05,12,2106.53,High,Delivered,South
O049188,CU16907,P022,W020,2026-09-27,2026-10-03,13,1443.59,Critical,Delivered,South
O049189,CU02691,P017,W003,2026-02-27,2026-03-05,10,1531.05,Low,Delivered,North
O049190,CU02904,P098,W011,2026-09-03,2026-09-09,7,1551.28,Low,Delivered,South
O049191,CU03599,P032,W022,2026-11-17,2026-11-21,14,1577.18,High,Delivered,West
O049192,CU05169,P089,W026,2026-10-06,2026-10-12,4,1582.11,Medium,Delivered,West
O049193,CU07862,P006,W010,2026-12-01,2026-12-06,6,1779.32,Low,Delivered,South
O049194,CU10153,P062,W011,2026-10-08,2026-10-13,10,1682.3,Low,Delivered,South
O049195,CU00276,P065,W029,2026-01-14,2026-01-20,14,1558.03,Medium,Delivered,North
O049196,CU01283,P020,W016,2026-02-11,2026-02-16,2,1566.77,High,Delivered,West
O049197,CU08800,P047,W017,2026-04-15,2026-04-19,10,1495.14,Critical,Delivered,East
O049198,CU01350,P017,W021,2026-03-17,2026-03-24,1,1531.05,Critical,Delivered,South
O049199,CU18113,P042,W025,2026-01-13,2026-01-18,8,1908.24,Medium,Delivered,South
O049200,CU06924,P070,W011,2026-12-22,2026-12-26,12,1491.91,High,Delivered,South
O049201,CU18341,P002,W023,2026-05-20,2026-05-26,13,2277.32,Critical,Delivered,North
O049202,CU16838,P008,W001,2026-12-25,2026-12-31,5,1754.19,Critical,Delivered,South
O049203,CU01928,P087,W020,2026-09-04,2026-09-11,6,1689.96,Medium,Delivered,South
O049204,CU17135,P036,W006,2026-02-14,2026-02-18,1,1498.01,High,Delivered,West
O049205,CU18657,P088,W005,2026-01-13,2026-01-18,7,1756.58,High,Delivered,South
O049206,CU15367,P022,W011,2026-12-22,2026-12-27,7,1443.59,Low,Delivered,South
O049207,CU19537,P008,W015,2026-04-24,2026-04-29,6,1754.19,Critical,Delivered,South
O049208,CU11547,P021,W019,2026-02-15,2026-02-22,3,2276.14,Low,Delivered,North
O049209,CU00668,P044,W002,2026-10-09,2026-10-15,3,1667.76,Critical,Delivered,West
O049210,CU01399,P038,W011,2026-07-29,2026-08-04,11,1677.89,Medium,Delivered,South
O049211,CU03771,P091,W025,2026-08-11,2026-08-16,5,1764.05,Critical,Delivered,South
O049212,CU07536,P075,W014,2026-05-03,2026-05-08,10,1797.15,High,Delivered,South
O049213,CU10103,P085,W016,2026-02-19,2026-02-24,8,1638.45,High,Delivered,West
O049214,CU09249,P018,W028,2026-06-08,2026-06-12,12,1375.37,Medium,Delivered,West
O049215,CU19831,P073,W020,2026-09-26,2026-10-04,7,2049.17,Medium,Delivered,South
O049216,CU03510,P094,W008,2026-11-27,2026-12-03,8,1755.47,Medium,Delivered,West
O049217,CU18895,P091,W022,2026-01-20,2026-01-25,3,1764.05,Medium,Delivered,West
O049218,CU05503,P065,W018,2026-02-14,2026-02-19,7,1558.03,Medium,Delivered,West
O049219,CU11078,P062,W018,2026-11-30,2026-12-04,5,1682.3,Low,Delivered,West
O049220,CU10113,P084,W013,2026-10-03,2026-10-10,15,1221.81,High,Delivered,North
O049221,CU02022,P043,W016,2026-10-25,2026-10-31,12,2352.24,Critical,Delivered,West
O049222,CU01337,P004,W019,2026-08-04,2026-08-11,1,1506.02,Medium,Delivered,North
O049223,CU14822,P081,W004,2026-11-13,2026-11-17,10,1828.86,Critical,Delivered,South
O049224,CU18901,P098,W024,2026-10-23,2026-10-29,4,1551.28,Critical,Delivered,South
O049225,CU03034,P096,W017,2026-02-09,2026-02-16,12,2186.42,Low,Delivered,East
O049226,CU06649,P017,W018,2026-11-15,2026-11-22,4,1531.05,Medium,Delivered,West
O049227,CU02306,P009,W024,2026-10-31,2026-11-07,3,2438.98,High,Delivered,South
O049228,CU13351,P020,W023,2026-04-05,2026-04-13,10,1566.77,Low,Delivered,North
O049229,CU05265,P090,W001,2026-06-06,2026-06-10,12,2191.23,High,Delivered,South
O049230,CU14536,P087,W027,2026-07-19,2026-07-23,5,1689.96,Medium,Delivered,East
O049231,CU19386,P018,W005,2026-01-18,2026-01-23,10,1375.37,Critical,Delivered,South
O049232,CU17166,P031,W001,2026-03-27,2026-03-31,11,2221.11,Low,Delivered,South
O049233,CU16492,P047,W022,2026-06-18,2026-06-25,7,1495.14,Critical,Delivered,West
O049234,CU03053,P011,W011,2026-09-20,2026-09-24,11,1428.84,Critical,Delivered,South
O049235,CU13097,P097,W029,2026-08-10,2026-08-16,2,2092.9,Critical,Delivered,North
O049236,CU18061,P100,W008,2026-02-15,2026-02-22,10,1663.66,High,Delivered,West
O049237,CU01983,P074,W012,2026-03-25,2026-03-31,8,2182.61,High,Delivered,West
O049238,CU06395,P034,W025,2026-06-04,2026-06-09,1,1274.41,Low,Delivered,South
O049239,CU06046,P056,W011,2026-02-02,2026-02-07,4,2450.17,Low,Delivered,South
O049240,CU19642,P024,W021,2026-02-03,2026-02-07,10,1890.71,Medium,Delivered,South
O049241,CU19809,P038,W013,2026-09-05,2026-09-10,9,1677.89,High,Delivered,North
O049242,CU01548,P039,W024,2026-07-31,2026-08-07,10,1579.48,Low,Delivered,South
O049243,CU09929,P036,W022,2026-05-12,2026-05-16,11,1498.01,Critical,Delivered,West
O049244,CU16815,P071,W023,2026-04-07,2026-04-14,10,1449.26,Critical,Delivered,North
O049245,CU05533,P002,W020,2026-12-30,2027-01-05,7,2277.32,Medium,Pending,South
O049246,CU16934,P086,W002,2026-06-30,2026-07-04,3,1780.69,High,Delivered,West
O049247,CU00169,P070,W024,2026-10-21,2026-10-25,6,1491.91,Medium,Delivered,South
O049248,CU04626,P036,W010,2026-04-26,2026-05-01,6,1498.01,Low,Delivered,South
O049249,CU17611,P064,W026,2026-12-07,2026-12-12,11,1049.36,Low,Delivered,West
O049250,CU02553,P030,W022,2026-11-02,2026-11-08,7,2508.28,Critical,Delivered,West
O049251,CU00616,P051,W028,2026-03-05,2026-03-11,1,2002.77,Low,Delivered,West
O049252,CU17571,P093,W029,2026-04-10,2026-04-14,8,2141.57,Low,Delivered,North
O049253,CU00977,P022,W008,2026-03-08,2026-03-12,13,1443.59,Low,Delivered,West
O049254,CU15056,P069,W002,2026-01-28,2026-02-03,1,1609.53,Low,Delivered,West
O049255,CU15678,P055,W009,2026-07-22,2026-07-28,4,1521.29,Medium,Delivered,North
O049256,CU03998,P076,W024,2026-04-02,2026-04-07,8,1517.74,High,Delivered,South
O049257,CU02236,P088,W011,2026-07-24,2026-07-30,6,1756.58,Critical,Delivered,South
O049258,CU13959,P032,W018,2026-09-14,2026-09-18,3,1577.18,Low,Delivered,West
O049259,CU14984,P062,W006,2026-03-17,2026-03-21,11,1682.3,Medium,Delivered,West
O049260,CU15567,P088,W013,2026-10-26,2026-10-31,7,1756.58,High,Delivered,North
O049261,CU04576,P057,W028,2026-12-02,2026-12-09,8,1566.39,Critical,Delivered,West
O049262,CU18884,P069,W010,2026-08-22,2026-08-29,12,1609.53,High,Delivered,South
O049263,CU16226,P076,W026,2026-08-15,2026-08-19,15,1517.74,Low,Delivered,West
O049264,CU13072,P088,W020,2026-11-20,2026-11-27,14,1756.58,Low,Delivered,South
O049265,CU02109,P079,W008,2026-02-08,2026-02-13,3,1743.52,Medium,Delivered,West
O049266,CU05626,P060,W027,2026-06-11,2026-06-18,11,1950.06,Medium,Delivered,East
O049267,CU17617,P013,W020,2026-09-19,2026-09-27,7,2214.66,Low,Delivered,South
O049268,CU00553,P020,W027,2026-05-02,2026-05-09,15,1566.77,High,Delivered,East
O049269,CU19227,P068,W020,2026-06-22,2026-06-29,8,1573.67,Critical,Delivered,South
O049270,CU03128,P074,W030,2026-05-19,2026-05-23,5,2182.61,Medium,Delivered,South
O049271,CU14106,P045,W028,2026-06-26,2026-07-01,2,1401.0,High,Delivered,West
O049272,CU08913,P074,W019,2026-05-28,2026-06-04,13,2182.61,High,Delivered,North
O049273,CU14731,P097,W007,2026-07-25,2026-07-29,8,2092.9,Low,Delivered,East
O049274,CU01043,P019,W026,2026-04-09,2026-04-15,6,1619.04,Critical,Delivered,West
O049275,CU15269,P043,W004,2026-04-21,2026-04-28,10,2352.24,Low,Delivered,South
O049276,CU08931,P029,W005,2026-12-20,2026-12-26,13,1884.63,Medium,Delivered,South
O049277,CU16223,P046,W018,2026-02-01,2026-02-06,3,1718.99,Low,Delivered,West
O049278,CU18355,P032,W029,2026-01-15,2026-01-21,14,1577.18,High,Delivered,North
O049279,CU08249,P025,W003,2026-01-25,2026-01-31,10,1278.22,High,Delivered,North
O049280,CU02373,P034,W015,2026-07-12,2026-07-17,1,1274.41,High,Delivered,South
O049281,CU17246,P087,W014,2026-06-10,2026-06-16,2,1689.96,Medium,Delivered,South
O049282,CU09583,P054,W009,2026-10-08,2026-10-15,9,1873.41,Low,Delivered,North
O049283,CU01783,P024,W020,2026-04-21,2026-04-25,15,1890.71,High,Delivered,South
O049284,CU03067,P033,W016,2026-08-20,2026-08-26,6,1930.74,Low,Delivered,West
O049285,CU02343,P068,W019,2026-05-24,2026-05-29,13,1573.67,High,Delivered,North
O049286,CU01423,P061,W004,2026-08-03,2026-08-07,8,2377.45,High,Delivered,South
O049287,CU15185,P057,W027,2026-08-27,2026-08-31,13,1566.39,High,Delivered,East
O049288,CU05436,P014,W005,2026-01-09,2026-01-14,12,2468.18,Medium,Delivered,South
O049289,CU11027,P035,W019,2026-05-19,2026-05-25,15,1875.22,Low,Delivered,North
O049290,CU15782,P026,W004,2026-06-04,2026-06-09,1,2151.64,Medium,Delivered,South
O049291,CU09356,P100,W023,2026-12-30,2027-01-07,2,1663.66,Medium,Pending,North
O049292,CU07925,P089,W025,2026-04-18,2026-04-24,11,1582.11,Medium,Delivered,South
O049293,CU10583,P054,W013,2026-11-18,2026-11-25,3,1873.41,Critical,Delivered,North
O049294,CU16221,P076,W017,2026-04-26,2026-05-03,8,1517.74,Low,Delivered,East
O049295,CU19300,P088,W028,2026-11-07,2026-11-11,9,1756.58,Critical,Delivered,West
O049296,CU12257,P024,W013,2026-11-30,2026-12-07,2,1890.71,High,Delivered,North
O049297,CU15919,P066,W022,2026-09-03,2026-09-07,13,2195.84,Medium,Delivered,West
O049298,CU04319,P016,W009,2026-07-08,2026-07-14,15,1877.81,Low,Delivered,North
O049299,CU19518,P002,W008,2026-04-15,2026-04-19,9,2277.32,Low,Delivered,West
O049300,CU08618,P061,W026,2026-07-17,2026-07-22,3,2377.45,Medium,Delivered,West
O049301,CU12232,P023,W023,2026-11-19,2026-11-23,3,1437.45,Critical,Delivered,North
O049302,CU11995,P058,W012,2026-10-17,2026-10-21,9,1481.9,Medium,Delivered,West
O049303,CU06420,P078,W003,2026-06-05,2026-06-10,5,1303.45,Critical,Delivered,North
O049304,CU11499,P028,W027,2026-11-12,2026-11-19,2,1832.07,Medium,Delivered,East
O049305,CU12796,P055,W002,2026-08-22,2026-08-27,8,1521.29,Medium,Delivered,West
O049306,CU09221,P029,W026,2026-05-21,2026-05-27,15,1884.63,Low,Delivered,West
O049307,CU02203,P095,W004,2026-09-13,2026-09-18,11,2018.8,Critical,Delivered,South
O049308,CU09635,P037,W028,2026-04-03,2026-04-10,8,1837.25,Low,Delivered,West
O049309,CU00436,P003,W007,2026-03-07,2026-03-13,10,1382.34,Low,Delivered,East
O049310,CU02495,P062,W017,2026-11-30,2026-12-07,3,1682.3,Low,Delivered,East
O049311,CU13391,P091,W005,2026-06-23,2026-06-28,7,1764.05,Medium,Delivered,South
O049312,CU07255,P084,W027,2026-05-07,2026-05-13,14,1221.81,Medium,Delivered,East
O049313,CU07381,P027,W003,2026-03-28,2026-04-03,10,1865.83,Critical,Delivered,North
O049314,CU19701,P089,W018,2026-11-12,2026-11-17,3,1582.11,Critical,Delivered,West
O049315,CU18605,P082,W005,2026-09-27,2026-10-02,7,1477.02,High,Delivered,South
O049316,CU15627,P095,W025,2026-03-27,2026-03-31,10,2018.8,Critical,Delivered,South
O049317,CU07178,P063,W008,2026-06-22,2026-06-27,15,2106.53,High,Delivered,West
O049318,CU15240,P073,W029,2026-10-04,2026-10-08,3,2049.17,Medium,Delivered,North
O049319,CU06134,P083,W020,2026-09-17,2026-09-25,1,1718.44,Critical,Delivered,South
O049320,CU03775,P098,W016,2026-09-17,2026-09-22,15,1551.28,High,Delivered,West
O049321,CU05150,P026,W027,2026-07-13,2026-07-20,4,2151.64,Medium,Delivered,East
O049322,CU06811,P028,W010,2026-08-08,2026-08-15,11,1832.07,Low,Delivered,South
O049323,CU06051,P065,W027,2026-06-25,2026-07-01,13,1558.03,Medium,Delivered,East
O049324,CU06714,P080,W009,2026-07-05,2026-07-12,12,1828.94,High,Delivered,North
O049325,CU11617,P055,W009,2026-09-21,2026-09-27,13,1521.29,High,Delivered,North
O049326,CU06797,P058,W030,2026-06-24,2026-07-01,10,1481.9,Critical,Delivered,South
O049327,CU07629,P045,W026,2026-11-01,2026-11-06,2,1401.0,Critical,Delivered,West
O049328,CU05061,P070,W014,2026-11-30,2026-12-04,13,1491.91,High,Delivered,South
O049329,CU11554,P082,W005,2026-11-10,2026-11-15,15,1477.02,Low,Delivered,South
O049330,CU11108,P013,W021,2026-05-02,2026-05-09,12,2214.66,Medium,Delivered,South
O049331,CU08384,P003,W028,2026-01-08,2026-01-13,9,1382.34,Low,Delivered,West
O049332,CU05886,P040,W013,2026-01-18,2026-01-26,2,1600.78,Medium,Delivered,North
O049333,CU02241,P078,W025,2026-04-24,2026-04-29,1,1303.45,High,Delivered,South
O049334,CU03039,P004,W017,2026-10-06,2026-10-12,12,1506.02,Critical,Delivered,East
O049335,CU17242,P057,W025,2026-01-08,2026-01-14,4,1566.39,High,Delivered,South
O049336,CU04044,P009,W013,2026-08-31,2026-09-04,9,2438.98,Low,Delivered,North
O049337,CU04507,P085,W002,2026-10-12,2026-10-17,2,1638.45,Low,Delivered,West
O049338,CU11228,P069,W023,2026-08-06,2026-08-10,2,1609.53,Critical,Delivered,North
O049339,CU13562,P001,W006,2026-03-30,2026-04-04,3,1828.71,High,Delivered,West
O049340,CU10280,P063,W024,2026-09-23,2026-09-30,15,2106.53,Critical,Delivered,South
O049341,CU07272,P039,W026,2026-07-27,2026-08-02,11,1579.48,High,Delivered,West
O049342,CU16168,P035,W013,2026-10-12,2026-10-18,4,1875.22,Critical,Delivered,North
O049343,CU14703,P053,W013,2026-02-10,2026-02-14,15,1638.29,Low,Delivered,North
O049344,CU18322,P058,W029,2026-02-21,2026-02-26,5,1481.9,Medium,Delivered,North
O049345,CU13615,P056,W019,2026-07-02,2026-07-08,4,2450.17,Low,Delivered,North
O049346,CU15376,P083,W009,2026-09-25,2026-09-29,15,1718.44,Low,Delivered,North
O049347,CU18075,P001,W007,2026-04-26,2026-05-03,12,1828.71,Medium,Delivered,East
O049348,CU15789,P077,W005,2026-11-19,2026-11-25,1,1618.08,Critical,Delivered,South
O049349,CU11658,P008,W024,2026-05-09,2026-05-15,6,1754.19,Critical,Delivered,South
O049350,CU19994,P099,W030,2026-06-19,2026-06-26,6,1662.53,Medium,Delivered,South
O049351,CU02165,P027,W009,2026-01-17,2026-01-23,9,1865.83,Critical,Delivered,North
O049352,CU05061,P066,W017,2026-07-08,2026-07-15,9,2195.84,High,Delivered,East
O049353,CU13514,P061,W006,2026-11-22,2026-11-27,8,2377.45,High,Delivered,West
O049354,CU05597,P059,W011,2026-06-19,2026-06-26,4,1457.23,Low,Delivered,South
O049355,CU02825,P076,W021,2026-06-15,2026-06-20,9,1517.74,Low,Delivered,South
O049356,CU08999,P071,W020,2026-02-10,2026-02-14,6,1449.26,Critical,Delivered,South
O049357,CU15792,P028,W008,2026-09-12,2026-09-16,3,1832.07,Medium,Delivered,West
O049358,CU00709,P030,W003,2026-04-03,2026-04-11,1,2508.28,High,Delivered,North
O049359,CU18598,P019,W030,2026-08-19,2026-08-26,7,1619.04,Critical,Delivered,South
O049360,CU18218,P091,W004,2026-05-14,2026-05-18,5,1764.05,Critical,Delivered,South
O049361,CU13683,P027,W022,2026-08-22,2026-08-29,6,1865.83,High,Delivered,West
O049362,CU05617,P093,W028,2026-02-15,2026-02-20,7,2141.57,High,Delivered,West
O049363,CU07754,P099,W014,2026-10-23,2026-10-30,5,1662.53,Low,Delivered,South
O049364,CU05117,P074,W030,2026-05-17,2026-05-21,14,2182.61,Critical,Delivered,South
O049365,CU11539,P012,W014,2026-09-06,2026-09-12,6,1259.62,Medium,Delivered,South
O049366,CU19371,P066,W028,2026-09-17,2026-09-22,10,2195.84,Low,Delivered,West
O049367,CU12510,P061,W008,2026-06-20,2026-06-26,1,2377.45,Medium,Delivered,West
O049368,CU16347,P063,W017,2026-10-20,2026-10-26,12,2106.53,Low,Delivered,East
O049369,CU19970,P060,W028,2026-05-20,2026-05-27,12,1950.06,Critical,Delivered,West
O049370,CU09079,P013,W011,2026-12-28,2027-01-04,14,2214.66,High,In_Transit,South
O049371,CU05131,P086,W023,2026-10-16,2026-10-22,7,1780.69,High,Delivered,North
O049372,CU09737,P086,W018,2026-03-20,2026-03-25,13,1780.69,Low,Delivered,West
O049373,CU13962,P004,W014,2026-09-01,2026-09-05,13,1506.02,Critical,Delivered,South
O049374,CU14300,P035,W017,2026-03-31,2026-04-06,12,1875.22,Medium,Delivered,East
O049375,CU14539,P092,W028,2026-10-07,2026-10-11,2,1859.79,Critical,Delivered,West
O049376,CU06557,P004,W021,2026-11-11,2026-11-15,9,1506.02,High,Delivered,South
O049377,CU02081,P026,W029,2026-10-18,2026-10-24,5,2151.64,Medium,Delivered,North
O049378,CU10270,P086,W029,2026-10-02,2026-10-08,2,1780.69,Medium,Delivered,North
O049379,CU16004,P072,W023,2026-09-05,2026-09-11,7,1671.96,High,Delivered,North
O049380,CU12311,P091,W004,2026-05-10,2026-05-14,2,1764.05,High,Delivered,South
O049381,CU02959,P081,W017,2026-10-24,2026-10-31,13,1828.86,Low,Delivered,East
O049382,CU13883,P025,W002,2026-04-25,2026-04-30,8,1278.22,Medium,Delivered,West
O049383,CU11407,P032,W021,2026-04-16,2026-04-21,12,1577.18,Critical,Delivered,South
O049384,CU03554,P063,W006,2026-12-31,2027-01-06,2,2106.53,High,Pending,West
O049385,CU09582,P076,W011,2026-04-01,2026-04-06,11,1517.74,High,Delivered,South
O049386,CU10972,P063,W015,2026-03-13,2026-03-19,10,2106.53,High,Delivered,South
O049387,CU11566,P083,W010,2026-08-14,2026-08-22,8,1718.44,Critical,Delivered,South
O049388,CU17158,P008,W024,2026-08-24,2026-08-30,10,1754.19,Low,Delivered,South
O049389,CU12029,P021,W006,2026-05-06,2026-05-11,6,2276.14,Low,Delivered,West
O049390,CU09381,P065,W011,2026-11-19,2026-11-24,12,1558.03,Low,Delivered,South
O049391,CU12145,P033,W013,2026-01-04,2026-01-08,15,1930.74,Critical,Delivered,North
O049392,CU18669,P087,W020,2026-01-13,2026-01-20,6,1689.96,Medium,Delivered,South
O049393,CU04755,P025,W019,2026-01-24,2026-01-30,13,1278.22,Low,Delivered,North
O049394,CU06264,P008,W016,2026-01-21,2026-01-26,13,1754.19,Critical,Delivered,West
O049395,CU19194,P039,W024,2026-04-09,2026-04-16,14,1579.48,High,Delivered,South
O049396,CU16997,P043,W005,2026-02-01,2026-02-07,5,2352.24,High,Delivered,South
O049397,CU10129,P004,W008,2026-09-18,2026-09-24,1,1506.02,High,Delivered,West
O049398,CU11853,P083,W003,2026-08-01,2026-08-05,6,1718.44,High,Delivered,North
O049399,CU10719,P084,W025,2026-02-04,2026-02-09,2,1221.81,High,Delivered,South
O049400,CU12296,P009,W018,2026-11-20,2026-11-25,10,2438.98,Low,Delivered,West
O049401,CU05809,P021,W026,2026-02-26,2026-03-03,4,2276.14,Low,Delivered,West
O049402,CU15263,P094,W024,2026-10-31,2026-11-04,13,1755.47,Medium,Delivered,South
O049403,CU07834,P053,W010,2026-06-12,2026-06-20,7,1638.29,Low,Delivered,South
O049404,CU00223,P043,W002,2026-05-10,2026-05-16,8,2352.24,Critical,Delivered,West
O049405,CU15660,P085,W011,2026-07-24,2026-07-29,7,1638.45,Low,Delivered,South
O049406,CU01297,P013,W013,2026-02-12,2026-02-16,9,2214.66,Low,Delivered,North
O049407,CU07224,P017,W001,2026-12-27,2027-01-03,10,1531.05,Medium,Delivered,South
O049408,CU19443,P032,W007,2026-02-26,2026-03-05,5,1577.18,High,Delivered,East
O049409,CU13813,P047,W027,2026-10-01,2026-10-05,3,1495.14,Low,Delivered,East
O049410,CU03660,P080,W012,2026-03-23,2026-03-29,1,1828.94,Medium,Delivered,West
O049411,CU03768,P072,W021,2026-10-29,2026-11-03,13,1671.96,Low,Delivered,South
