supplier_id,component_id,date,supplier_capacity_units,supplier_committed_units,supplier_available_units,component_capacity_units,component_committed_units,component_available_units,unit_cost_usd,lead_time_days,minimum_order_qty
S042,C042,2027-01-12,50000,21800,28200,10000,2800,7200,19.45,20,500
S042,C142,2027-01-12,50000,21800,28200,10000,5800,4200,19.45,20,50
S042,C242,2027-01-12,50000,21800,28200,10000,5500,4500,19.45,20,250
S042,C342,2027-01-12,50000,21800,28200,10000,2700,7300,19.45,20,100
S042,C442,2027-01-12,50000,21800,28200,10000,5000,5000,19.45,20,100
S042,C042,2027-01-13,50000,18700,31300,10000,3100,6900,19.45,20,500
S042,C142,2027-01-13,50000,18700,31300,10000,2100,7900,19.45,20,50
S042,C242,2027-01-13,50000,18700,31300,10000,4400,5600,19.45,20,250
S042,C342,2027-01-13,50000,18700,31300,10000,3500,6500,19.45,20,100
S042,C442,2027-01-13,50000,18700,31300,10000,5600,4400,19.45,20,100
S042,C042,2027-01-14,50000,15700,34300,10000,3300,6700,19.45,20,500
S042,C142,2027-01-14,50000,15700,34300,10000,2500,7500,19.45,20,50
S042,C242,2027-01-14,50000,15700,34300,10000,2700,7300,19.45,20,250
S042,C342,2027-01-14,50000,15700,34300,10000,4700,5300,19.45,20,100
S042,C442,2027-01-14,50000,15700,34300,10000,2500,7500,19.45,20,100
S042,C042,2027-01-15,50000,21400,28600,10000,5000,5000,19.45,20,500
S042,C142,2027-01-15,50000,21400,28600,10000,5300,4700,19.45,20,50
S042,C242,2027-01-15,50000,21400,28600,10000,3100,6900,19.45,20,250
S042,C342,2027-01-15,50000,21400,28600,10000,3500,6500,19.45,20,100
S042,C442,2027-01-15,50000,21400,28600,10000,4500,5500,19.45,20,100
S042,C042,2027-01-16,50000,20300,29700,10000,3500,6500,19.45,20,500
S042,C142,2027-01-16,50000,20300,29700,10000,5700,4300,19.45,20,50
S042,C242,2027-01-16,50000,20300,29700,10000,2700,7300,19.45,20,250
S042,C342,2027-01-16,50000,20300,29700,10000,5400,4600,19.45,20,100
S042,C442,2027-01-16,50000,20300,29700,10000,3000,7000,19.45,20,100
S042,C042,2027-01-17,50000,21500,28500,10000,5100,4900,19.45,20,500
S042,C142,2027-01-17,50000,21500,28500,10000,4500,5500,19.45,20,50
S042,C242,2027-01-17,50000,21500,28500,10000,4300,5700,19.45,20,250
S042,C342,2027-01-17,50000,21500,28500,10000,4500,5500,19.45,20,100
S042,C442,2027-01-17,50000,21500,28500,10000,3100,6900,19.45,20,100
S042,C042,2027-01-18,50000,16800,33200,10000,4900,5100,19.45,20,500
S042,C142,2027-01-18,50000,16800,33200,10000,2100,7900,19.45,20,50
S042,C242,2027-01-18,50000,16800,33200,10000,2100,7900,19.45,20,250
S042,C342,2027-01-18,50000,16800,33200,10000,3700,6300,19.45,20,100
S042,C442,2027-01-18,50000,16800,33200,10000,4000,6000,19.45,20,100
S042,C042,2027-01-19,50000,22900,27100,10000,6000,4000,19.45,20,500
S042,C142,2027-01-19,50000,22900,27100,10000,4200,5800,19.45,20,50
S042,C242,2027-01-19,50000,22900,27100,10000,5100,4900,19.45,20,250
S042,C342,2027-01-19,50000,22900,27100,10000,4700,5300,19.45,20,100
S042,C442,2027-01-19,50000,22900,27100,10000,2900,7100,19.45,20,100
S042,C042,2027-01-20,50000,22400,27600,10000,4800,5200,19.45,20,500
S042,C142,2027-01-20,50000,22400,27600,10000,5000,5000,19.45,20,50
S042,C242,2027-01-20,50000,22400,27600,10000,5900,4100,19.45,20,250
S042,C342,2027-01-20,50000,22400,27600,10000,2900,7100,19.45,20,100
S042,C442,2027-01-20,50000,22400,27600,10000,3800,6200,19.45,20,100
S042,C042,2027-01-21,50000,20400,29600,10000,4600,5400,19.45,20,500
S042,C142,2027-01-21,50000,20400,29600,10000,5100,4900,19.45,20,50
S042,C242,2027-01-21,50000,20400,29600,10000,4800,5200,19.45,20,250
S042,C342,2027-01-21,50000,20400,29600,10000,2700,7300,19.45,20,100
S042,C442,2027-01-21,50000,20400,29600,10000,3200,6800,19.45,20,100
S042,C042,2027-01-22,50000,18600,31400,10000,5200,4800,19.45,20,500
S042,C142,2027-01-22,50000,18600,31400,10000,3000,7000,19.45,20,50
S042,C242,2027-01-22,50000,18600,31400,10000,3200,6800,19.45,20,250
S042,C342,2027-01-22,50000,18600,31400,10000,2600,7400,19.45,20,100
S042,C442,2027-01-22,50000,18600,31400,10000,4600,5400,19.45,20,100
S042,C042,2027-01-23,50000,16600,33400,10000,3400,6600,19.45,20,500
S042,C142,2027-01-23,50000,16600,33400,10000,3900,6100,19.45,20,50
S042,C242,2027-01-23,50000,16600,33400,10000,5200,4800,19.45,20,250
S042,C342,2027-01-23,50000,16600,33400,10000,2000,8000,19.45,20,100
S042,C442,2027-01-23,50000,16600,33400,10000,2100,7900,19.45,20,100
S042,C042,2027-01-24,50000,16400,33600,10000,2100,7900,19.45,20,500
S042,C142,2027-01-24,50000,16400,33600,10000,3800,6200,19.45,20,50
S042,C242,2027-01-24,50000,16400,33600,10000,4500,5500,19.45,20,250
S042,C342,2027-01-24,50000,16400,33600,10000,2500,7500,19.45,20,100
S042,C442,2027-01-24,50000,16400,33600,10000,3500,6500,19.45,20,100
S042,C042,2027-01-25,50000,20300,29700,10000,6000,4000,19.45,20,500
S042,C142,2027-01-25,50000,20300,29700,10000,2500,7500,19.45,20,50
S042,C242,2027-01-25,50000,20300,29700,10000,6000,4000,19.45,20,250
S042,C342,2027-01-25,50000,20300,29700,10000,3400,6600,19.45,20,100
S042,C442,2027-01-25,50000,20300,29700,10000,2400,7600,19.45,20,100
S042,C042,2027-01-26,50000,22800,27200,10000,4200,5800,19.45,20,500
S042,C142,2027-01-26,50000,22800,27200,10000,3700,6300,19.45,20,50
S042,C242,2027-01-26,50000,22800,27200,10000,4800,5200,19.45,20,250
S042,C342,2027-01-26,50000,22800,27200,10000,5100,4900,19.45,20,100
S042,C442,2027-01-26,50000,22800,27200,10000,5000,5000,19.45,20,100
S042,C042,2027-01-27,50000,20400,29600,10000,5100,4900,19.45,20,500
S042,C142,2027-01-27,50000,20400,29600,10000,2000,8000,19.45,20,50
S042,C242,2027-01-27,50000,20400,29600,10000,5100,4900,19.45,20,250
S042,C342,2027-01-27,50000,20400,29600,10000,4400,5600,19.45,20,100
S042,C442,2027-01-27,50000,20400,29600,10000,3800,6200,19.45,20,100
S042,C042,2027-01-28,50000,24000,26000,10000,4400,5600,19.45,20,500
S042,C142,2027-01-28,50000,24000,26000,10000,5500,4500,19.45,20,50
S042,C242,2027-01-28,50000,24000,26000,10000,3300,6700,19.45,20,250
S042,C342,2027-01-28,50000,24000,26000,10000,6000,4000,19.45,20,100
S042,C442,2027-01-28,50000,24000,26000,10000,4800,5200,19.45,20,100
S042,C042,2027-01-29,50000,19400,30600,10000,2500,7500,19.45,20,500
S042,C142,2027-01-29,50000,19400,30600,10000,4400,5600,19.45,20,50
S042,C242,2027-01-29,50000,19400,30600,10000,3800,6200,19.45,20,250
S042,C342,2027-01-29,50000,19400,30600,10000,4800,5200,19.45,20,100
S042,C442,2027-01-29,50000,19400,30600,10000,3900,6100,19.45,20,100
S042,C042,2027-01-30,50000,20300,29700,10000,3100,6900,19.45,20,500
S042,C142,2027-01-30,50000,20300,29700,10000,3300,6700,19.45,20,50
S042,C242,2027-01-30,50000,20300,29700,10000,5400,4600,19.45,20,250
S042,C342,2027-01-30,50000,20300,29700,10000,3600,6400,19.45,20,100
S042,C442,2027-01-30,50000,20300,29700,10000,4900,5100,19.45,20,100
S042,C042,2027-01-31,50000,21400,28600,10000,3800,6200,19.45,20,500
S042,C142,2027-01-31,50000,21400,28600,10000,5900,4100,19.45,20,50
S042,C242,2027-01-31,50000,21400,28600,10000,2600,7400,19.45,20,250
S042,C342,2027-01-31,50000,21400,28600,10000,3500,6500,19.45,20,100
S042,C442,2027-01-31,50000,21400,28600,10000,5600,4400,19.45,20,100
S043,C043,2027-01-01,50000,21000,29000,10000,2600,7400,19.90,23,50
S043,C143,2027-01-01,50000,21000,29000,10000,2300,7700,19.90,23,500
S043,C243,2027-01-01,50000,21000,29000,10000,4700,5300,19.90,23,100
S043,C343,2027-01-01,50000,21000,29000,10000,5700,4300,19.90,23,50
S043,C443,2027-01-01,50000,21000,29000,10000,5700,4300,19.90,23,500
S043,C043,2027-01-02,50000,22400,27600,10000,3900,6100,19.90,23,50
S043,C143,2027-01-02,50000,22400,27600,10000,4800,5200,19.90,23,500
S043,C243,2027-01-02,50000,22400,27600,10000,4600,5400,19.90,23,100
S043,C343,2027-01-02,50000,22400,27600,10000,4900,5100,19.90,23,50
S043,C443,2027-01-02,50000,22400,27600,10000,4200,5800,19.90,23,500
S043,C043,2027-01-03,50000,14400,35600,10000,2200,7800,19.90,23,50
S043,C143,2027-01-03,50000,14400,35600,10000,2100,7900,19.90,23,500
S043,C243,2027-01-03,50000,14400,35600,10000,3200,6800,19.90,23,100
S043,C343,2027-01-03,50000,14400,35600,10000,2100,7900,19.90,23,50
S043,C443,2027-01-03,50000,14400,35600,10000,4800,5200,19.90,23,500
S043,C043,2027-01-04,50000,18200,31800,10000,3200,6800,19.90,23,50
S043,C143,2027-01-04,50000,18200,31800,10000,3600,6400,19.90,23,500
S043,C243,2027-01-04,50000,18200,31800,10000,3500,6500,19.90,23,100
S043,C343,2027-01-04,50000,18200,31800,10000,4600,5400,19.90,23,50
S043,C443,2027-01-04,50000,18200,31800,10000,3300,6700,19.90,23,500
S043,C043,2027-01-05,50000,22100,27900,10000,4200,5800,19.90,23,50
S043,C143,2027-01-05,50000,22100,27900,10000,3700,6300,19.90,23,500
S043,C243,2027-01-05,50000,22100,27900,10000,5700,4300,19.90,23,100
S043,C343,2027-01-05,50000,22100,27900,10000,3400,6600,19.90,23,50
S043,C443,2027-01-05,50000,22100,27900,10000,5100,4900,19.90,23,500
S043,C043,2027-01-06,50000,18400,31600,10000,2100,7900,19.90,23,50
S043,C143,2027-01-06,50000,18400,31600,10000,5800,4200,19.90,23,500
S043,C243,2027-01-06,50000,18400,31600,10000,2600,7400,19.90,23,100
S043,C343,2027-01-06,50000,18400,31600,10000,3800,6200,19.90,23,50
S043,C443,2027-01-06,50000,18400,31600,10000,4100,5900,19.90,23,500
S043,C043,2027-01-07,50000,17700,32300,10000,3600,6400,19.90,23,50
S043,C143,2027-01-07,50000,17700,32300,10000,2500,7500,19.90,23,500
S043,C243,2027-01-07,50000,17700,32300,10000,3800,6200,19.90,23,100
S043,C343,2027-01-07,50000,17700,32300,10000,3300,6700,19.90,23,50
S043,C443,2027-01-07,50000,17700,32300,10000,4500,5500,19.90,23,500
S043,C043,2027-01-08,50000,21500,28500,10000,2500,7500,19.90,23,50
S043,C143,2027-01-08,50000,21500,28500,10000,5000,5000,19.90,23,500
S043,C243,2027-01-08,50000,21500,28500,10000,3500,6500,19.90,23,100
S043,C343,2027-01-08,50000,21500,28500,10000,5000,5000,19.90,23,50
S043,C443,2027-01-08,50000,21500,28500,10000,5500,4500,19.90,23,500
S043,C043,2027-01-09,50000,23200,26800,10000,5400,4600,19.90,23,50
S043,C143,2027-01-09,50000,23200,26800,10000,5800,4200,19.90,23,500
S043,C243,2027-01-09,50000,23200,26800,10000,5100,4900,19.90,23,100
S043,C343,2027-01-09,50000,23200,26800,10000,3800,6200,19.90,23,50
S043,C443,2027-01-09,50000,23200,26800,10000,3100,6900,19.90,23,500
S043,C043,2027-01-10,50000,19200,30800,10000,3300,6700,19.90,23,50
S043,C143,2027-01-10,50000,19200,30800,10000,5500,4500,19.90,23,500
S043,C243,2027-01-10,50000,19200,30800,10000,2000,8000,19.90,23,100
S043,C343,2027-01-10,50000,19200,30800,10000,3000,7000,19.90,23,50
S043,C443,2027-01-10,50000,19200,30800,10000,5400,4600,19.90,23,500
S043,C043,2027-01-11,50000,16100,33900,10000,2800,7200,19.90,23,50
S043,C143,2027-01-11,50000,16100,33900,10000,4700,5300,19.90,23,500
S043,C243,2027-01-11,50000,16100,33900,10000,2600,7400,19.90,23,100
S043,C343,2027-01-11,50000,16100,33900,10000,2300,7700,19.90,23,50
S043,C443,2027-01-11,50000,16100,33900,10000,3700,6300,19.90,23,500
S043,C043,2027-01-12,50000,22500,27500,10000,5500,4500,19.90,23,50
S043,C143,2027-01-12,50000,22500,27500,10000,4800,5200,19.90,23,500
S043,C243,2027-01-12,50000,22500,27500,10000,5800,4200,19.90,23,100
S043,C343,2027-01-12,50000,22500,27500,10000,4200,5800,19.90,23,50
S043,C443,2027-01-12,50000,22500,27500,10000,2200,7800,19.90,23,500
S043,C043,2027-01-13,50000,16200,33800,10000,2700,7300,19.90,23,50
S043,C143,2027-01-13,50000,16200,33800,10000,3600,6400,19.90,23,500
S043,C243,2027-01-13,50000,16200,33800,10000,5600,4400,19.90,23,100
S043,C343,2027-01-13,50000,16200,33800,10000,2300,7700,19.90,23,50
S043,C443,2027-01-13,50000,16200,33800,10000,2000,8000,19.90,23,500
S043,C043,2027-01-14,50000,20400,29600,10000,4500,5500,19.90,23,50
S043,C143,2027-01-14,50000,20400,29600,10000,3800,6200,19.90,23,500
S043,C243,2027-01-14,50000,20400,29600,10000,3900,6100,19.90,23,100
S043,C343,2027-01-14,50000,20400,29600,10000,3300,6700,19.90,23,50
S043,C443,2027-01-14,50000,20400,29600,10000,4900,5100,19.90,23,500
S043,C043,2027-01-15,50000,23400,26600,10000,5000,5000,19.90,23,50
S043,C143,2027-01-15,50000,23400,26600,10000,3200,6800,19.90,23,500
S043,C243,2027-01-15,50000,23400,26600,10000,4900,5100,19.90,23,100
S043,C343,2027-01-15,50000,23400,26600,10000,5200,4800,19.90,23,50
S043,C443,2027-01-15,50000,23400,26600,10000,5100,4900,19.90,23,500
S043,C043,2027-01-16,50000,18400,31600,10000,4400,5600,19.90,23,50
S043,C143,2027-01-16,50000,18400,31600,10000,2000,8000,19.90,23,500
S043,C243,2027-01-16,50000,18400,31600,10000,4700,5300,19.90,23,100
S043,C343,2027-01-16,50000,18400,31600,10000,2200,7800,19.90,23,50
S043,C443,2027-01-16,50000,18400,31600,10000,5100,4900,19.90,23,500
S043,C043,2027-01-17,50000,17600,32400,10000,2200,7800,19.90,23,50
S043,C143,2027-01-17,50000,17600,32400,10000,3700,6300,19.90,23,500
S043,C243,2027-01-17,50000,17600,32400,10000,2200,7800,19.90,23,100
S043,C343,2027-01-17,50000,17600,32400,10000,5400,4600,19.90,23,50
S043,C443,2027-01-17,50000,17600,32400,10000,4100,5900,19.90,23,500
S043,C043,2027-01-18,50000,21500,28500,10000,5000,5000,19.90,23,50
S043,C143,2027-01-18,50000,21500,28500,10000,4400,5600,19.90,23,500
S043,C243,2027-01-18,50000,21500,28500,10000,3200,6800,19.90,23,100
S043,C343,2027-01-18,50000,21500,28500,10000,5800,4200,19.90,23,50
S043,C443,2027-01-18,50000,21500,28500,10000,3100,6900,19.90,23,500
S043,C043,2027-01-19,50000,20200,29800,10000,3600,6400,19.90,23,50
S043,C143,2027-01-19,50000,20200,29800,10000,6000,4000,19.90,23,500
S043,C243,2027-01-19,50000,20200,29800,10000,3900,6100,19.90,23,100
S043,C343,2027-01-19,50000,20200,29800,10000,4600,5400,19.90,23,50
S043,C443,2027-01-19,50000,20200,29800,10000,2100,7900,19.90,23,500
S043,C043,2027-01-20,50000,19100,30900,10000,3500,6500,19.90,23,50
S043,C143,2027-01-20,50000,19100,30900,10000,3300,6700,19.90,23,500
S043,C243,2027-01-20,50000,19100,30900,10000,4700,5300,19.90,23,100
S043,C343,2027-01-20,50000,19100,30900,10000,4300,5700,19.90,23,50
S043,C443,2027-01-20,50000,19100,30900,10000,3300,6700,19.90,23,500
S043,C043,2027-01-21,50000,18100,31900,10000,4000,6000,19.90,23,50
S043,C143,2027-01-21,50000,18100,31900,10000,3800,6200,19.90,23,500
S043,C243,2027-01-21,50000,18100,31900,10000,2000,8000,19.90,23,100
S043,C343,2027-01-21,50000,18100,31900,10000,5600,4400,19.90,23,50
S043,C443,2027-01-21,50000,18100,31900,10000,2700,7300,19.90,23,500
S043,C043,2027-01-22,50000,19500,30500,10000,2200,7800,19.90,23,50
S043,C143,2027-01-22,50000,19500,30500,10000,2600,7400,19.90,23,500
S043,C243,2027-01-22,50000,19500,30500,10000,5800,4200,19.90,23,100
S043,C343,2027-01-22,50000,19500,30500,10000,6000,4000,19.90,23,50
S043,C443,2027-01-22,50000,19500,30500,10000,2900,7100,19.90,23,500
S043,C043,2027-01-23,50000,24700,25300,10000,4400,5600,19.90,23,50
S043,C143,2027-01-23,50000,24700,25300,10000,4000,6000,19.90,23,500
S043,C243,2027-01-23,50000,24700,25300,10000,5700,4300,19.90,23,100
S043,C343,2027-01-23,50000,24700,25300,10000,5000,5000,19.90,23,50
S043,C443,2027-01-23,50000,24700,25300,10000,5600,4400,19.90,23,500
S043,C043,2027-01-24,50000,19900,30100,10000,2600,7400,19.90,23,50
S043,C143,2027-01-24,50000,19900,30100,10000,3800,6200,19.90,23,500
S043,C243,2027-01-24,50000,19900,30100,10000,5700,4300,19.90,23,100
S043,C343,2027-01-24,50000,19900,30100,10000,3800,6200,19.90,23,50
S043,C443,2027-01-24,50000,19900,30100,10000,4000,6000,19.90,23,500
S043,C043,2027-01-25,50000,21700,28300,10000,4100,5900,19.90,23,50
S043,C143,2027-01-25,50000,21700,28300,10000,5300,4700,19.90,23,500
S043,C243,2027-01-25,50000,21700,28300,10000,2100,7900,19.90,23,100
S043,C343,2027-01-25,50000,21700,28300,10000,5800,4200,19.90,23,50
S043,C443,2027-01-25,50000,21700,28300,10000,4400,5600,19.90,23,500
S043,C043,2027-01-26,50000,23000,27000,10000,5300,4700,19.90,23,50
S043,C143,2027-01-26,50000,23000,27000,10000,4200,5800,19.90,23,500
S043,C243,2027-01-26,50000,23000,27000,10000,5500,4500,19.90,23,100
S043,C343,2027-01-26,50000,23000,27000,10000,4200,5800,19.90,23,50
S043,C443,2027-01-26,50000,23000,27000,10000,3800,6200,19.90,23,500
S043,C043,2027-01-27,50000,22200,27800,10000,5800,4200,19.90,23,50
S043,C143,2027-01-27,50000,22200,27800,10000,6000,4000,19.90,23,500
S043,C243,2027-01-27,50000,22200,27800,10000,4700,5300,19.90,23,100
S043,C343,2027-01-27,50000,22200,27800,10000,2800,7200,19.90,23,50
S043,C443,2027-01-27,50000,22200,27800,10000,2900,7100,19.90,23,500
S043,C043,2027-01-28,50000,20400,29600,10000,5100,4900,19.90,23,50
S043,C143,2027-01-28,50000,20400,29600,10000,4500,5500,19.90,23,500
S043,C243,2027-01-28,50000,20400,29600,10000,3000,7000,19.90,23,100
S043,C343,2027-01-28,50000,20400,29600,10000,4500,5500,19.90,23,50
S043,C443,2027-01-28,50000,20400,29600,10000,3300,6700,19.90,23,500
S043,C043,2027-01-29,50000,21300,28700,10000,5200,4800,19.90,23,50
S043,C143,2027-01-29,50000,21300,28700,10000,4100,5900,19.90,23,500
S043,C243,2027-01-29,50000,21300,28700,10000,5100,4900,19.90,23,100
S043,C343,2027-01-29,50000,21300,28700,10000,4900,5100,19.90,23,50
S043,C443,2027-01-29,50000,21300,28700,10000,2000,8000,19.90,23,500
S043,C043,2027-01-30,50000,20300,29700,10000,5700,4300,19.90,23,50
S043,C143,2027-01-30,50000,20300,29700,10000,5600,4400,19.90,23,500
S043,C243,2027-01-30,50000,20300,29700,10000,2500,7500,19.90,23,100
S043,C343,2027-01-30,50000,20300,29700,10000,4400,5600,19.90,23,50
S043,C443,2027-01-30,50000,20300,29700,10000,2100,7900,19.90,23,500
S043,C043,2027-01-31,50000,20200,29800,10000,4400,5600,19.90,23,50
S043,C143,2027-01-31,50000,20200,29800,10000,3300,6700,19.90,23,500
S043,C243,2027-01-31,50000,20200,29800,10000,2500,7500,19.90,23,100
S043,C343,2027-01-31,50000,20200,29800,10000,4900,5100,19.90,23,50
S043,C443,2027-01-31,50000,20200,29800,10000,5100,4900,19.90,23,500
S044,C044,2027-01-01,50000,15800,34200,10000,3000,7000,20.35,25,100
S044,C144,2027-01-01,50000,15800,34200,10000,2100,7900,20.35,25,1000
S044,C244,2027-01-01,50000,15800,34200,10000,3700,6300,20.35,25,100
S044,C344,2027-01-01,50000,15800,34200,10000,2000,8000,20.35,25,250
S044,C444,2027-01-01,50000,15800,34200,10000,5000,5000,20.35,25,1000
S044,C044,2027-01-02,50000,22000,28000,10000,3800,6200,20.35,25,100
S044,C144,2027-01-02,50000,22000,28000,10000,4000,6000,20.35,25,1000
S044,C244,2027-01-02,50000,22000,28000,10000,4900,5100,20.35,25,100
S044,C344,2027-01-02,50000,22000,28000,10000,5900,4100,20.35,25,250
S044,C444,2027-01-02,50000,22000,28000,10000,3400,6600,20.35,25,1000
S044,C044,2027-01-03,50000,17700,32300,10000,4200,5800,20.35,25,100
S044,C144,2027-01-03,50000,17700,32300,10000,2000,8000,20.35,25,1000
S044,C244,2027-01-03,50000,17700,32300,10000,5200,4800,20.35,25,100
S044,C344,2027-01-03,50000,17700,32300,10000,3300,6700,20.35,25,250
S044,C444,2027-01-03,50000,17700,32300,10000,3000,7000,20.35,25,1000
S044,C044,2027-01-04,50000,25400,24600,10000,4300,5700,20.35,25,100
S044,C144,2027-01-04,50000,25400,24600,10000,5000,5000,20.35,25,1000
S044,C244,2027-01-04,50000,25400,24600,10000,4900,5100,20.35,25,100
S044,C344,2027-01-04,50000,25400,24600,10000,5300,4700,20.35,25,250
S044,C444,2027-01-04,50000,25400,24600,10000,5900,4100,20.35,25,1000
S044,C044,2027-01-05,50000,19500,30500,10000,4700,5300,20.35,25,100
S044,C144,2027-01-05,50000,19500,30500,10000,3500,6500,20.35,25,1000
S044,C244,2027-01-05,50000,19500,30500,10000,5700,4300,20.35,25,100
S044,C344,2027-01-05,50000,19500,30500,10000,3300,6700,20.35,25,250
S044,C444,2027-01-05,50000,19500,30500,10000,2300,7700,20.35,25,1000
S044,C044,2027-01-06,50000,19900,30100,10000,5300,4700,20.35,25,100
S044,C144,2027-01-06,50000,19900,30100,10000,5600,4400,20.35,25,1000
S044,C244,2027-01-06,50000,19900,30100,10000,3900,6100,20.35,25,100
S044,C344,2027-01-06,50000,19900,30100,10000,2300,7700,20.35,25,250
S044,C444,2027-01-06,50000,19900,30100,10000,2800,7200,20.35,25,1000
S044,C044,2027-01-07,50000,20200,29800,10000,2600,7400,20.35,25,100
S044,C144,2027-01-07,50000,20200,29800,10000,4200,5800,20.35,25,1000
S044,C244,2027-01-07,50000,20200,29800,10000,5900,4100,20.35,25,100
S044,C344,2027-01-07,50000,20200,29800,10000,2200,7800,20.35,25,250
S044,C444,2027-01-07,50000,20200,29800,10000,5300,4700,20.35,25,1000
S044,C044,2027-01-08,50000,18700,31300,10000,2300,7700,20.35,25,100
S044,C144,2027-01-08,50000,18700,31300,10000,5300,4700,20.35,25,1000
S044,C244,2027-01-08,50000,18700,31300,10000,4800,5200,20.35,25,100
S044,C344,2027-01-08,50000,18700,31300,10000,2200,7800,20.35,25,250
S044,C444,2027-01-08,50000,18700,31300,10000,4100,5900,20.35,25,1000
S044,C044,2027-01-09,50000,14200,35800,10000,2100,7900,20.35,25,100
S044,C144,2027-01-09,50000,14200,35800,10000,2000,8000,20.35,25,1000
S044,C244,2027-01-09,50000,14200,35800,10000,2600,7400,20.35,25,100
S044,C344,2027-01-09,50000,14200,35800,10000,4400,5600,20.35,25,250
S044,C444,2027-01-09,50000,14200,35800,10000,3100,6900,20.35,25,1000
S044,C044,2027-01-10,50000,20600,29400,10000,5300,4700,20.35,25,100
S044,C144,2027-01-10,50000,20600,29400,10000,4000,6000,20.35,25,1000
S044,C244,2027-01-10,50000,20600,29400,10000,3300,6700,20.35,25,100
S044,C344,2027-01-10,50000,20600,29400,10000,2600,7400,20.35,25,250
S044,C444,2027-01-10,50000,20600,29400,10000,5400,4600,20.35,25,1000
S044,C044,2027-01-11,50000,15900,34100,10000,2200,7800,20.35,25,100
S044,C144,2027-01-11,50000,15900,34100,10000,3000,7000,20.35,25,1000
S044,C244,2027-01-11,50000,15900,34100,10000,2800,7200,20.35,25,100
S044,C344,2027-01-11,50000,15900,34100,10000,4300,5700,20.35,25,250
S044,C444,2027-01-11,50000,15900,34100,10000,3600,6400,20.35,25,1000
S044,C044,2027-01-12,50000,18100,31900,10000,2400,7600,20.35,25,100
S044,C144,2027-01-12,50000,18100,31900,10000,2900,7100,20.35,25,1000
S044,C244,2027-01-12,50000,18100,31900,10000,2700,7300,20.35,25,100
S044,C344,2027-01-12,50000,18100,31900,10000,6000,4000,20.35,25,250
S044,C444,2027-01-12,50000,18100,31900,10000,4100,5900,20.35,25,1000
S044,C044,2027-01-13,50000,17300,32700,10000,2400,7600,20.35,25,100
S044,C144,2027-01-13,50000,17300,32700,10000,3200,6800,20.35,25,1000
S044,C244,2027-01-13,50000,17300,32700,10000,6000,4000,20.35,25,100
S044,C344,2027-01-13,50000,17300,32700,10000,2000,8000,20.35,25,250
S044,C444,2027-01-13,50000,17300,32700,10000,3700,6300,20.35,25,1000
S044,C044,2027-01-14,50000,25100,24900,10000,3100,6900,20.35,25,100
S044,C144,2027-01-14,50000,25100,24900,10000,4800,5200,20.35,25,1000
S044,C244,2027-01-14,50000,25100,24900,10000,5700,4300,20.35,25,100
S044,C344,2027-01-14,50000,25100,24900,10000,5900,4100,20.35,25,250
S044,C444,2027-01-14,50000,25100,24900,10000,5600,4400,20.35,25,1000
S044,C044,2027-01-15,50000,24300,25700,10000,5800,4200,20.35,25,100
S044,C144,2027-01-15,50000,24300,25700,10000,3700,6300,20.35,25,1000
S044,C244,2027-01-15,50000,24300,25700,10000,3400,6600,20.35,25,100
S044,C344,2027-01-15,50000,24300,25700,10000,5500,4500,20.35,25,250
S044,C444,2027-01-15,50000,24300,25700,10000,5900,4100,20.35,25,1000
S044,C044,2027-01-16,50000,19700,30300,10000,4200,5800,20.35,25,100
S044,C144,2027-01-16,50000,19700,30300,10000,4900,5100,20.35,25,1000
S044,C244,2027-01-16,50000,19700,30300,10000,2200,7800,20.35,25,100
S044,C344,2027-01-16,50000,19700,30300,10000,5600,4400,20.35,25,250
S044,C444,2027-01-16,50000,19700,30300,10000,2800,7200,20.35,25,1000
S044,C044,2027-01-17,50000,22600,27400,10000,5700,4300,20.35,25,100
S044,C144,2027-01-17,50000,22600,27400,10000,4400,5600,20.35,25,1000
S044,C244,2027-01-17,50000,22600,27400,10000,2200,7800,20.35,25,100
S044,C344,2027-01-17,50000,22600,27400,10000,5600,4400,20.35,25,250
S044,C444,2027-01-17,50000,22600,27400,10000,4700,5300,20.35,25,1000
S044,C044,2027-01-18,50000,19100,30900,10000,6000,4000,20.35,25,100
S044,C144,2027-01-18,50000,19100,30900,10000,4900,5100,20.35,25,1000
S044,C244,2027-01-18,50000,19100,30900,10000,2300,7700,20.35,25,100
S044,C344,2027-01-18,50000,19100,30900,10000,2100,7900,20.35,25,250
S044,C444,2027-01-18,50000,19100,30900,10000,3800,6200,20.35,25,1000
S044,C044,2027-01-19,50000,15600,34400,10000,3800,6200,20.35,25,100
S044,C144,2027-01-19,50000,15600,34400,10000,3300,6700,20.35,25,1000
S044,C244,2027-01-19,50000,15600,34400,10000,2600,7400,20.35,25,100
S044,C344,2027-01-19,50000,15600,34400,10000,3300,6700,20.35,25,250
S044,C444,2027-01-19,50000,15600,34400,10000,2600,7400,20.35,25,1000
S044,C044,2027-01-20,50000,20400,29600,10000,4900,5100,20.35,25,100
S044,C144,2027-01-20,50000,20400,29600,10000,3500,6500,20.35,25,1000
S044,C244,2027-01-20,50000,20400,29600,10000,5700,4300,20.35,25,100
S044,C344,2027-01-20,50000,20400,29600,10000,2700,7300,20.35,25,250
S044,C444,2027-01-20,50000,20400,29600,10000,3600,6400,20.35,25,1000
