inventory_id,factory_id,component_id,quantity_on_hand,reserved_quantity,safety_stock,available_quantity,usable_quantity,snapshot_date,unit_cost_usd
FI002171,F010,C254,46,2,4,44,40,2027-01-01,2.35
FI002172,F010,C257,22,1,2,21,19,2027-01-01,3.70
FI002173,F010,C259,64,8,8,56,48,2027-01-01,4.60
FI002174,F010,C262,20,0,2,20,18,2027-01-01,5.95
FI002175,F010,C263,60,4,4,56,52,2027-01-01,6.40
FI002176,F010,C264,0,0,0,0,0,2027-01-01,6.85
FI002177,F010,C271,60,0,4,60,56,2027-01-01,10.00
FI002178,F010,C275,19,1,2,18,16,2027-01-01,11.80
FI002179,F010,C276,34,0,2,34,32,2027-01-01,12.25
FI002180,F010,C279,33,0,2,33,31,2027-01-01,13.60
FI002181,F010,C287,108,0,8,108,100,2027-01-01,17.20
FI002182,F010,C292,124,8,8,116,108,2027-01-01,19.45
FI002183,F010,C293,76,0,4,76,72,2027-01-01,19.90
FI002184,F010,C294,44,4,4,40,36,2027-01-01,20.35
FI002185,F010,C295,12,1,2,11,9,2027-01-01,20.80
FI002186,F010,C296,36,4,4,32,28,2027-01-01,21.25
FI002187,F010,C297,92,8,8,84,76,2027-01-01,21.70
FI002188,F010,C298,74,4,4,70,66,2027-01-01,22.15
FI002189,F010,C299,38,2,4,36,32,2027-01-01,22.60
FI002190,F010,C301,48,4,4,44,40,2027-01-01,1.00
FI002191,F010,C303,140,4,8,136,128,2027-01-01,1.90
FI002192,F010,C304,12,2,2,10,8,2027-01-01,2.35
FI002193,F010,C307,36,2,2,34,32,2027-01-01,3.70
FI002194,F010,C312,84,4,8,80,72,2027-01-01,5.95
FI002195,F010,C313,116,4,8,112,104,2027-01-01,6.40
FI002196,F010,C315,112,4,8,108,100,2027-01-01,7.30
FI002197,F010,C318,34,0,4,34,30,2027-01-01,8.65
FI002198,F010,C319,31,0,2,31,29,2027-01-01,9.10
FI002199,F010,C320,39,2,2,37,35,2027-01-01,9.55
FI002200,F010,C321,25,1,2,24,22,2027-01-01,10.00
FI002201,F010,C323,39,1,2,38,36,2027-01-01,10.90
FI002202,F010,C324,13,1,2,12,10,2027-01-01,11.35
FI002203,F010,C328,48,4,8,44,36,2027-01-01,13.15
FI002204,F010,C335,144,4,8,140,132,2027-01-01,16.30
FI002205,F010,C337,48,8,8,40,32,2027-01-01,17.20
FI002206,F010,C339,76,4,8,72,64,2027-01-01,18.10
FI002207,F010,C346,27,2,2,25,23,2027-01-01,21.25
FI002208,F010,C347,124,0,8,124,116,2027-01-01,21.70
FI002209,F010,C349,48,0,8,48,40,2027-01-01,22.60
FI002210,F010,C352,29,0,2,29,27,2027-01-01,1.45
FI002211,F010,C353,36,2,4,34,30,2027-01-01,1.90
FI002212,F010,C355,14,2,2,12,10,2027-01-01,2.80
FI002213,F010,C357,16,1,2,15,13,2027-01-01,3.70
FI002214,F010,C358,14,0,2,14,12,2027-01-01,4.15
FI002215,F010,C359,38,0,2,38,36,2027-01-01,4.60
FI002216,F010,C361,44,2,4,42,38,2027-01-01,5.50
FI002217,F010,C362,56,4,8,52,44,2027-01-01,5.95
FI002218,F010,C365,36,2,2,34,32,2027-01-01,7.30
FI002219,F010,C371,76,8,8,68,60,2027-01-01,10.00
FI002220,F010,C372,24,2,2,22,20,2027-01-01,10.45
FI002221,F010,C374,46,4,4,42,38,2027-01-01,11.35
FI002222,F010,C375,148,0,8,148,140,2027-01-01,11.80
FI002223,F010,C381,24,0,2,24,22,2027-01-01,14.50
FI002224,F010,C384,64,2,4,62,58,2027-01-01,15.85
FI002225,F010,C385,23,1,2,22,20,2027-01-01,16.30
FI002226,F010,C387,0,0,0,0,0,2027-01-01,17.20
FI002227,F010,C389,14,1,2,13,11,2027-01-01,18.10
FI002228,F010,C390,116,0,8,116,108,2027-01-01,18.55
FI002229,F010,C391,26,1,2,25,23,2027-01-01,19.00
FI002230,F010,C393,104,8,8,96,88,2027-01-01,19.90
FI002231,F010,C395,17,1,2,16,14,2027-01-01,20.80
FI002232,F010,C396,50,0,4,50,46,2027-01-01,21.25
FI002233,F010,C398,148,8,8,140,132,2027-01-01,22.15
FI002234,F010,C399,31,0,2,31,29,2027-01-01,22.60
FI002235,F010,C400,48,0,4,48,44,2027-01-01,23.05
FI002236,F010,C401,29,0,2,29,27,2027-01-01,1.00
FI002237,F010,C402,23,1,2,22,20,2027-01-01,1.45
FI002238,F010,C406,28,4,4,24,20,2027-01-01,3.25
FI002239,F010,C408,14,0,2,14,12,2027-01-01,4.15
FI002240,F010,C409,13,2,2,11,9,2027-01-01,4.60
FI002241,F010,C410,74,4,4,70,66,2027-01-01,5.05
FI002242,F010,C414,100,0,8,100,92,2027-01-01,6.85
FI002243,F010,C417,31,2,2,29,27,2027-01-01,8.20
FI002244,F010,C419,16,1,2,15,13,2027-01-01,9.10
FI002245,F010,C420,36,1,2,35,33,2027-01-01,9.55
FI002246,F010,C421,40,1,2,39,37,2027-01-01,10.00
FI002247,F010,C424,70,0,4,70,66,2027-01-01,11.35
FI002248,F010,C425,22,1,2,21,19,2027-01-01,11.80
FI002249,F010,C428,25,2,2,23,21,2027-01-01,13.15
FI002250,F010,C432,74,2,4,72,68,2027-01-01,14.95
FI002251,F010,C433,140,0,8,140,132,2027-01-01,15.40
FI002252,F010,C435,52,4,8,48,40,2027-01-01,16.30
FI002253,F010,C437,32,0,2,32,30,2027-01-01,17.20
FI002254,F010,C439,37,1,2,36,34,2027-01-01,18.10
FI002255,F010,C441,74,2,4,72,68,2027-01-01,19.00
FI002256,F010,C444,19,2,2,17,15,2027-01-01,20.35
FI002257,F010,C446,30,0,4,30,26,2027-01-01,21.25
FI002258,F010,C451,70,2,4,68,64,2027-01-01,1.00
FI002259,F010,C457,88,0,8,88,80,2027-01-01,3.70
FI002260,F010,C460,104,0,8,104,96,2027-01-01,5.05
FI002261,F010,C461,35,1,2,34,32,2027-01-01,5.50
FI002262,F010,C465,22,0,2,22,20,2027-01-01,7.30
FI002263,F010,C467,120,0,8,120,112,2027-01-01,8.20
FI002264,F010,C469,0,0,0,0,0,2027-01-01,9.10
FI002265,F010,C472,48,0,8,48,40,2027-01-01,10.45
FI002266,F010,C473,80,2,4,78,74,2027-01-01,10.90
FI002267,F010,C475,56,0,4,56,52,2027-01-01,11.80
FI002268,F010,C479,30,4,4,26,22,2027-01-01,13.60
FI002269,F010,C481,16,2,2,14,12,2027-01-01,14.50
FI002270,F010,C482,24,2,4,22,18,2027-01-01,14.95
FI002271,F010,C486,54,4,4,50,46,2027-01-01,16.75
FI002272,F010,C487,28,2,4,26,22,2027-01-01,17.20
FI002273,F010,C491,68,0,4,68,64,2027-01-01,19.00
FI002274,F010,C492,33,2,2,31,29,2027-01-01,19.45
FI002275,F010,C493,20,0,2,20,18,2027-01-01,19.90
FI002276,F010,C495,29,0,2,29,27,2027-01-01,20.80
FI002277,F010,C496,140,0,8,140,132,2027-01-01,21.25
FI002278,F010,C500,140,8,8,132,124,2027-01-01,23.05
FI002279,F011,C001,132,8,8,124,116,2027-01-01,1.00
FI002280,F011,C002,88,0,8,88,80,2027-01-01,1.45
FI002281,F011,C003,136,8,8,128,120,2027-01-01,1.90
FI002282,F011,C004,50,2,4,48,44,2027-01-01,2.35
FI002283,F011,C005,124,4,8,120,112,2027-01-01,2.80
FI002284,F011,C006,160,4,8,156,148,2027-01-01,3.25
FI002285,F011,C007,32,4,4,28,24,2027-01-01,3.70
FI002286,F011,C008,160,8,8,152,144,2027-01-01,4.15
FI002287,F011,C009,0,0,0,0,0,2027-01-01,4.60
FI002288,F011,C010,66,2,4,64,60,2027-01-01,5.05
FI002289,F011,C011,52,2,4,50,46,2027-01-01,5.50
FI002290,F011,C012,30,4,4,26,22,2027-01-01,5.95
FI002291,F011,C013,78,4,4,74,70,2027-01-01,6.40
FI002292,F011,C014,64,4,4,60,56,2027-01-01,6.85
FI002293,F011,C015,100,8,8,92,84,2027-01-01,7.30
FI002294,F011,C016,50,2,4,48,44,2027-01-01,7.75
FI002295,F011,C017,52,4,4,48,44,2027-01-01,8.20
FI002296,F011,C018,78,4,4,74,70,2027-01-01,8.65
FI002297,F011,C019,31,2,2,29,27,2027-01-01,9.10
FI002298,F011,C020,64,0,8,64,56,2027-01-01,9.55
FI002299,F011,C021,148,4,8,144,136,2027-01-01,10.00
FI002300,F011,C022,68,8,8,60,52,2027-01-01,10.45
FI002301,F011,C023,116,4,8,112,104,2027-01-01,10.90
FI002302,F011,C024,48,4,8,44,36,2027-01-01,11.35
FI002303,F011,C026,21,0,2,21,19,2027-01-01,12.25
FI002304,F011,C027,33,0,2,33,31,2027-01-01,12.70
FI002305,F011,C028,132,8,8,124,116,2027-01-01,13.15
FI002306,F011,C029,46,2,4,44,40,2027-01-01,13.60
FI002307,F011,C030,29,2,2,27,25,2027-01-01,14.05
FI002308,F011,C031,24,2,4,22,18,2027-01-01,14.50
FI002309,F011,C032,27,2,2,25,23,2027-01-01,14.95
FI002310,F011,C033,74,2,4,72,68,2027-01-01,15.40
FI002311,F011,C034,50,2,4,48,44,2027-01-01,15.85
FI002312,F011,C035,128,0,8,128,120,2027-01-01,16.30
FI002313,F011,C037,56,0,4,56,52,2027-01-01,17.20
FI002314,F011,C040,0,0,0,0,0,2027-01-01,18.55
FI002315,F011,C042,26,0,4,26,22,2027-01-01,19.45
FI002316,F011,C043,68,0,4,68,64,2027-01-01,19.90
FI002317,F011,C044,70,4,4,66,62,2027-01-01,20.35
FI002318,F011,C045,48,2,4,46,42,2027-01-01,20.80
FI002319,F011,C048,76,4,8,72,64,2027-01-01,22.15
FI002320,F011,C049,64,4,4,60,56,2027-01-01,22.60
FI002321,F011,C051,29,1,2,28,26,2027-01-01,1.00
FI002322,F011,C053,44,2,4,42,38,2027-01-01,1.90
FI002323,F011,C055,38,4,4,34,30,2027-01-01,2.80
FI002324,F011,C056,15,2,2,13,11,2027-01-01,3.25
FI002325,F011,C059,56,8,8,48,40,2027-01-01,4.60
FI002326,F011,C061,34,2,2,32,30,2027-01-01,5.50
FI002327,F011,C065,34,1,2,33,31,2027-01-01,7.30
FI002328,F011,C068,56,8,8,48,40,2027-01-01,8.65
FI002329,F011,C070,34,0,4,34,30,2027-01-01,9.55
FI002330,F011,C075,100,4,8,96,88,2027-01-01,11.80
FI002331,F011,C076,88,8,8,80,72,2027-01-01,12.25
FI002332,F011,C080,66,2,4,64,60,2027-01-01,14.05
FI002333,F011,C083,30,0,2,30,28,2027-01-01,15.40
FI002334,F011,C084,37,1,2,36,34,2027-01-01,15.85
FI002335,F011,C090,33,1,2,32,30,2027-01-01,18.55
FI002336,F011,C094,18,1,2,17,15,2027-01-01,20.35
FI002337,F011,C097,25,2,2,23,21,2027-01-01,21.70
FI002338,F011,C099,48,2,4,46,42,2027-01-01,22.60
FI002339,F011,C102,25,1,2,24,22,2027-01-01,1.45
FI002340,F011,C104,52,0,8,52,44,2027-01-01,2.35
FI002341,F011,C107,0,0,0,0,0,2027-01-01,3.70
FI002342,F011,C108,132,4,8,128,120,2027-01-01,4.15
FI002343,F011,C109,24,2,2,22,20,2027-01-01,4.60
FI002344,F011,C113,22,0,2,22,20,2027-01-01,6.40
FI002345,F011,C114,40,2,2,38,36,2027-01-01,6.85
FI002346,F011,C122,25,1,2,24,22,2027-01-01,10.45
FI002347,F011,C123,13,2,2,11,9,2027-01-01,10.90
FI002348,F011,C125,54,0,4,54,50,2027-01-01,11.80
FI002349,F011,C126,15,1,2,14,12,2027-01-01,12.25
FI002350,F011,C128,68,8,8,60,52,2027-01-01,13.15
FI002351,F011,C130,34,0,4,34,30,2027-01-01,14.05
FI002352,F011,C133,21,0,2,21,19,2027-01-01,15.40
FI002353,F011,C134,20,2,2,18,16,2027-01-01,15.85
FI002354,F011,C137,40,0,2,40,38,2027-01-01,17.20
FI002355,F011,C143,0,0,0,0,0,2027-01-01,19.90
FI002356,F011,C144,27,2,2,25,23,2027-01-01,20.35
FI002357,F011,C146,144,8,8,136,128,2027-01-01,21.25
FI002358,F011,C147,12,2,2,10,8,2027-01-01,21.70
FI002359,F011,C149,58,0,4,58,54,2027-01-01,22.60
FI002360,F011,C150,28,0,4,28,24,2027-01-01,23.05
FI002361,F011,C155,46,0,4,46,42,2027-01-01,2.80
FI002362,F011,C159,16,0,2,16,14,2027-01-01,4.60
FI002363,F011,C161,29,2,2,27,25,2027-01-01,5.50
FI002364,F011,C162,58,0,4,58,54,2027-01-01,5.95
FI002365,F011,C163,30,2,2,28,26,2027-01-01,6.40
FI002366,F011,C164,35,2,2,33,31,2027-01-01,6.85
FI002367,F011,C165,64,4,4,60,56,2027-01-01,7.30
FI002368,F011,C173,140,0,8,140,132,2027-01-01,10.90
FI002369,F011,C175,120,8,8,112,104,2027-01-01,11.80
FI002370,F011,C184,30,0,2,30,28,2027-01-01,15.85
FI002371,F011,C186,32,2,4,30,26,2027-01-01,16.75
FI002372,F011,C190,26,0,2,26,24,2027-01-01,18.55
FI002373,F011,C191,37,2,2,35,33,2027-01-01,19.00
FI002374,F011,C194,35,0,2,35,33,2027-01-01,20.35
FI002375,F011,C198,23,2,2,21,19,2027-01-01,22.15
FI002376,F011,C201,56,4,8,52,44,2027-01-01,1.00
FI002377,F011,C203,35,2,2,33,31,2027-01-01,1.90
FI002378,F011,C204,54,2,4,52,48,2027-01-01,2.35
FI002379,F011,C205,30,4,4,26,22,2027-01-01,2.80
FI002380,F011,C207,17,2,2,15,13,2027-01-01,3.70
FI002381,F011,C208,100,0,8,100,92,2027-01-01,4.15
FI002382,F011,C209,13,0,2,13,11,2027-01-01,4.60
FI002383,F011,C210,58,4,4,54,50,2027-01-01,5.05
FI002384,F011,C213,48,0,8,48,40,2027-01-01,6.40
FI002385,F011,C223,50,4,4,46,42,2027-01-01,10.90
FI002386,F011,C226,26,1,2,25,23,2027-01-01,12.25
FI002387,F011,C228,14,1,2,13,11,2027-01-01,13.15
FI002388,F011,C232,13,0,2,13,11,2027-01-01,14.95
FI002389,F011,C233,100,4,8,96,88,2027-01-01,15.40
FI002390,F011,C235,24,0,4,24,20,2027-01-01,16.30
FI002391,F011,C236,120,0,8,120,112,2027-01-01,16.75
FI002392,F011,C237,56,4,8,52,44,2027-01-01,17.20
FI002393,F011,C241,15,1,2,14,12,2027-01-01,19.00
FI002394,F011,C245,30,1,2,29,27,2027-01-01,20.80
FI002395,F011,C246,27,0,2,27,25,2027-01-01,21.25
FI002396,F011,C247,74,0,4,74,70,2027-01-01,21.70
FI002397,F011,C249,104,0,8,104,96,2027-01-01,22.60
FI002398,F011,C250,58,0,4,58,54,2027-01-01,23.05
FI002399,F011,C252,30,4,4,26,22,2027-01-01,1.45
FI002400,F011,C253,28,1,2,27,25,2027-01-01,1.90
FI002401,F011,C257,22,2,2,20,18,2027-01-01,3.70
FI002402,F011,C260,14,2,2,12,10,2027-01-01,5.05
FI002403,F011,C262,42,4,4,38,34,2027-01-01,5.95
FI002404,F011,C263,54,2,4,52,48,2027-01-01,6.40
FI002405,F011,C264,21,2,2,19,17,2027-01-01,6.85
FI002406,F011,C267,48,2,4,46,42,2027-01-01,8.20
FI002407,F011,C269,50,4,4,46,42,2027-01-01,9.10
FI002408,F011,C271,15,2,2,13,11,2027-01-01,10.00
FI002409,F011,C281,26,0,4,26,22,2027-01-01,14.50
FI002410,F011,C282,38,2,4,36,32,2027-01-01,14.95
FI002411,F011,C285,32,4,4,28,24,2027-01-01,16.30
FI002412,F011,C287,32,2,2,30,28,2027-01-01,17.20
FI002413,F011,C289,17,0,2,17,15,2027-01-01,18.10
FI002414,F011,C292,38,0,2,38,36,2027-01-01,19.45
FI002415,F011,C296,80,0,4,80,76,2027-01-01,21.25
FI002416,F011,C303,20,1,2,19,17,2027-01-01,1.90
FI002417,F011,C305,34,1,2,33,31,2027-01-01,2.80
FI002418,F011,C307,60,4,4,56,52,2027-01-01,3.70
FI002419,F011,C308,29,0,2,29,27,2027-01-01,4.15
FI002420,F011,C313,76,0,4,76,72,2027-01-01,6.40
FI002421,F011,C317,50,2,4,48,44,2027-01-01,8.20
FI002422,F011,C318,16,1,2,15,13,2027-01-01,8.65
FI002423,F011,C321,36,0,2,36,34,2027-01-01,10.00
FI002424,F011,C322,62,4,4,58,54,2027-01-01,10.45
FI002425,F011,C326,27,0,2,27,25,2027-01-01,12.25
FI002426,F011,C330,37,0,2,37,35,2027-01-01,14.05
FI002427,F011,C331,26,1,2,25,23,2027-01-01,14.50
FI002428,F011,C332,39,1,2,38,36,2027-01-01,14.95
FI002429,F011,C333,18,1,2,17,15,2027-01-01,15.40
FI002430,F011,C337,148,4,8,144,136,2027-01-01,17.20
FI002431,F011,C338,30,0,2,30,28,2027-01-01,17.65
FI002432,F011,C339,26,2,2,24,22,2027-01-01,18.10
FI002433,F011,C343,52,0,4,52,48,2027-01-01,19.90
FI002434,F011,C344,40,0,4,40,36,2027-01-01,20.35
FI002435,F011,C345,52,2,4,50,46,2027-01-01,20.80
FI002436,F011,C349,78,2,4,76,72,2027-01-01,22.60
FI002437,F011,C352,136,4,8,132,124,2027-01-01,1.45
FI002438,F011,C353,140,4,8,136,128,2027-01-01,1.90
FI002439,F011,C357,52,0,8,52,44,2027-01-01,3.70
FI002440,F011,C361,140,8,8,132,124,2027-01-01,5.50
FI002441,F011,C362,18,0,2,18,16,2027-01-01,5.95
FI002442,F011,C364,24,4,4,20,16,2027-01-01,6.85
FI002443,F011,C373,29,1,2,28,26,2027-01-01,10.90
FI002444,F011,C376,17,0,2,17,15,2027-01-01,12.25
FI002445,F011,C377,28,2,4,26,22,2027-01-01,12.70
FI002446,F011,C379,160,0,8,160,152,2027-01-01,13.60
FI002447,F011,C380,80,4,4,76,72,2027-01-01,14.05
FI002448,F011,C381,128,4,8,124,116,2027-01-01,14.50
FI002449,F011,C382,25,0,2,25,23,2027-01-01,14.95
FI002450,F011,C384,64,2,4,62,58,2027-01-01,15.85
FI002451,F011,C387,136,8,8,128,120,2027-01-01,17.20
FI002452,F011,C388,27,0,2,27,25,2027-01-01,17.65
FI002453,F011,C389,50,4,4,46,42,2027-01-01,18.10
FI002454,F011,C390,24,0,2,24,22,2027-01-01,18.55
FI002455,F011,C391,152,4,8,148,140,2027-01-01,19.00
FI002456,F011,C392,30,0,2,30,28,2027-01-01,19.45
FI002457,F011,C394,38,2,2,36,34,2027-01-01,20.35
FI002458,F011,C395,30,1,2,29,27,2027-01-01,20.80
FI002459,F011,C397,28,0,2,28,26,2027-01-01,21.70
FI002460,F011,C398,31,1,2,30,28,2027-01-01,22.15
FI002461,F011,C399,48,2,4,46,42,2027-01-01,22.60
FI002462,F011,C402,32,0,2,32,30,2027-01-01,1.45
FI002463,F011,C404,56,0,8,56,48,2027-01-01,2.35
FI002464,F011,C410,27,1,2,26,24,2027-01-01,5.05
FI002465,F011,C411,19,2,2,17,15,2027-01-01,5.50
FI002466,F011,C412,56,4,8,52,44,2027-01-01,5.95
FI002467,F011,C414,56,8,8,48,40,2027-01-01,6.85
FI002468,F011,C415,12,2,2,10,8,2027-01-01,7.30
FI002469,F011,C416,23,0,2,23,21,2027-01-01,7.75
FI002470,F011,C417,28,4,4,24,20,2027-01-01,8.20
FI002471,F011,C418,52,0,4,52,48,2027-01-01,8.65
FI002472,F011,C419,25,2,2,23,21,2027-01-01,9.10
FI002473,F011,C421,80,4,4,76,72,2027-01-01,10.00
FI002474,F011,C423,58,2,4,56,52,2027-01-01,10.90
FI002475,F011,C429,140,4,8,136,128,2027-01-01,13.60
FI002476,F011,C430,46,4,4,42,38,2027-01-01,14.05
FI002477,F011,C435,33,1,2,32,30,2027-01-01,16.30
FI002478,F011,C436,20,2,2,18,16,2027-01-01,16.75
FI002479,F011,C437,66,0,4,66,62,2027-01-01,17.20
FI002480,F011,C439,38,2,2,36,34,2027-01-01,18.10
FI002481,F011,C445,68,0,4,68,64,2027-01-01,20.80
FI002482,F011,C446,64,4,4,60,56,2027-01-01,21.25
FI002483,F011,C451,39,2,2,37,35,2027-01-01,1.00
FI002484,F011,C452,32,0,2,32,30,2027-01-01,1.45
FI002485,F011,C453,36,2,4,34,30,2027-01-01,1.90
FI002486,F011,C457,14,0,2,14,12,2027-01-01,3.70
FI002487,F011,C459,22,2,2,20,18,2027-01-01,4.60
FI002488,F011,C463,32,2,2,30,28,2027-01-01,6.40
FI002489,F011,C464,38,1,2,37,35,2027-01-01,6.85
FI002490,F011,C465,32,1,2,31,29,2027-01-01,7.30
FI002491,F011,C469,128,4,8,124,116,2027-01-01,9.10
FI002492,F011,C471,31,2,2,29,27,2027-01-01,10.00
FI002493,F011,C472,40,0,2,40,38,2027-01-01,10.45
FI002494,F011,C475,30,0,4,30,26,2027-01-01,11.80
FI002495,F011,C478,19,2,2,17,15,2027-01-01,13.15
FI002496,F011,C479,64,4,4,60,56,2027-01-01,13.60
FI002497,F011,C494,30,1,2,29,27,2027-01-01,20.35
FI002498,F011,C499,76,2,4,74,70,2027-01-01,22.60
FI002499,F012,C001,40,2,4,38,34,2027-01-01,1.00
FI002500,F012,C002,80,8,8,72,64,2027-01-01,1.45
FI002501,F012,C003,148,8,8,140,132,2027-01-01,1.90
FI002502,F012,C004,72,0,8,72,64,2027-01-01,2.35
FI002503,F012,C005,72,4,4,68,64,2027-01-01,2.80
FI002504,F012,C006,120,8,8,112,104,2027-01-01,3.25
FI002505,F012,C007,28,2,4,26,22,2027-01-01,3.70
FI002506,F012,C008,148,8,8,140,132,2027-01-01,4.15
FI002507,F012,C009,68,4,4,64,60,2027-01-01,4.60
FI002508,F012,C010,156,4,8,152,144,2027-01-01,5.05
FI002509,F012,C011,116,0,8,116,108,2027-01-01,5.50
FI002510,F012,C012,100,0,8,100,92,2027-01-01,5.95
FI002511,F012,C013,116,0,8,116,108,2027-01-01,6.40
FI002512,F012,C014,72,4,8,68,60,2027-01-01,6.85
FI002513,F012,C015,44,2,4,42,38,2027-01-01,7.30
FI002514,F012,C016,60,0,8,60,52,2027-01-01,7.75
FI002515,F012,C017,52,0,4,52,48,2027-01-01,8.20
FI002516,F012,C018,80,8,8,72,64,2027-01-01,8.65
FI002517,F012,C019,64,4,4,60,56,2027-01-01,9.10
FI002518,F012,C020,0,0,0,0,0,2027-01-01,9.55
FI002519,F012,C021,120,0,8,120,112,2027-01-01,10.00
FI002520,F012,C022,84,8,8,76,68,2027-01-01,10.45
FI002521,F012,C023,112,4,8,108,100,2027-01-01,10.90
FI002522,F012,C024,26,2,2,24,22,2027-01-01,11.35
FI002523,F012,C025,44,4,4,40,36,2027-01-01,11.80
FI002524,F012,C026,37,1,2,36,34,2027-01-01,12.25
FI002525,F012,C027,80,8,8,72,64,2027-01-01,12.70
FI002526,F012,C028,31,1,2,30,28,2027-01-01,13.15
FI002527,F012,C029,160,0,8,160,152,2027-01-01,13.60
FI002528,F012,C030,160,8,8,152,144,2027-01-01,14.05
FI002529,F012,C033,116,8,8,108,100,2027-01-01,15.40
FI002530,F012,C034,42,2,4,40,36,2027-01-01,15.85
FI002531,F012,C036,31,2,2,29,27,2027-01-01,16.75
FI002532,F012,C037,24,2,2,22,20,2027-01-01,17.20
FI002533,F012,C038,26,2,2,24,22,2027-01-01,17.65
FI002534,F012,C039,34,0,2,34,32,2027-01-01,18.10
FI002535,F012,C042,34,0,2,34,32,2027-01-01,19.45
FI002536,F012,C043,68,2,4,66,62,2027-01-01,19.90
FI002537,F012,C045,68,2,4,66,62,2027-01-01,20.80
FI002538,F012,C047,22,2,2,20,18,2027-01-01,21.70
FI002539,F012,C048,76,0,4,76,72,2027-01-01,22.15
FI002540,F012,C049,76,0,4,76,72,2027-01-01,22.60
FI002541,F012,C050,38,0,2,38,36,2027-01-01,23.05
FI002542,F012,C051,32,4,4,28,24,2027-01-01,1.00
FI002543,F012,C053,18,1,2,17,15,2027-01-01,1.90
FI002544,F012,C056,30,0,4,30,26,2027-01-01,3.25
FI002545,F012,C057,104,0,8,104,96,2027-01-01,3.70
FI002546,F012,C058,28,4,4,24,20,2027-01-01,4.15
FI002547,F012,C060,60,0,4,60,56,2027-01-01,5.05
FI002548,F012,C062,29,0,2,29,27,2027-01-01,5.95
FI002549,F012,C067,68,2,4,66,62,2027-01-01,8.20
FI002550,F012,C070,56,8,8,48,40,2027-01-01,9.55
FI002551,F012,C071,32,0,2,32,30,2027-01-01,10.00
FI002552,F012,C074,140,4,8,136,128,2027-01-01,11.35
FI002553,F012,C075,60,4,8,56,48,2027-01-01,11.80
FI002554,F012,C076,156,8,8,148,140,2027-01-01,12.25
FI002555,F012,C077,15,2,2,13,11,2027-01-01,12.70
FI002556,F012,C083,28,0,2,28,26,2027-01-01,15.40
FI002557,F012,C087,60,2,4,58,54,2027-01-01,17.20
FI002558,F012,C090,28,2,4,26,22,2027-01-01,18.55
FI002559,F012,C092,18,1,2,17,15,2027-01-01,19.45
FI002560,F012,C093,78,0,4,78,74,2027-01-01,19.90
FI002561,F012,C094,17,2,2,15,13,2027-01-01,20.35
FI002562,F012,C097,46,2,4,44,40,2027-01-01,21.70
FI002563,F012,C102,33,1,2,32,30,2027-01-01,1.45
FI002564,F012,C103,21,0,2,21,19,2027-01-01,1.90
FI002565,F012,C105,24,4,4,20,16,2027-01-01,2.80
FI002566,F012,C106,0,0,0,0,0,2027-01-01,3.25
FI002567,F012,C118,136,4,8,132,124,2027-01-01,8.65
FI002568,F012,C119,40,4,4,36,32,2027-01-01,9.10
FI002569,F012,C123,42,2,4,40,36,2027-01-01,10.90
FI002570,F012,C126,44,4,4,40,36,2027-01-01,12.25
FI002571,F012,C127,27,0,2,27,25,2027-01-01,12.70
FI002572,F012,C129,72,4,4,68,64,2027-01-01,13.60
FI002573,F012,C133,26,0,2,26,24,2027-01-01,15.40
FI002574,F012,C134,22,1,2,21,19,2027-01-01,15.85
FI002575,F012,C137,132,8,8,124,116,2027-01-01,17.20
FI002576,F012,C138,26,0,2,26,24,2027-01-01,17.65
FI002577,F012,C139,30,0,2,30,28,2027-01-01,18.10
FI002578,F012,C141,48,4,4,44,40,2027-01-01,19.00
FI002579,F012,C146,108,4,8,104,96,2027-01-01,21.25
FI002580,F012,C148,72,2,4,70,66,2027-01-01,22.15
FI002581,F012,C152,17,2,2,15,13,2027-01-01,1.45
FI002582,F012,C154,48,0,8,48,40,2027-01-01,2.35
FI002583,F012,C159,25,0,2,25,23,2027-01-01,4.60
FI002584,F012,C160,128,4,8,124,116,2027-01-01,5.05
FI002585,F012,C164,36,2,2,34,32,2027-01-01,6.85
FI002586,F012,C166,37,1,2,36,34,2027-01-01,7.75
FI002587,F012,C167,26,0,4,26,22,2027-01-01,8.20
FI002588,F012,C169,26,0,2,26,24,2027-01-01,9.10
FI002589,F012,C174,40,4,4,36,32,2027-01-01,11.35
FI002590,F012,C175,34,4,4,30,26,2027-01-01,11.80
FI002591,F012,C176,36,2,4,34,30,2027-01-01,12.25
FI002592,F012,C177,62,2,4,60,56,2027-01-01,12.70
FI002593,F012,C181,24,2,4,22,18,2027-01-01,14.50
FI002594,F012,C182,18,0,2,18,16,2027-01-01,14.95
FI002595,F012,C188,58,0,4,58,54,2027-01-01,17.65
FI002596,F012,C189,40,2,2,38,36,2027-01-01,18.10
FI002597,F012,C190,19,0,2,19,17,2027-01-01,18.55
FI002598,F012,C191,33,0,2,33,31,2027-01-01,19.00
FI002599,F012,C193,56,2,4,54,50,2027-01-01,19.90
FI002600,F012,C195,46,2,4,44,40,2027-01-01,20.80
FI002601,F012,C197,124,4,8,120,112,2027-01-01,21.70
FI002602,F012,C199,26,2,4,24,20,2027-01-01,22.60
FI002603,F012,C201,30,2,2,28,26,2027-01-01,1.00
FI002604,F012,C203,64,4,8,60,52,2027-01-01,1.90
FI002605,F012,C205,92,4,8,88,80,2027-01-01,2.80
